Year,Year_p05,Year_p50,Year_p95,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95
2044,2044.0,2044.0,2044.0,679708254.707012,797293767.8021135,962301315.8252035,508691504.03820735,621442346.3646922,764879956.7046092,6290436.606748741,7442819.11903898,9082195.696524056,502353313.762382,613737108.9546356,756087985.1603215,131798066.27274454,183575943.91881156,240128175.55595964,2759045.29853092,3613278.0956221484,4893230.639015507,2792997.9965097294,3486595.938638185,4508558.165048192,209933.22782555627,272368.5025879892,362576.6109059248,218858913.83912945,299463533.5454935,410786845.6751616,225840780.6327823,291495785.0199243,366839167.8218837,17095749.884449296,22073364.79226454,29756480.798678752,7230320.839906199,10660189.448611973,15737570.668668449,111922809.41528612,157188549.2895779,213199332.5355001,9554434.81983869,12993657.65034276,17614905.648105353,139013467.48645386,191265829.72996247,246541880.54911044,502353313.762382,613737108.9546356,756087985.1603215,68322040.02065028,94002918.63568366,121169873.20875287,70691427.46580358,97262911.09427881,125372007.34035757,898538961.0832437,1059261045.2656474,1306609504.264964,834187218.8789,1006382323.6061387,1254833499.817851,1757324.3427612926,2227759.5608082893,2849047.4740382503,831973875.8703517,1003731134.566276,1252127026.5796957,39114832.974869706,53920544.74256149,73480008.24217331,814734.5266229537,1101994.8217901124,1543467.5094427573,764155.5766768001,1053608.4244083012,1414732.326783294,59253.60940065318,81134.2306683701,111023.04437973778,357007162.9374259,490600816.1934775,661093258.6659012,370113163.3607409,477370572.9095817,603628641.9761667,28521401.14038493,36098217.34163701,48958591.348024495,2074928.6695020336,3217994.377468214,5030222.873001882,33541903.42286064,46863848.896612905,64824973.859152086,2697340.025813268,3914664.316537719,5483196.911093253,10594685.039376713,10594685.039376713,10594685.039376713,156655.94306692935,156655.94306692935,156655.94306692935,10438029.096309777,10438029.096309777,10438029.096309777,1091060.496191174,1091060.496191174,1091060.496191174,21274.0,21274.0,21274.0,1069786.496191174,1069786.496191174,1069786.496191174,171000.0,171000.0,171000.0,19992.8689671188,19992.8689671188,19992.8689671188,886454.5641130861,886454.5641130861,886454.5641130861,0.01949854307635279,0.01949854307635279,0.01949854307635279,0.4914778492760632,0.4914778492760632,0.4914778492760632,17415100.756832525,17415100.756832525,17415100.756832525
2045,2045.0,2045.0,2045.0,660604738.6094967,776767936.7314086,931311586.0203574,492583012.5400579,597719107.8893216,740918348.2553589,6361057.48906569,7590718.207908826,9230193.295488866,486105221.3727036,589682581.2846512,732055965.721114,132939961.24367526,185159974.16862184,241805333.32755905,3113831.1544598597,4077909.8153504087,5522451.558818891,2496533.9492643513,3116509.621222391,4029995.200620111,236928.5584066356,307392.3901516389,409200.36634356366,233870451.17215657,320003743.3767581,438962723.7401592,191136708.81020063,246702764.77368236,310468423.8324397,18268347.71528354,23587377.3304432,31797478.41935233,7591411.283381129,11192571.430097599,16523522.841164473,112097256.63908002,157433549.44798183,213531633.26910248,10031594.157942506,13642575.68692944,18494614.063966736,140164121.3251157,193011730.3535205,248341587.76070893,486105221.3727036,589682581.2846512,732055965.721114,71298625.52584586,98181124.7733717,126326293.06878117,68865495.79926987,94830605.58014883,122015294.69192775,853199953.0728434,1026388413.2945259,1252366853.1634738,804629188.9427514,975009430.9880407,1202349316.424459,1740275.0745401618,2197651.905913458,2822043.043590966,802438285.2926421,972979163.8529494,1200117327.3612428,38264288.19866942,52685835.93015163,71734125.64056793,892592.1150789458,1205552.321305089,1689037.836359192,662891.4932675192,912982.8648184942,1225287.0904412104,64925.7089395159,88831.26502864738,121494.5880404641,381494291.4741804,524251136.1128905,706437658.6676772,313239317.24771696,404014899.0502243,510871383.1382669,30477684.622280657,38574194.800238565,52316662.120200105,2112665.6855388596,3276550.0800802633,5116180.713420796,32611105.064286,45539629.857814714,62922298.27744833,2747384.05569606,3983525.042982941,5588831.349169308,10605279.724416088,10605279.724416088,10605279.724416088,165414.73745636546,165414.73745636546,165414.73745636546,10439864.986959716,10439864.986959716,10439864.986959716,1200587.9383716553,1200587.9383716553,1200587.9383716553,24697.0,24697.0,24697.0,1175890.9383716553,1175890.9383716553,1175890.9383716553,171000.0,171000.0,171000.0,20991.33557482839,20991.33557482839,20991.33557482839,886488.1274385359,886488.1274385359,886488.1274385359,0.02057096294555219,0.02057096294555219,0.02057096294555219,0.5086795740007254,0.5086795740007254,0.5086795740007254,18255190.2716643,18255190.2716643,18255190.2716643
2046,2046.0,2046.0,2046.0,641139346.2884573,759636693.5966892,920645833.4476907,473418562.0714014,579992524.2124515,726896108.3602014,6487139.666256939,7833959.741477823,9448363.636771867,467185785.18352556,572368277.8355889,717351462.1665117,134043317.26142308,186788207.6053444,243409465.555926,3499589.9084696765,4583104.00581924,6206603.629607419,2218775.290208879,2769773.8864332526,3581627.1488841968,266280.58841294463,345473.87226641504,459894.3878337671,248849332.12081704,340499269.6441519,467077307.4631089,160827006.3639314,207581617.19555062,261235570.5312572,19438394.654452167,25098096.256896034,33834036.01490969,7952466.829889762,11724901.960440164,17309399.056661442,112233436.0264023,157624804.83594215,213791038.43087313,10508707.381800871,14291431.009945987,19374237.461917803,141345495.3188568,194860484.29408458,250126722.15129638,467185785.18352556,572368277.8355889,717351462.1665117,74416051.1678177,102590802.32520011,131687556.87657338,66929444.15103911,92269681.96888447,118439165.27472301,832719569.0940646,997955747.6816512,1221103178.8199198,779035100.4891318,948014680.7997286,1167585584.3865364,1732063.4346120094,2190190.290733978,2806590.0175184854,776959469.9781375,945716375.157972,1165345123.302689,37339340.29124639,51329488.9248907,69927564.2320715,971870.0502386851,1311573.417562107,1836745.851173016,570602.5135405575,784924.219676848,1052834.8085302936,70703.89495730383,96664.34925599999,132120.05131712178,405928150.2449017,557828252.4851272,751683415.5976291,263567066.64054248,339947816.12147254,429859422.078443,32429712.367811922,41044785.97029573,55667427.68122826,2141709.616274617,3321627.628847263,5186886.9325193465,31630443.09007864,44147028.98053336,60933737.0908246,2786257.4473362984,4038996.2302089673,5672590.974607429,10615885.004140504,10615885.004140504,10615885.004140504,174655.78717384388,174655.78717384388,174655.78717384388,10441229.216966653,10441229.216966653,10441229.216966653,1315334.3886117942,1315334.3886117942,1315334.3886117942,28546.0,28546.0,28546.0,1286788.3886117942,1286788.3886117942,1286788.3886117942,171000.0,171000.0,171000.0,21989.705687445996,21989.705687445996,21989.705687445996,886527.0780821722,886527.0780821722,886527.0780821722,0.02170236590755756,0.02170236590755756,0.02170236590755756,0.5264833590907506,0.5264833590907506,0.5264833590907506,19090165.415404275,19090165.415404275,19090165.415404275
2047,2047.0,2047.0,2047.0,625310262.269314,747731108.7564006,911518677.0838655,459094480.9455096,566505974.2474729,709121174.4615624,6669979.48344235,8126137.630683726,9757615.162735417,452929537.13388777,558757309.3463383,699708932.6804857,135116565.96989408,188151507.30733883,244956560.17353612,3918572.432192447,5131808.4349281285,6949678.824271291,1962334.5196819264,2449650.0087441737,3167671.202171968,298160.5846038202,386835.1513500425,514954.4709578468,263792170.76701784,360945479.4132483,495124241.6511202,134658384.5274825,173805419.00967735,218729184.2593396,20605626.217370834,26605180.079453908,35865693.22938468,8313486.803829428,12257180.043549366,18095197.844637502,112339742.04979837,157774104.96239248,213993538.4695243,10985773.598645424,14940222.405262344,20253774.196018133,142581668.87483165,196347570.7096303,251918861.70382333,452929537.13388777,558757309.3463383,699708932.6804857,77694216.63307603,106991809.07669288,137273176.6266323,64887452.241755635,89355761.63293746,114645685.07719103,803730519.16047,971116496.0415256,1196614162.5792885,754468823.8077114,922480348.8592298,1144115806.761291,1731752.9658279826,2194949.3858226426,2802077.504391821,752502572.4180461,920338830.4555151,1141853017.067857,36308504.720353685,49882892.96203119,67993702.26829614,1051949.99862716,1418036.0201434665,1985312.155260301,487548.7278558681,669963.2902191873,898078.4166744401,76543.66063318329,104605.47035477462,142808.59335721534,430303216.0703363,591324575.3329237,796820301.8274347,220681315.9734499,284633935.4161449,359915767.007537,34377043.12865819,43509432.384231865,59010130.60351615,2161643.802221752,3352581.0161248967,5236699.944743751,30603414.039375734,42687503.05320524,58903666.38383729,2813424.7964465073,4077341.9917472815,5733134.129330854,10626500.889144644,10626500.889144644,10626500.889144644,184405.72850985092,184405.72850985092,184405.72850985092,10442095.160634788,10442095.160634788,10442095.160634788,1435301.3452873158,1435301.3452873158,1435301.3452873158,32863.0,32863.0,32863.0,1402438.3452873158,1402438.3452873158,1402438.3452873158,171000.0,171000.0,171000.0,22987.977436833815,22987.977436833815,22987.977436833815,886573.7158976756,886573.7158976756,886573.7158976756,0.022895996032473227,0.022895996032473227,0.022895996032473227,0.5449102766589269,0.5449102766589269,0.5449102766589269,19920033.044716034,19920033.044716034,19920033.044716034
2048,2048.0,2048.0,2048.0,618068232.2449535,742296502.8125606,911847720.3564327,447764708.312291,561699103.2342246,700623371.4966418,6815031.620297749,8470921.599080153,10176720.320828976,441323815.00124663,553044981.4281802,690653857.7580916,136166289.03577995,189566839.51657414,246459097.442822,4373231.465356102,5727235.239403469,7756027.133436835,1728361.8933207525,2157573.8920255788,2789984.144645728,332755.17369698035,431718.3579131332,574702.9395495071,278695319.9975846,381337382.3577261,523096680.86166435,112276334.98582,144916601.48424444,182373427.7613042,21769757.51669579,28108260.96270118,37891954.19422329,8674470.512302833,12789404.65783618,18880917.696927194,112422727.8013938,157890653.23323324,214151616.22813794,11462791.892854005,15588948.62766818,21133222.5781932,143872549.15176308,197854335.1065873,253733214.3220515,441323815.00124663,553044981.4281802,690653857.7580916,81141547.63157922,111586310.59793696,143101000.27427045,62731001.52018387,86268024.50865033,110632214.04778104,776397980.3603103,958833507.9433339,1193191257.486069,732452534.9270588,909860271.9930713,1129748217.647049,1746744.344425218,2218541.478749397,2839891.8787598526,730446060.8141019,907746335.9474673,1127236209.0019324,35206521.15440851,48346896.50072495,65926451.77672429,1132102.8349427087,1522707.5266913115,2133209.933401622,413976.0143890708,568159.4168191685,760850.4331586242,82392.50303057709,112547.38634254945,153453.4017388295,454613539.70444024,624731929.1761558,841837300.7533343,184001088.7126738,237323915.57536533,300092885.8980129,36319201.61790505,45967532.49339756,62343955.030307636,2172033.0892161964,3368735.5592906447,5263586.125037264,29531229.154730614,41185070.97649023,56784723.63272646,2828326.933274473,4097780.084603277,5769351.8364415765,10637127.390033787,10637127.390033787,10637127.390033787,194692.71113933958,194692.71113933958,194692.71113933958,10442434.678894442,10442434.678894442,10442434.678894442,1560490.9063142661,1560490.9063142661,1560490.9063142661,37694.0,37694.0,37694.0,1522796.9063142661,1522796.9063142661,1522796.9063142661,171000.0,171000.0,171000.0,23986.148907031948,23986.148907031948,23986.148907031948,886631.3263813183,886631.3263813183,886631.3263813183,0.02415527581425925,0.02415527581425925,0.02415527581425925,0.5639821363419893,0.5639821363419893,0.5639821363419893,20744802.934294406,20744802.934294406,20744802.934294406
2049,2049.0,2049.0,2049.0,612150039.5559325,742005842.9088811,917696312.4592665,444549256.675496,560530360.9918227,704016035.9265062,7144440.564849368,8873683.522960352,10899200.185705742,437869844.2782342,551347246.2010291,693054516.0497508,137199224.41523746,190924653.7639842,247926819.354357,4869259.909173621,6376839.909470214,8635745.049051866,1513432.080684669,1889269.5778922741,2443036.684288208,370497.5233276102,480685.48598296416,639887.919356855,293727910.0730295,401906398.5488719,551312073.8337722,93061816.95522755,120116160.2113542,151162776.67919433,22943999.84266366,29624396.808791373,39935814.18643353,9035417.244569426,13321574.755403973,19666557.066527307,112487508.90332855,157981634.2181433,214275016.3443927,11939761.325225653,16237608.399886936,22012580.876897756,145580798.9956899,199426155.3232519,255572811.2689781,437869844.2782342,551347246.2010291,693054516.0497508,84978643.97894163,116409336.74093571,149183347.59357053,60602155.01674827,83016818.58231622,106389463.67540754,767210087.0029482,949354143.0756645,1192518625.902881,723358857.50486,907991165.296253,1134778628.016324,1767011.3941178028,2229434.924257657,2915607.5682099154,721655232.414113,905646433.8798932,1132214745.092022,34032816.491158955,46755049.23228656,63732526.06650157,1212223.2522828854,1626438.1766499775,2276354.0715940366,348411.76589345635,478039.8561977755,638911.7815902513,88243.40814215814,120478.51643641616,164004.49911808496,479135009.9077542,658429441.5650558,887245293.440666,152511886.3160618,196709260.1763486,248736202.69608888,38278228.665055096,48446982.355558604,65706735.28675654,2172423.0458676834,3369386.6874435768,5266453.935366479,28414483.499147754,39554037.984972656,54578013.871353686,2830379.917035913,4099457.9296771446,5780085.991975,10647764.51742382,10647764.51742382,10647764.51742382,205669.88331690416,205669.88331690416,205669.88331690416,10442094.63410691,10442094.63410691,10442094.63410691,1692408.2498939866,1692408.2498939866,1692408.2498939866,43129.0,43129.0,43129.0,1649279.2498939866,1649279.2498939866,1649279.2498939866,171000.0,171000.0,171000.0,24984.21813274135,24984.21813274135,24984.21813274135,896918.174518764,896918.174518764,896918.174518764,0.025483815984043506,0.025483815984043506,0.025483815984043506,0.583721511113959,0.583721511113959,0.583721511113959,21573921.24040908,21573921.24040908,21573921.24040908
2050,2050.0,2050.0,2050.0,610798332.2956982,744027656.9380753,927497208.1377794,444302452.78769237,562081242.0944486,713619359.9502031,7544898.482179993,9401473.48038201,11611845.184896655,436432258.4421906,552206691.8308636,701572411.7943242,138242557.60649773,192178183.54184824,249367330.258537,5406921.582401135,7080967.945266854,9589300.459781103,1320672.484823291,1648641.111669357,2131877.1879698313,411407.7072230474,533762.5793217015,710544.079803601,308711040.2776576,422407739.0514945,579434633.1900865,76864101.24593239,99209546.96382093,124852397.59369622,24114378.70442088,31135544.300731562,41972949.51904254,9396326.271476088,13853689.2612091,20452114.366357677,112538078.82123257,158052656.4885326,214371345.88436612,12416680.932228299,16886200.411552675,22891847.31572882,147613355.36740017,201286478.2740991,257460361.11171415,436432258.4421906,552206691.8308636,701572411.7943242,89180869.03560875,121607580.91923794,155545131.32647797,58432486.33179141,79678897.35486118,101915229.7852362,763714922.2596654,947684691.7198241,1201077393.2189746,717196268.0605459,907960203.3623233,1145318243.4679413,1780396.7547379043,2265456.7945696902,2997543.44150151,715211991.9785938,905738306.3924141,1142743318.6715117,32786268.885641024,45084529.88249828,61410257.57190824,1290580.99422674,1728297.877187517,2413496.521233131,291315.29001615505,399572.38877227623,532858.4016769807,93971.19129086506,128225.58182643412,174286.78906027073,503575800.1522317,692016083.1990666,932503885.8289746,125966690.25542162,162471365.64592916,205442847.48662382,40230810.16794479,50918274.39067431,69058451.40347739,2162620.578210336,3353798.678468994,5244163.577562124,27253285.934937935,37860971.20815851,52283697.21117966,2818973.989210193,4084987.863779017,5764127.289030566,10658412.281941243,10658412.281941243,10658412.281941243,217251.36538328097,217251.36538328097,217251.36538328097,10441160.916557955,10441160.916557955,10441160.916557955,1829605.886282719,1829605.886282719,1829605.886282719,49190.0,49190.0,49190.0,1780415.886282719,1780415.886282719,1780415.886282719,171000.0,171000.0,171000.0,25982.183097749577,25982.183097749577,25982.183097749577,896950.7381376605,896950.7381376605,896950.7381376605,0.026885425863165897,0.026885425863165897,0.026885425863165897,0.6041517640029475,0.6041517640029475,0.6041517640029475,22397857.555246912,22397857.555246912,22397857.555246912
2051,2051.0,2051.0,2051.0,610723952.0831854,751648795.5704122,940818531.5404261,445134076.32607114,568279836.5238574,727945039.3242811,8065742.517747134,9980372.393019993,12539505.02221273,437053341.27537864,558525542.6156526,714973223.899238,139274705.4818613,193307329.60490304,250785985.0495937,5989176.917886091,7843496.36438601,10621943.761738587,1148926.0286425347,1434244.074026069,1854637.8600865032,455710.98200512317,591241.887086002,787060.4626025483,323640079.994326,442835067.81581736,607455667.5020688,63286861.60065699,81685218.01971214,102798527.25709967,25280532.390072312,32641236.410244852,44002730.604396395,9757196.844866186,14385747.072189674,21237587.967974957,112577555.01399113,158108098.31941247,214446543.2278848,12893549.725217884,17534723.31814816,23771020.071986035,149730274.22132227,203137641.37842387,259404206.85419142,437053341.27537864,558525542.6156526,714973223.899238,93625902.62079787,127021373.12726894,162204691.98137125,56104371.600524396,76116268.25115493,97199514.87282014,762421332.2354577,952882673.0626109,1220509424.28387,719010175.2524756,913974728.2372983,1162463344.0848882,1794345.1205719444,2295690.367437835,3080150.4943322283,716948796.3223715,911906865.1980139,1159831085.1527398,31503976.265202604,43314770.909220055,58957142.77884481,1365936.7344263818,1826426.2248136639,2542460.1810431397,241977.50799353182,331815.8809838176,441342.98606806225,99486.48212494697,135759.468961287,184168.67809671178,527928356.87992114,725481473.9455724,977599090.5063561,103715991.77333213,133772498.01964983,169153516.9861743,42176342.67073706,53380644.83262188,72398067.51453988,2148030.3224164043,3321203.3444910543,5195524.956794746,26047359.049974933,36114452.11055054,49901182.83276105,2793472.4840606786,4049238.0140320268,5720213.057068472,10669070.694223182,10669070.694223182,10669070.694223182,229470.432004936,229470.432004936,229470.432004936,10439600.262218239,10439600.262218239,10439600.262218239,1972084.2737391728,1972084.2737391728,1972084.2737391728,55936.0,55936.0,55936.0,1916148.2737391728,1916148.2737391728,1916148.2737391728,171000.0,171000.0,171000.0,26980.04173329678,26980.04173329678,26980.04173329678,896983.7752249129,896983.7752249129,896983.7752249129,0.02836412428564002,0.02836412428564002,0.02836412428564002,0.6252970757430505,0.6252970757430505,0.6252970757430505,23216612.053500026,23216612.053500026,23216612.053500026
2052,2052.0,2052.0,2052.0,614881783.0385633,763114593.2945728,958666016.01871,445195876.7078032,576982588.6893523,744942681.7725903,8579709.36392131,10640693.725434465,13585166.774472186,436638412.6799035,566617434.4291334,730929294.6478343,140538894.60289538,194555340.79345548,252180706.2266456,6619615.444079911,8669126.055404622,11740041.066639656,996830.2416064268,1244377.6458987452,1609119.3515275982,503680.4716035455,653477.7617360556,869908.7813067001,338509409.57915664,463180695.51183593,635364628.9892243,51961959.88199743,67068012.449023604,84403189.1321718,26442021.931771103,34140906.35918571,46024393.38485534,10118028.196966134,14917747.056361068,22022976.200237375,112608371.09053887,158151377.56153154,214505244.10383368,13370366.689627709,18183175.739902347,24650097.275177095,151937661.1485478,204902204.3812644,261411941.4136587,436638412.6799035,566617434.4291334,730929294.6478343,98331391.34382533,132609115.43536133,169181226.81883407,53606269.804722466,72293088.94590305,92230714.59482466,760727305.3894128,964561239.7436904,1234891073.872699,721021208.6195883,925775872.4764552,1184392488.9530003,1796102.5187531074,2328103.289715859,3127017.1541523016,718938094.4444821,923137335.9059837,1181702316.0597408,30152891.868265107,41443226.89818846,56369988.368862696,1434051.6590521506,1918028.8776540488,2663908.5605305126,199658.99775687497,273724.74053342215,362955.32416674454,104691.77668866096,142917.29058800405,193590.03519349865,552183513.2121136,758813016.6394644,1022513932.5704925,85156477.4637445,109834505.92436181,138884249.29327056,44114093.828952506,55833166.78688958,75724326.50940041,2122664.855091648,3270798.6636597244,5119295.561910381,24753315.980350964,34287394.852874205,47429277.78910419,2753210.6946776994,3987128.2578552207,5624734.39912636,10679739.764917405,10679739.764917405,10679739.764917405,242362.19307027597,242362.19307027597,242362.19307027597,10437377.571847122,10437377.571847122,10437377.571847122,2119843.910080269,2119843.910080269,2119843.910080269,63435.0,63435.0,63435.0,2056408.910080269,2056408.910080269,2056408.910080269,171000.0,171000.0,171000.0,27977.791916379396,27977.791916379396,27977.791916379396,897017.4752131552,897017.4752131552,897017.4752131552,0.02992415112135022,0.02992415112135022,0.02992415112135022,0.6471824733940573,0.6471824733940573,0.6471824733940573,24030185.073293652,24030185.073293652,24030185.073293652
2053,2053.0,2053.0,2053.0,622613454.1234728,776478302.0157955,979394794.4324038,452489609.5673065,587134576.4077029,764211493.8904665,9197848.715423845,11402488.137515746,14743978.993120909,443323739.5368878,576011611.5951355,749035513.0893463,141941418.31937343,195793171.2634459,253562388.7838946,7301461.329130674,9562079.426759502,12949310.511252813,862756.4897063179,1077008.7471608778,1392692.6624990818,555561.5000174307,720788.4879520922,959512.7360853662,353313990.48586303,483437727.92241067,663152060.5611401,42556471.67369022,54928220.153343864,69125605.26256877,27598453.753009062,35634045.976932906,48037252.80993093,10478819.539748348,15449688.051876757,22808277.3479182,112632426.81684048,158185162.31675,214551067.33520138,13847130.784126662,18831556.260645658,25529077.00546586,154240251.9316011,206951238.92535853,263489402.72137946,443323739.5368878,576011611.5951355,749035513.0893463,103315343.31298669,138622947.19346678,176494123.6841673,50924908.61861441,68328291.73189175,86995279.03721216,762883722.6871139,978169145.9232571,1259416460.0384843,727138740.7552325,941800938.7123203,1215228984.5844083,1818941.0809671865,2362369.901245881,3170322.7252345798,725057238.6312608,939128671.708289,1212101226.9419165,28727187.82179171,39507520.66199687,53645022.10447158,1492891.218081429,2000687.5675516939,2777293.276780408,163599.40465395004,223850.94528821053,296220.6556649707,109462.6381571765,149495.65572887444,202053.10150129852,576333050.1684462,791999416.7217166,1067233192.4037544,69742542.99196725,89953670.9311702,113745201.95914528,46043407.02597323,58275009.20421491,79036101.26865458,2081157.4046133817,3207931.6547716325,5014178.259321304,23387782.681391906,32354338.279602688,44866300.85740701,2697494.692776051,3899295.173247367,5491173.485302476,10690419.50468232,10690419.50468232,10690419.50468232,255963.69643824175,255963.69643824175,255963.69643824175,10434455.80824407,10434455.80824407,10434455.80824407,2272885.3509861305,2272885.3509861305,2272885.3509861305,71755.0,71755.0,71755.0,2201130.3509861305,2201130.3509861305,2201130.3509861305,171000.0,171000.0,171000.0,28975.43146798874,28975.43146798874,28975.43146798874,897052.1087069586,897052.1087069586,897052.1087069586,0.03156997943302448,0.03156997943302448,0.03156997943302448,0.6698338599628493,0.6698338599628493,0.6698338599628493,24838577.18478238,24838577.18478238,24838577.18478238
2054,2054.0,2054.0,2054.0,632748081.6424103,792016419.1567836,1001714089.4036478,459794786.85424846,599419979.2391965,785394076.3426931,9862870.003490157,12298849.203945603,16020107.85318332,450504654.9649832,587431074.783437,768928629.4094621,143339014.2514644,196950264.83301425,254933857.52687004,8038709.182270277,10527587.865570633,14256836.627424944,745109.4990244247,930145.942240472,1202782.6442695537,611658.0134017774,793568.4071157114,1056397.2736938493,368047575.6070159,503597617.16236603,690806236.7207351,34774754.87658407,44884251.83097293,56485556.34811854,28749339.87281142,37120025.20150376,50040459.51082655,10839570.064269718,15981568.866052883,23593489.65026575,112651205.21850581,158211535.40129972,214586837.9053117,14323840.939744972,19479863.426621027,26407957.292060558,156643640.40424955,209091180.63146663,265642619.3452602,450504654.9649832,587431074.783437,768928629.4094621,108597596.79078238,144958324.94779438,184164195.82471117,48046043.61346717,64132855.68367225,81478423.52054903,769359236.977054,994576924.3549393,1291780182.8450644,736375552.7170864,958462556.1946399,1249796371.1641889,1836170.8775212711,2391627.0619411445,3219253.97521268,734543193.5928513,955906749.8851185,1246601331.0204158,27227028.01623728,37350351.81958634,50777976.408833325,1542360.6887804214,2071570.4296726643,2868005.962269223,133096.57863724715,181654.32406727906,240518.13457143406,113663.75031541879,154894.9667472858,209150.37958886952,600366777.3387557,825026670.4857869,1111737999.7644176,56989683.158218026,73505080.0467148,92946180.94390142,47963468.14710851,60705141.6973142,82331994.31858566,2021122.6248108668,3128476.0685200775,4878818.997018716,21972645.498206526,30390523.706393883,42210169.36171302,2625600.1004104186,3784924.4333780557,5317744.873336639,10701109.924187003,10701109.924187003,10701109.924187003,270314.037212828,270314.037212828,270314.037212828,10430795.886974167,10430795.886974167,10430795.886974167,2431209.236831788,2431209.236831788,2431209.236831788,80975.0,80975.0,80975.0,2350234.236831788,2350234.236831788,2350234.236831788,171000.0,171000.0,171000.0,29972.958151281626,29972.958151281626,29972.958151281626,897088.0622708146,897088.0622708146,897088.0622708146,0.033306328301840826,0.033306328301840826,0.033306328301840826,0.6932780450615489,0.6932780450615489,0.6932780450615489,25641789.287462972,25641789.287462972,25641789.287462972
