Year,Year_p05,Year_p50,Year_p95,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95
2034,2034.0,2034.0,2034.0,742833290.7679738,880093177.5722715,1066109984.0513612,585848200.6941386,724806495.6367128,912204635.267427,4198616.509540638,5072279.253414115,6348172.343656448,581547173.8730937,719632972.4049788,906240552.4984387,113403231.58840042,157916111.80461466,210142450.95900738,506743.71675699495,663637.5172336389,898721.6999605687,3484023.5741328103,4349227.052389989,5624036.591507147,38557.66492698022,50024.922534786005,66593.11447965488,69220248.82926984,94713712.79192266,129922821.85191832,485123376.15960234,626155378.000994,787998762.23727,5407008.744429617,6981318.5883892495,9411318.776268521,3617634.343066296,5333742.209618454,7874170.093971435,103255717.16874364,145016163.12530702,196689576.46665272,4780486.550758004,6501274.728845356,8813479.931726672,118500587.6527969,163077772.71068016,214523293.91364992,581547173.8730937,719632972.4049788,906240552.4984387,41287725.17274972,56819214.10542296,74743754.2521819,77212862.48004718,106258558.60525721,139779539.66146803,1013573961.5067004,1252863553.1405673,1539385616.1168966,952915264.9560063,1192833300.5270448,1476693652.5557723,1437182.3157271943,1906080.8738261708,2517062.158147929,951097438.4485418,1190682013.0319486,1474315033.083585,42122243.16512306,58381200.004988775,80272804.97060823,186059.30505943485,253471.76225779913,355085.848004948,1187111.0998267953,1637864.9615184413,2203856.6393982745,13518.485264906929,18604.67232907722,25577.656648342727,112913493.98967023,155166220.90940773,209089221.27724174,795031556.6019175,1025428726.2037743,1296640774.6272514,9020690.312609466,11417070.215919316,15484522.955879223,1297907.129522774,2014959.4456142609,3171783.338692757,38471636.09192259,53848555.94050281,74911705.98206383,1685135.8202719027,2452464.42903038,3432808.2154947314,10489318.573383458,10489318.573383458,10489318.573383458,91211.08921556629,91211.08921556629,91211.08921556629,10398107.484167883,10398107.484167883,10398107.484167883,284067.03829487,284067.03829487,284067.03829487,3243.0,3243.0,3243.0,280824.03829487,280824.03829487,280824.03829487,171000.0,171000.0,171000.0,10003.275234022907,10003.275234022907,10003.275234022907,875921.7983577568,875921.7983577568,875921.7983577568,0.011415043371183372,0.011415043371183372,0.011415043371183372,0.3484178938734169,0.3484178938734169,0.3484178938734169,8758154.312812345,8758154.312812345,8758154.312812345
2035,2035.0,2035.0,2035.0,796938562.4227357,942469266.6212311,1141832067.8540943,634497265.1892396,780553235.4213829,983399360.6180614,4799073.891448728,5781719.033723993,7209813.866549271,629586383.1712397,775019559.6435391,976596694.9039612,116730149.88489527,162123098.54650423,215447221.99129465,641193.795412047,839714.9177814464,1137172.0235718729,3898207.816768874,4866267.558694484,6292627.743847642,48787.84817496239,63297.61748314823,84261.70943920134,82974128.81962004,113533076.50720823,155738142.22394392,514214964.90423167,663704289.5608647,835253001.1563646,6481367.051939958,8368488.089555568,11281322.874621196,3979040.047976517,5866589.004035683,8660808.46687638,105331348.4099584,147931256.70963687,200643401.40661514,5258062.487917572,7150759.323853333,9693956.404851358,122584726.79227644,168072690.87006283,220433527.8872068,629586383.1712397,775019559.6435391,976596694.9039612,44205587.261563644,60609116.62455563,79491090.01894186,78379139.53071281,107463574.24550718,140942437.8682649,1090894826.615383,1345069070.599433,1655993717.6945696,1030371755.8366454,1283280140.8620822,1599887493.4652832,1612472.7044568516,2133303.2694039894,2815031.5508455997,1028298451.7351292,1280997351.0549583,1597571301.201086,42496672.55612683,58886895.29227835,80955229.39390796,231496.68680048725,315295.55307353794,441574.88979990117,1305928.5273093553,1801773.1511088745,2424316.4106427953,16820.963003554367,23141.492453516767,31789.817142700616,135349105.99469912,185997337.77245113,250634695.40311533,842707533.9311494,1086921023.3299289,1374396953.8152928,10813077.570502166,13685611.809557099,18561256.62911805,1403796.4476519565,2178297.5399838313,3427241.7628634204,38591370.02745107,54016485.13290352,75155538.84977694,1822023.2480241603,2651489.9991310625,3711119.678739048,10499807.89195684,10499807.89195684,10499807.89195684,95924.95717442739,95924.95717442739,95924.95717442739,10403882.934782403,10403882.934782403,10403882.934782403,340773.1248807852,340773.1248807852,340773.1248807852,4104.0,4104.0,4104.0,336669.1248807852,336669.1248807852,336669.1248807852,171000.0,171000.0,171000.0,11002.613584592284,11002.613584592284,11002.613584592284,875957.8308935352,875957.8308935352,875957.8308935352,0.012042870756598458,0.012042870756598458,0.012042870756598458,0.3606125201589865,0.3606125201589865,0.3606125201589865,9634026.96471906,9634026.96471906,9634026.96471906
2036,2036.0,2036.0,2036.0,849701470.641799,1001940167.9323018,1211808944.359054,680752525.5394267,835021036.4053341,1049287459.3992399,5414187.089719983,6534128.539799187,8110449.587794879,675192017.225023,828482193.1465383,1041627366.1680998,119253053.21562587,165661798.01965922,219884985.6549589,799163.5528576729,1046593.9656364948,1417335.0414035725,4312995.306617731,5384061.119345868,6962192.679610169,60807.6222239925,78892.13719348522,105021.11462575747,97953508.81760469,134029285.62124237,183853662.63662714,538876999.866211,695535915.45805,875312198.4231201,7651452.973402131,9879257.348423883,13317948.321888912,4340416.768252506,6399393.064292306,9447383.751608668,106951682.81796484,150206914.51602256,203729941.28241006,5735600.1236234885,7800191.830382433,10574362.264014572,125887147.93984154,172518364.37559628,225506188.5742923,675192017.225023,828482193.1465383,1041627366.1680998,46985358.53281088,64389712.02648173,84166567.397286,78901789.40703066,108128652.34911454,141339621.1770063,1166894753.4592164,1431451588.695859,1763962092.8515112,1100483942.8204386,1372609776.7390285,1709615459.790224,1787953.6650235588,2360581.323600381,3114157.589690178,1098288179.8016427,1369986888.2603636,1707200840.677772,42642073.69599643,59072463.04237558,81202286.78018616,283462.7903976205,385972.59332942986,540402.3987427412,1419340.4059199314,1958216.982801993,2634709.8427662766,20598.40872130572,28327.59485553539,38881.17434382882,159783778.8249452,219575572.82887328,295881959.7797514,883124254.72496,1139050358.545339,1440313794.1253438,12765170.351474354,16156285.291961746,21912133.827143267,1504449.6019544944,2333275.474175872,3669176.5190021633,38498128.74748736,53882871.7080597,74958233.18175204,1951981.778778555,2840389.0092909904,3975196.7663736306,10510307.699848795,10510307.699848795,10510307.699848795,101183.11451235616,101183.11451235616,101183.11451235616,10409124.58533643,10409124.58533643,10409124.58533643,402634.56168373086,402634.56168373086,402634.56168373086,5116.0,5116.0,5116.0,397518.56168373086,397518.56168373086,397518.56168373086,171000.0,171000.0,171000.0,12001.87178851159,12001.87178851159,12001.87178851159,876004.8254921753,876004.8254921753,876004.8254921753,0.012705228648211372,0.012705228648211372,0.012705228648211372,0.373233958364551,0.373233958364551,0.373233958364551,10509910.10594435,10509910.10594435,10509910.10594435
2037,2037.0,2037.0,2037.0,861617323.7963299,1011643585.9459904,1221351923.8134098,691529202.0064851,845151420.2760863,1060391378.9613748,5812551.484815027,6981397.638753091,8608516.873968383,685601664.491069,838078831.3057002,1051950514.5667613,121414522.74220827,168863831.04849058,223645893.67392817,974325.9842421286,1275988.7410083858,1727989.664041065,4461009.1085065305,5568831.864320546,7201121.900425757,74135.57107423108,96183.88994986752,128039.87432616328,113121705.01904024,154783850.98170108,212323581.28362203,527960098.1521346,681445321.074636,857579585.5231636,8836287.915279802,11409069.966616029,15380245.585003221,4701763.975049468,6932153.61067386,10233894.797080738,108216589.45564772,151983396.364565,206139434.5062005,6213098.759039109,8449571.298042163,11454696.220815508,128450354.55444911,176013086.16337633,229637293.64268348,685601664.491069,838078831.3057002,1051950514.5667613,49620005.48361612,67993353.00326285,88708231.35768485,78830349.070833,108019733.16011348,140929062.28499863,1179694161.7792206,1448420236.5905213,1797407164.9164438,1116200441.9465048,1385194090.0025275,1739730857.5888584,1872013.187081886,2475468.3787464746,3250182.168766331,1113784665.7462575,1382931951.7500744,1736544774.7343612,42600518.924491525,58996009.60799131,81094965.58575614,339198.57823127037,461735.7276252784,646277.7738969589,1440703.0503604433,1987658.5929736565,2674208.6810143064,24650.48594441016,33886.360724199665,46486.33297074564,184526452.53086105,253577064.04561627,341699569.3026674,865233380.3834255,1115974775.7783802,1411135031.38023,14741869.407722063,18658101.79810817,25305249.082474332,1598812.6892530997,2479476.905440378,3896914.095274077,38234091.945319176,53493288.131053746,74426384.79103109,2074666.3516856944,3018657.151601988,4224330.595480076,10520818.007548643,10520818.007548643,10520818.007548643,106888.42442552136,106888.42442552136,106888.42442552136,10413929.583123112,10413929.583123112,10413929.583123112,470434.43008782173,470434.43008782173,470434.43008782173,6306.0,6306.0,6306.0,464128.43008782173,464128.43008782173,464128.43008782173,171000.0,171000.0,171000.0,13001.04838344949,13001.04838344949,13001.04838344949,886281.0471287314,886281.0471287314,886281.0471287314,0.013404016223862997,0.013404016223862997,0.013404016223862997,0.38629714690731026,0.38629714690731026,0.38629714690731026,11391006.48976065,11391006.48976065,11391006.48976065
2038,2038.0,2038.0,2038.0,848990006.6070871,995256266.389261,1208252798.3406107,681195728.6712402,824184340.0438263,1045077574.1665285,6032909.66237361,7213659.406945763,8974920.08988725,674878467.7336075,816871572.1693866,1035483859.5846368,123293822.11595188,171666878.49399439,226877496.1965993,1166454.7361022222,1527602.808745853,2068734.448383026,4423224.503887588,5521664.036355011,7140128.628006392,88754.47169813934,115150.53050343026,153288.24257300215,128278797.61838369,175523223.34015113,240772659.04459122,495852270.32443666,640003308.4686948,805425989.4902455,10020255.520292588,12937762.713311117,17441033.180923034,5063081.12674693,7464869.8446297785,11020340.424397407,109204031.54480436,153370196.69876754,208020391.52850434,6690557.678445508,9098896.753482766,12334956.955728559,130506602.91150108,178899685.6386336,233061798.3465527,674878467.7336075,816871572.1693866,1035483859.5846368,52178829.84978286,71527233.47988752,93182196.52576278,78327773.06171823,107372452.1587461,139879601.82078993,1162178508.5397482,1409912949.9660597,1775357902.0654266,1094382491.3653936,1349668080.5294867,1718198863.593725,1910109.6625739038,2502208.8945377963,3280145.9046123303,1091929896.991863,1347105004.610619,1714910540.001868,42427816.37979129,58716195.078085735,80695161.08045341,398162.6125623706,541800.9181024228,758141.3172655883,1400436.5261809006,1932071.9153909232,2599303.024542658,28937.98853628042,39762.87861948148,54532.73666292986,209251013.8126049,287553665.0892633,387483638.87803817,812614319.7662289,1048106908.3274939,1325317029.626367,16717121.45738541,21158086.894993886,28695880.46950971,1687137.745940275,2616466.604437828,4109750.4270005953,37831644.84150808,52932608.27275066,73620901.43024072,2189716.2529202485,3185767.241232388,4457780.1260337345,10531338.82555619,10531338.82555619,10531338.82555619,112907.75153771571,112907.75153771571,112907.75153771571,10418431.074018465,10418431.074018465,10418431.074018465,543448.853387648,543448.853387648,543448.853387648,7685.0,7685.0,7685.0,535763.853387648,535763.853387648,535763.853387648,171000.0,171000.0,171000.0,14000.141871748092,14000.141871748092,14000.141871748092,886302.9736202378,886302.9736202378,886302.9736202378,0.014141237116175459,0.014141237116175459,0.014141237116175459,0.399817547049066,0.399817547049066,0.399817547049066,12266973.734167613,12266973.734167613,12266973.734167613
2039,2039.0,2039.0,2039.0,825472377.8933347,966791280.759423,1179786985.7780268,654238293.284868,791298443.5347145,994948413.4373645,6157403.144652158,7334473.33765818,9078038.13570568,648470729.7111802,783789712.5226473,985194045.6910396,125006553.36217248,174154767.41985434,229691439.60226348,1377007.8904954493,1803345.6902194857,2442155.336676119,4260970.625933822,5319116.912222145,6878212.562483491,104775.26822299471,135935.99836356155,180957.83146162858,143422525.15296006,196244308.34876925,269196651.271224,452392930.34706527,583909743.8447297,734833831.3037664,11203179.138563229,14465107.505084457,19500003.636813495,5424367.668565758,7997540.94820871,11806719.426022237,109974871.34151794,154452792.73091766,209488747.54109645,7167976.148735367,9748167.199706975,13215143.117170252,132415382.15885453,181419346.46354103,235963130.22557294,648470729.7111802,783789712.5226473,985194045.6910396,54794963.05133901,75073350.42345804,97644176.91803621,77620419.10751553,106345996.04008299,138318953.30753678,1133420267.809575,1350542213.2577808,1710696125.617573,1056050527.6364853,1295766274.5512009,1666753248.4428663,1923914.5091739127,2498226.7405726667,3244796.6496784543,1053753691.6482936,1293060259.024541,1663515245.0440311,42185918.509676985,58264891.85805265,80049956.16586164,460353.17352143506,626028.2730843679,875958.8241593133,1321084.773154316,1822562.8170606457,2451854.5131334076,33460.94742456393,45956.07270843676,63007.458516716004,233953773.72573525,321500306.5961101,433227337.4488007,741392135.041545,956244801.0272031,1209158635.6542137,18690631.7896711,23655867.58080817,32083522.10057493,1769228.040453556,2743789.6445782213,4306949.585248926,37315581.230809666,52208720.71317093,72572327.24909402,2296754.4438156947,3341168.2344912374,4674770.780638163,10541870.164381746,10541870.164381746,10541870.164381746,119258.38253390961,119258.38253390961,119258.38253390961,10422611.781847827,10422611.781847827,10422611.781847827,621678.1303594472,621678.1303594472,621678.1303594472,9275.0,9275.0,9275.0,612403.1303594472,612403.1303594472,612403.1303594472,171000.0,171000.0,171000.0,14999.150719363906,14999.150719363906,14999.150719363906,886325.3629429732,886325.3629429732,886325.3629429732,0.014919005157565111,0.014919005157565111,0.014919005157565111,0.4138111611957834,0.4138111611957834,0.4138111611957834,13137812.159707136,13137812.159707136,13137812.159707136
2040,2040.0,2040.0,2040.0,798001532.8062313,931759384.857898,1140236327.7701967,629465361.8776115,752780717.967293,937853373.9118174,6164066.848208871,7382522.669107707,9077151.816698391,623110473.4085505,745501775.8464519,929016215.2649956,126578176.56321803,176346747.72027546,232183170.9676887,1607241.9327750844,2104862.893390634,2850480.7347502154,4018832.6745272186,5016847.738015993,6487344.742582968,122293.56546763412,158664.33173810737,211213.76049960777,158550947.51359868,216944451.36609015,297591916.47909343,404123257.63752323,521607416.95895237,656428122.1214422,12384907.22213534,15990908.669131558,21556893.171683155,5785623.0321714785,8530166.083473682,12593030.564914146,110576621.11465429,155297912.45556343,210635007.63460454,7645353.418888813,10397381.61535713,14095253.320532864,134119784.7378005,183676463.25229985,238481103.22316995,623110473.4085505,745501775.8464519,929016215.2649956,57442773.09683644,78667628.51176572,102140157.22671252,76677011.64096405,105008834.74053411,136340945.99645743,1085939227.0368543,1289754495.2296495,1629677925.6702077,1019238931.9547144,1228598797.5453143,1579634914.457157,1909827.2472875002,2438513.981459567,3189529.9193561585,1016810109.4626952,1225817377.1942194,1576433213.9287455,41789403.26464667,57656398.4664689,79194939.0938947,525629.0717630637,714304.4241462207,999426.1503523268,1218697.3670562815,1681275.9642058671,2261663.721424503,38209.279119379804,52450.811007021795,71888.63135052449,258631567.5242581,355412639.5582689,478924804.65006846,662286664.3162862,854214860.9475181,1080143154.461419,20662147.572145022,26151123.857241254,35467739.97455764,1844776.9072906899,2860970.5578392576,4487742.411194534,36704811.078663945,51325149.87484554,71305233.45878585,2395386.8612174117,3484284.206289403,4874493.007185548,10552412.034546128,10552412.034546128,10552412.034546128,125958.55733028296,125958.55733028296,125958.55733028296,10426453.477215836,10426453.477215836,10426453.477215836,705122.5857789776,705122.5857789776,705122.5857789776,11098.0,11098.0,11098.0,694024.5857789776,694024.5857789776,694024.5857789776,171000.0,171000.0,171000.0,15998.073354771015,15998.073354771015,15998.073354771015,886348.4045189321,886348.4045189321,886348.4045189321,0.01573955044123119,0.01573955044123119,0.01573955044123119,0.4282945518376357,0.4282945518376357,0.4282945518376357,14003522.263898537,14003522.263898537,14003522.263898537
2041,2041.0,2041.0,2041.0,767642049.5437746,889925940.8458443,1076111019.7858243,596159389.2284501,709259827.6515443,889070622.266731,6203139.670446695,7387876.303283155,9017535.749783387,590172058.581081,701892349.1782532,879469811.251131,128017102.29586492,178308899.16787195,234423341.05323476,1858936.430521099,2434484.9608422015,3296866.746860344,3730593.0420982502,4657028.241891302,6022057.925370037,141444.76909806652,183511.20666880166,244289.88941456613,173661304.20815852,237619875.2248221,325953273.36742795,355257069.5197475,458535159.47555476,577053477.1457841,13565224.140389297,17514887.7916151,23611326.46368677,6146846.6352633815,9062744.391896283,13379272.573633036,111046371.38520235,155957647.17757043,211529824.73812822,8122688.71943042,11046538.953976752,14975286.147183346,135470255.51288307,185970356.47566283,240724757.68117395,590172058.581081,701892349.1782532,879469811.251131,60051913.40524795,82437843.6486934,106709640.78453669,75418342.10763511,103532512.82696946,134015116.89663725,1032744546.0829849,1218509810.7407618,1527840890.1939201,965725084.0021765,1157363223.0025773,1454682854.0929234,1873534.4081234578,2379425.509997567,3075646.7890225328,963354009.3997394,1154787100.0074875,1452234103.3714373,41241096.11839278,56909527.40409392,78156773.72232158,593943.3421881016,806538.5158304584,1128413.3415621289,1105047.089236591,1524454.6340504717,2050588.116465534,43179.77456539057,59241.21867236293,81166.918825197,283279892.2366001,389284475.97236454,524567702.0380784,582203610.1620455,750924037.4198565,949533303.1784161,22631309.061160833,28643400.41341029,38847916.571228564,1913463.8652495283,2967512.455716064,4651325.094076689,36002160.991351485,50327882.87750874,69878399.71714684,2485201.6889372617,3614513.2853653086,5056100.782148627,10562964.44658067,10562964.44658067,10562964.44658067,133027.52244197277,133027.52244197277,133027.52244197277,10429936.92413869,10429936.92413869,10429936.92413869,793782.5829972121,793782.5829972121,793782.5829972121,13181.0,13181.0,13181.0,780601.5829972121,780601.5829972121,780601.5829972121,171000.0,171000.0,171000.0,16996.90816782485,16996.90816782485,16996.90816782485,886372.3689420447,886372.3689420447,886372.3689420447,0.016605225715498904,0.016605225715498904,0.016605225715498904,0.4432848611519529,0.4432848611519529,0.4432848611519529,14864104.79556409,14864104.79556409,14864104.79556409
2042,2042.0,2042.0,2042.0,738467528.894658,857758195.3064821,1037090206.1134758,566784410.0491036,670991706.0114961,832016671.1143895,6211015.632869309,7357624.69608896,8916372.76932828,560506417.4165648,663552404.9166534,822535135.2504181,129352418.14517249,180214103.4864382,236467102.8745549,2133499.982979896,2794056.610674779,3783811.5563434265,3419614.2239327463,4268822.634234838,5520064.693885725,162336.0581398296,210615.6778017186,280371.3275779078,188751426.706384,258267612.73609644,354276651.7172549,308390540.10303557,398043888.83255595,500926930.8163088,14743960.502687918,19036826.161957756,25663008.675260805,6508037.88114878,9595274.99372895,14165444.153413108,111413076.88354023,156472661.99538445,212228354.08966234,8599981.261866633,11695638.143245442,15855240.143426124,136698029.95566845,187733257.33248022,242776015.94664353,560506417.4165648,663552404.9166534,822535135.2504181,62717033.08164653,86131986.79209048,111385595.15812981,73980996.87402193,101601270.54038976,131390420.78851373,983173371.0766234,1156189278.9527345,1449918193.2280343,915793951.2267547,1095754798.4879375,1382901972.4672966,1829569.9514563405,2324102.210325666,3000019.1721781916,913473302.3715184,1093407176.948883,1379937509.96843,40607820.1778033,56030186.160037525,76815838.11632428,665038.9178797631,902096.6848415316,1262385.2191016942,988034.4206252117,1362999.1048685736,1833294.5099302277,48353.98081652496,66300.2877421423,90803.83843681347,307895210.5115944,423110954.7948384,570149479.2708406,505397643.54451525,651859989.1321491,824268152.0986146,24597833.65675391,31132339.5756199,42223566.791832745,1974954.0270689751,3062896.1139019933,4796857.690481509,35241555.67454925,49252872.992381625,68312952.18464637,2565768.5991489645,3730794.636666321,5218710.052119604,10573527.41102725,10573527.41102725,10573527.41102725,140485.58774543737,140485.58774543737,140485.58774543737,10433041.823281806,10433041.823281806,10433041.823281806,887658.5425874324,887658.5425874324,887658.5425874324,15550.0,15550.0,15550.0,872108.5425874324,872108.5425874324,872108.5425874324,171000.0,171000.0,171000.0,17995.653508584975,17995.653508584975,17995.653508584975,886397.6427661311,886397.6427661311,886397.6427661311,0.017518513129851344,0.017518513129851344,0.017518513129851344,0.45879983129227125,0.45879983129227125,0.45879983129227125,15719560.860326432,15719560.860326432,15719560.860326432
2043,2043.0,2043.0,2043.0,706856064.2967966,819906063.1595645,987829546.625894,532061857.9985312,643727552.1414063,787098032.9708027,6234931.592235649,7336253.98557341,8928761.439353125,525842044.1534106,636174451.5290629,778510640.3036653,130606830.92560163,181999090.15174788,238357511.05508938,2432949.041556709,3186218.6113082543,4314891.386396453,3103276.277320577,3873927.0413008537,5009420.563852274,185120.86253206883,240176.80596781912,319723.06451950915,203818197.27690592,278883397.9240107,382556199.7082742,265006617.1676053,342047666.0163145,430457274.530628,15920872.773345325,20556409.336390123,27711515.91362432,6869196.158301818,10127756.98735451,14951543.9732026,111699341.10129419,156874702.09192365,212773652.59023416,9077230.238102753,12344678.084186021,16735113.819428246,137867153.90589848,189507893.68751296,244699048.53228146,525842044.1534106,636174451.5290629,778510640.3036653,65467296.896118835,89989306.29021809,116197258.06042968,72399857.00977966,99518587.39729491,128501790.4718518,942284750.5432378,1107969697.4380374,1374154626.984932,871448005.6828963,1046229601.0585659,1311040900.4158778,1792415.0584496432,2267938.6649115365,2909816.5101851407,869187073.1256443,1044033722.5230643,1308282170.6240368,39897248.881780714,55031379.018377036,75216422.77254012,738753.7967921301,1000719.5286420819,1400980.654912437,873249.810265335,1204622.1844634616,1619069.6631869995,53720.38922839776,73610.30048651529,100773.42898425918,332472436.6416886,456885087.2239666,615660718.8146832,434299054.0353895,560157294.4783151,708311333.2648456,26561315.060339183,33617427.11055602,45593993.20196666,2028897.484738681,3146579.019245139,4923462.582598199,34419489.693567984,48112633.59374105,66624626.15526014,2636637.9625180946,3830518.604721776,5361397.111118118,10584100.938438278,10584100.938438278,10584100.938438278,148354.1870541448,148354.1870541448,148354.1870541448,10435746.751384126,10435746.751384126,10435746.751384126,986750.9699580487,986750.9699580487,986750.9699580487,18237.0,18237.0,18237.0,968513.9699580487,968513.9699580487,968513.9699580487,171000.0,171000.0,171000.0,18994.30768609513,18994.30768609513,18994.30768609513,886424.7782019507,886424.7782019507,886424.7782019507,0.018482031351993167,0.018482031351993167,0.018482031351993167,0.4748578253875007,0.4748578253875007,0.4748578253875007,16569892.070344845,16569892.070344845,16569892.070344845
