run_id,scenario_id,F27,F29,F30,F31
25,oh-stalled,2.1245938553582713,1.2364798021327421,1.7687661637100134,0.002784534195506852
26,oh-stalled,2.6958093247475894,1.138558728190286,4.247128338560296,0.0047640020127804085
27,oh-stalled,4.274186952312012,1.219751829477815,4.446168220792343,0.004232133223088398
28,oh-stalled,2.3236916293934904,1.032738449469432,1.5559286489598492,0.004526645514700366
29,oh-stalled,2.904271898468095,1.1948808727314393,2.713613150057681,0.0033360781870538495
30,oh-stalled,3.348626092392626,0.8783290776533076,1.9790292035472556,0.0025220508124941827
31,oh-stalled,3.804584555632248,1.2106336095211596,2.2613791440882824,0.004759258980935251
32,oh-stalled,2.975514313568766,0.9908275143343043,3.097820298212824,0.001406246226293323
33,oh-stalled,2.5952860431838447,0.8760518232218859,3.468276170357586,0.0006185370767287533
34,oh-stalled,4.565135424926332,1.053863486924428,2.685127058972996,0.0030070437685651417
35,oh-stalled,3.3459390628460115,1.1998048971300936,1.2473116874350725,0.002336605654725359
36,oh-stalled,1.7315039327785782,1.268473647552196,3.5372158397239084,-0.00044352253295071
37,oh-stalled,1.8072659661221029,0.946115360708332,3.6969785883553,0.000684630401427762
38,oh-stalled,2.930787742149369,0.8128222981730988,2.1996277980584056,0.0024067216577247246
39,oh-stalled,1.9163211750649665,0.9790263218249651,1.656738919754226,0.00466581388931903
40,oh-stalled,4.158107929667217,1.222894537985082,3.0366882794584384,0.002226421613784943
41,oh-stalled,4.471304404167583,0.9843479043907792,3.6996607834543873,0.0024648343307943116
42,oh-stalled,2.810558955201016,0.9219316388732968,2.8210291982872318,0.0005760020785219411
43,oh-stalled,3.1289810681144523,1.2963901343665305,3.149403767064972,0.0006915479785554544
44,oh-stalled,3.795064674111729,0.8394172679053272,1.4472144626894052,0.0025536970735094296
45,oh-stalled,3.4889992558360765,0.8450207255816218,2.6151462507026513,0.004884778113147765
46,oh-stalled,2.8326849335916373,1.0458148104854172,2.5217138500288496,0.0033198072244321046
47,oh-stalled,2.0926511089280098,0.8503011412886357,1.9101408406250133,0.0017831984283236274
48,oh-stalled,2.772133032842504,1.085961409723704,2.7907224880949704,0.0019036295230364692
49,oh-stalled,3.403287190526873,1.2798483195521235,2.988214186262407,0.004527989702756974
50,oh-stalled,3.335706951147132,1.0561940331077713,4.019943980411589,0.002400890572228621
51,oh-stalled,2.0866374768744915,0.9224987735839608,2.513894929261551,0.0021834161294405955
52,oh-stalled,3.3483910373740597,1.109809275378145,3.1823655000792472,0.0007326436369173777
53,oh-stalled,3.6455292648418243,0.9974921979439808,3.039719831330652,0.0056320436746363275
54,oh-stalled,2.176821674885599,0.933656974427203,4.100902132405613,0.005255675221078409
55,oh-stalled,4.046682988143741,1.221391742102409,1.7024342370938306,0.0019432433216150392
56,oh-stalled,3.0123649705268996,1.0881343890271167,2.951413173668095,0.0006202551154249754
57,oh-stalled,2.807524506045553,0.9854675868423679,2.0917710302916452,0.0016236264538642665
58,oh-stalled,2.7904965060446463,1.3342103694326617,1.9612636180625522,-0.0006992622393488799
59,oh-stalled,1.9041778706376897,1.1087164182208151,3.0487739762968102,-0.0001268102979884036
60,oh-stalled,3.9415086317884658,1.1328325662003496,3.023193819177072,0.002487514015033899
61,oh-stalled,4.637987326574924,0.9423889926091764,1.799739630993557,0.0029845398994427542
62,oh-stalled,2.0127245099524163,0.9918861691832639,4.518928564672462,0.0011092126128973774
63,oh-stalled,2.007396291975813,1.167898846090709,3.625803594982623,0.0037780741616706974
64,oh-stalled,4.067719031642129,1.1890032692792434,3.482246092990942,0.0030658535227919836
65,oh-stalled,3.557985504460208,0.8487536732951149,2.688466388535649,-0.00027504697034005465
66,oh-stalled,1.5367510287613135,0.9791982608952949,3.0023900168957853,0.0031321575481050115
67,oh-stalled,3.848664312512615,1.1185766499433158,2.2500454976423034,0.0025148059370444626
68,oh-stalled,2.1104343930370857,1.2749095380470186,2.618662800550488,0.0017262420620750946
69,oh-stalled,4.095170532016939,0.9204534146987965,4.234866018287733,0.001751026129879216
70,oh-stalled,3.185398564145864,0.9254399477460791,1.5565993364876767,0.0027289811130090215
71,oh-stalled,4.042178940782181,0.9449464232547657,1.790428803093505,0.00196525290331071
72,oh-stalled,4.292559852867635,1.1013843506031862,3.081249017065724,-0.0015515344400746402
73,oh-stalled,2.2030596672466505,1.2099589330631328,2.0587862093019833,0.003055016946768222
74,oh-stalled,3.9971431523208114,0.9991418434272316,2.1637171429807394,0.002414639028986365
75,oh-stalled,3.5007612296742243,0.9774200498781693,2.2209938572002073,0.0005240838326195628
76,oh-stalled,2.000608485667729,1.3140962281542374,1.7958848209273945,0.002637897409633811
77,oh-stalled,3.3710931024201396,1.312041636896715,1.9159132593228048,0.003414548862417169
78,oh-stalled,2.969223783303791,1.1453514068690485,3.0682325356636984,0.0016220301516123642
79,oh-stalled,2.8050844813838696,1.0430611240719103,1.3791569093257274,-4.179167148259255e-05
