run_id,scenario_id,F27,F29,F30,F31
0,oh-stalled,2.184806906330531,1.0389217418814523,3.180616689528296,0.006426025250982676
1,oh-stalled,2.753855849277014,0.9519737905230868,3.642591016014981,-0.001975982812294565
2,oh-stalled,2.7962748768668004,0.9451934022488673,3.211215672932311,0.004386590622440867
3,oh-stalled,2.281997119354885,1.185090012660521,2.918642906953333,0.002108077481616824
4,oh-stalled,2.4991164844882023,0.9458752569898731,4.238583131569698,0.0037438708659054756
5,oh-stalled,2.951902291755224,1.1065484301763329,2.5226373718702257,0.000502139196042077
6,oh-stalled,3.6166919054994935,1.2449209870267408,1.6513443028026895,0.0018173634814426882
7,oh-stalled,4.072408895705459,0.9260297492477582,1.64760712314055,0.0020528693432667884
8,oh-stalled,3.4824856050842987,1.095874572204675,3.2763194031879204,0.006059368675705069
9,oh-stalled,3.2628162177350415,0.8546492494764676,2.158189978331414,0.0016170832563902355
10,oh-stalled,3.440209509072556,0.995745679240714,2.8824924711177173,4.6606225642509046e-05
11,oh-stalled,3.663345812102907,1.0201254255254046,4.255380220200651,0.004226361634984924
12,oh-stalled,2.7998097168639564,1.0469075855175516,3.712691056024183,-0.00044159060016096287
13,oh-stalled,3.1272320674450853,0.9623328716298455,2.867728486873745,0.0010642976763218352
14,oh-stalled,4.0699713129035935,1.198583307304702,4.243734061984362,0.0018398264264095638
15,oh-stalled,3.4896067799523975,0.934077202453282,2.9975171143953045,0.003418792987193958
16,oh-stalled,3.1324007836940932,1.2444928385318064,2.2036682131986423,0.0013828049717470338
17,oh-stalled,3.0567142247103507,0.7944222310237263,2.723632279632785,0.0013158996972382824
18,oh-stalled,3.18760203815778,1.0666534192952597,2.3134370111575935,0.0028686707654284388
19,oh-stalled,2.047255757362471,1.0951597383765899,2.5235614972982217,0.003928059750509302
20,oh-stalled,1.9285920315651899,0.998123318703622,3.344077889683337,0.0015737988861858551
21,oh-stalled,3.486942672578248,1.0878147664919935,2.4419104333736117,0.003207811120475001
22,oh-stalled,3.105924147179852,1.1974657513247324,2.985346802899198,0.0019830279350210017
23,oh-stalled,2.1594568170905184,0.9731136648524852,4.014747444754071,0.003545415920748696
24,oh-stalled,1.6893666370844573,1.0548931609898267,2.4721217822068944,0.0016101807089740788
