peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule
16617238851.923424,2037,324707286777.981,2048.0,50_percent_of_peak
5038234533.408297,2034,110793071359.53215,2040.0,50_percent_of_peak
7894114173.794173,2039,201841738504.4838,2060.0,50_percent_of_peak
9654995570.176327,2039,187637634671.91827,2049.0,50_percent_of_peak
5369214883.67515,2036,103971288761.60873,2045.0,50_percent_of_peak
15639527110.231598,2039,301649291823.6585,2050.0,50_percent_of_peak
4922482155.297955,2037,159573949907.4684,2045.0,50_percent_of_peak
10693571879.767973,2038,211604326488.88516,2050.0,50_percent_of_peak
4536818022.286142,2041,223527722703.81094,,50_percent_of_peak
5149698378.569953,2035,126242094227.80325,2045.0,50_percent_of_peak
6990318444.880039,2038,277178767118.4857,2081.0,50_percent_of_peak
4509856386.455903,2037,151665089725.92557,2069.0,50_percent_of_peak
14108042767.291956,2035,381911568661.4712,2051.0,50_percent_of_peak
16453110479.773972,2039,578498728412.0072,2074.0,50_percent_of_peak
5880243813.188506,2036,154017428890.98816,2062.0,50_percent_of_peak
14500716086.437546,2037,265063320425.35385,2047.0,50_percent_of_peak
12463056865.952196,2037,235731734058.10123,2046.0,50_percent_of_peak
15875717191.471703,2037,441492134837.676,2049.0,50_percent_of_peak
2515225750.0962167,2039,102370784134.65512,2078.0,50_percent_of_peak
14590682518.535313,2037,294348432182.452,2046.0,50_percent_of_peak
5570672700.349524,2041,172669098477.19772,2069.0,50_percent_of_peak
4947811224.488076,2037,104647865819.45647,2047.0,50_percent_of_peak
8372577626.331722,2040,212313744013.18286,2050.0,50_percent_of_peak
8960855480.751877,2038,243007606001.73547,2058.0,50_percent_of_peak
15253250991.383917,2036,376700536158.80945,2058.0,50_percent_of_peak
9345108810.42956,2037,211052624983.61224,2048.0,50_percent_of_peak
26728885352.802475,2036,630698326923.5519,2047.0,50_percent_of_peak
15583790341.361015,2038,442587822378.1929,2052.0,50_percent_of_peak
7864555683.725647,2035,145944071284.08527,2045.0,50_percent_of_peak
6943513535.733427,2036,172592836178.10522,2048.0,50_percent_of_peak
16968081202.896667,2037,413117543955.8632,2048.0,50_percent_of_peak
14014895934.269033,2039,359296441548.92163,2051.0,50_percent_of_peak
5209866849.063117,2036,183549309491.2537,2046.0,50_percent_of_peak
3139783325.0693974,2036,68385607806.93015,2053.0,50_percent_of_peak
10237356648.490168,2036,207283013446.53644,2045.0,50_percent_of_peak
15898390609.319304,2040,346937257733.4405,2050.0,50_percent_of_peak
4245676642.2244635,2039,100418054983.9794,2056.0,50_percent_of_peak
7284259876.716767,2033,130087837414.16678,2041.0,50_percent_of_peak
3704931032.048946,2036,107904081704.45236,2061.0,50_percent_of_peak
6433930432.968912,2039,181911996072.20462,2049.0,50_percent_of_peak
6738398752.627045,2035,228789966367.5071,2043.0,50_percent_of_peak
4348424967.987704,2035,135314379695.5348,2070.0,50_percent_of_peak
10447833496.957197,2037,230427029990.44473,2047.0,50_percent_of_peak
6300705447.220396,2035,199478384740.83612,2067.0,50_percent_of_peak
17879436549.918385,2036,398214558726.3779,2047.0,50_percent_of_peak
8763088339.115364,2037,176970660754.28787,2048.0,50_percent_of_peak
9903387823.163382,2035,301152582657.9347,2045.0,50_percent_of_peak
3687921913.115073,2039,92713977471.88716,2058.0,50_percent_of_peak
8612469132.378326,2041,218526494972.251,2053.0,50_percent_of_peak
4818346063.855539,2038,167245084926.87115,2069.0,50_percent_of_peak
5327494117.425708,2034,115170210685.77692,2043.0,50_percent_of_peak
9297334856.193287,2038,212174414621.79092,2050.0,50_percent_of_peak
4717450048.440696,2033,140750618172.26828,2039.0,50_percent_of_peak
5214197248.391977,2038,132618192317.55254,2059.0,50_percent_of_peak
8579660531.816158,2038,287908572134.1063,2065.0,50_percent_of_peak
9661819725.62026,2039,257012943904.90787,2053.0,50_percent_of_peak
9315370392.11457,2035,200689759915.83823,2044.0,50_percent_of_peak
7925024441.461931,2038,259401259623.16266,2046.0,50_percent_of_peak
8163731494.993422,2037,178713826648.33044,2047.0,50_percent_of_peak
