Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95
2034,1933608590.6382904,3702877492.7465253,6313799353.692405,1871194952.3119023,3631190898.2173066,6234425275.719373,39181964.450799055,127464841.41627254,390101516.9739179,1798871826.1394246,3500767699.4543853,6032820012.953448,32396776.523993175,69152668.62326133,130581078.07991992,16522386.690301921,50799695.377657995,154105632.41153967,15938354.365758697,58448755.539967634,207915737.24412137,6085053.611609448,18709093.039682932,56755785.50801135,781168822.0964928,1363129603.7085621,2296486699.8791347,626563086.6960434,1597960303.807045,2990287435.586237,287697791.5645249,502028966.7356145,845776397.142127,9084504.339238875,19426182.256648213,35350805.600554846,17106571.294652987,38237940.85964045,77304400.28957865,4702218.23295063,10055160.41302111,18297883.564922065,98443803.23535043,212617429.4368751,468221902.0619779,1798871826.1394246,3500767699.4543853,6032820012.953448,69840146.63716036,148022288.04439,375623537.6078394,6347790.841255335,53480006.88957372,126756535.77323475,2880258970.078516,5734279426.266846,10136287986.431864,2875603437.585523,5722190443.648958,10124077344.266218,4604787.920058154,19211875.940552525,62453451.902704485,2870866015.93808,5696169875.632416,10087959091.221994,3442432.143414856,10323395.489178995,24728268.455890138,1883830.6393319974,7726060.116238285,24492963.711142756,1848972.7978924292,8963322.747237816,28511144.03477953,693798.7017490773,2845441.817520396,9020548.912403218,1288797579.1686442,2236121213.274305,3943898076.752337,1012830154.1330537,2617679379.891014,5217005221.780074,474653118.26631534,823544305.0620593,1452503907.9159105,995672.8470163292,3026987.2523723003,6371184.767815995,1591157.7568743927,5985134.123640173,14926093.679297158,515368.90076341847,1566794.8539068769,3297780.4910412664,24322570.056202777,24883688.87516881,25542373.31350846,363791.49508126144,1065499.1559884818,2296366.660235441,22489923.36824243,23782882.13385451,24818166.581026103,341151.66146425356,542210.9914056011,901349.0522672846,10296.150000000001,31647.5,95988.84999999999,318552.7939703156,517861.94019368076,824008.7545601497,275700.0,275700.0,275700.0,955.0085158455936,2042.177403706537,3716.253427796867,1532023.9529957972,1967080.3327796664,2523146.805389656,0.020451293724110566,0.0605326825329308,0.13384648343430453,0.5449305323542211,0.7278006965251149,0.9562055003843573,15316081.114906967,19640825.8217676,25197568.71518179
2035,2213659046.3646226,4221382408.4017525,7247994275.711661,2147526411.8592343,4164702459.5578637,7170505434.210682,47124891.405236684,158153854.04371998,481412406.1298154,2058335996.1484537,3986096358.9089594,6908581833.51447,34330946.28743859,73522970.43734424,138887845.473688,21194993.46992953,64834694.96793279,200030293.63523355,18046609.127034955,68094070.7204507,237021784.62456715,7805934.698159312,23878063.270592,73669445.19164586,930382628.7392797,1627049292.9789567,2734864986.791323,664601457.036197,1708009443.359542,3319019112.2249713,342651959.5084718,599228329.5439129,1007227368.3624014,9992922.123154053,21368644.96697931,38885338.96973196,17605679.77821171,39736299.69865246,80629936.89206147,5172423.156318023,11060595.95823775,20127388.690670013,110987964.37306364,242323523.74853557,562922313.1849242,2058335996.1484537,3986096358.9089594,6908581833.51447,85246089.31705035,179760541.76162493,470497147.431691,0.0,53845369.82020676,138761154.83543497,3293592996.042771,6563225508.054913,11614338599.729162,3289585670.9390087,6551903545.1542015,11601846777.061602,4509443.332154736,21621462.979489625,72066281.1474296,3284229745.728783,6524256569.761126,11557813611.519648,2683640.308162142,10095750.249039842,24529672.241547734,1937245.0368217528,8826981.305218218,28692440.458174273,1794868.1390968754,9523270.844418377,30533757.918519713,713470.767198784,3250901.669215544,10567180.257219367,1529059855.7445824,2667492995.2269945,4678985334.678153,1074194784.4335172,2823416107.146693,5654574788.385013,563139658.4506142,982414840.4707453,1723230253.7842767,894216.263514041,2944424.1935542794,6600529.399718615,1319062.5879566113,5588228.535688688,14820785.536334107,462854.09324258147,1524059.4986200298,3416491.261545692,24364537.75440034,24983541.63757889,25711957.407425433,388469.7500469091,1126629.4254320515,2476470.978057419,22449921.28732141,23804460.4013934,24931972.16788447,409135.36056555324,650445.7576018944,1081810.2884124408,13201.050000000001,40397.0,124602.79999999999,380193.4286383899,619680.2590982052,976498.8218897782,275700.0,275700.0,275700.0,1050.5059350979975,2246.378795527781,4087.8212471356337,1532124.4190344256,1967780.182964243,2649680.0860800934,0.02203276448803257,0.06424969895261134,0.14484092006508095,0.5647193164457885,0.7655425479499951,1.0,16848155.60576812,21608457.269652374,27832108.344266467
2036,2508072295.373855,4744916984.110558,8101263197.069129,2438360466.2886295,4687396157.185761,8012177660.616425,56708596.2757002,191812172.68568316,589996886.4010034,2329525536.8029275,4440416227.092998,7792721636.724525,36194100.68270277,77692917.16615778,146760324.69114047,26514701.952985376,81584182.74800904,250494801.2461263,20114778.04121776,76943068.87042183,262312573.00647193,9765137.803878227,30046756.26992639,92255091.44552517,1090821397.3130298,1911551186.901279,3194666186.2043476,678964320.2608749,1780297720.9697123,3629847204.287947,401740184.8630394,704007942.1732382,1176568214.9092784,10901339.687024647,23311105.50295815,42419859.02109844,18016346.192544404,41127875.13131566,83523863.50546667,5642627.96578843,12066030.377990805,21956886.92300368,125198318.24570684,276573959.15094745,669384429.6300256,2329525536.8029275,4440416227.092998,7792721636.724525,100965713.90032288,217811432.847875,576557717.7339957,0.0,50829393.800350055,145983610.9641042,3726078073.9996133,7389751378.088839,13120275332.676525,3722581033.801414,7378401424.111057,13107199032.848043,3902411.833785961,22726398.174054068,78172087.00656137,3717333530.640187,7321452669.018053,13053836351.479836,2408986.2733970135,9440287.662562238,25102423.600436967,1761836.4640769612,9873593.526294071,34896660.99024913,1463853.6723448813,9634324.264758524,32711621.591362994,648869.2910867122,3636359.9928335478,12852141.580517968,1786054119.6002522,3127550271.14542,5472615916.700046,1125765698.9991124,2936803897.4379625,6008779427.889056,657788446.3497475,1151849997.8029373,2015517604.8756692,729249.2642661532,2872284.980040593,6690792.460856386,1172315.5739268227,5043932.5683063315,14577524.949291509,377465.7437265791,1486719.6160653369,3463212.2048128666,24406577.894259308,25083795.089524668,25882667.45589296,421698.8198605257,1195579.288254755,2650743.74952115,22380328.881629746,23828180.499496303,25039422.347066585,483298.3970060892,768997.6450431969,1287950.3801179284,16515.550000000003,50904.0,159307.19999999998,446794.8937961848,730737.0108664278,1151658.0685402066,275700.0,275700.0,275700.0,1146.0033312182147,2450.579958770245,4459.387666439563,1532231.5286173082,1968502.5086655654,2651053.1232446553,0.02369755244266948,0.06747935444147679,0.15485783554451427,0.5851475321247621,0.8028808489073367,1.0,18380315.808423612,23576747.29963299,30452977.98718733
2037,2817388741.615848,5288179440.542465,8839563290.800016,2744206913.5846386,5227540360.770641,8742244133.980927,66035412.51523309,230237094.22683668,706360636.6653651,2613460729.9159155,4937360153.941263,8439173060.44082,37990032.77111345,81734547.16250652,154260169.03233287,32770502.851342693,100581606.38019066,309917066.7886232,21703838.431111366,86659692.22708759,285021503.2687553,12069095.734629408,37043344.80468904,114139803.28086956,1261846285.6102426,2198577201.433627,3665163760.3666077,698938019.8613347,1798022776.4573212,3718646050.6761146,464727187.51072055,809717166.8206136,1349848444.7316458,11809757.030621432,25253563.8597283,45954365.70029996,18354297.990920145,42138209.19681,86042219.83714595,6112832.661243203,13071463.669766542,23786378.2337888,141234971.5765834,318210713.11675435,778417539.9414744,2613460729.9159155,4937360153.941263,8439173060.44082,119327793.94347559,261069798.12346745,718298938.7457225,0.0,45988119.817261085,160927910.1811246,4185798020.86124,8135678454.916915,14641483288.719074,4178050116.739088,8126608003.386967,14628273916.65507,3886710.6944059907,23587271.55478331,81682857.5010601,4170826890.2205486,8102013233.879297,14563828667.12366,1956114.4458770838,8578666.176023303,25012678.799216058,2063282.329827587,10627735.777907187,41369043.049495555,1126566.9055675273,9385278.867343737,32077969.56971602,759889.223525847,3914104.1297952654,15235864.499220215,2059797855.659654,3602119141.7073226,6275278950.288462,1141591848.382474,3062263230.281938,6157399022.132286,758605921.5115814,1326629651.245206,2311131530.5750046,612314.3570252776,2683747.3522837968,6823904.019017056,1010881.447316033,4443675.720684107,14210279.127346879,316939.22160016623,1389130.9048127057,3532111.9017502116,24448690.600867614,25184450.838904217,26054510.93490149,457644.320779448,1281753.0947722113,2879147.1665238673,22250380.752519432,23843101.369109996,25137576.834399723,563641.9128385392,897767.3576582053,1511361.2436655627,20424.100000000002,63470.0,200966.2,518193.4997145925,846343.0289161361,1351195.3028160231,275700.0,275700.0,275700.0,1241.5007041821477,2654.780892923395,4830.952679994654,1532348.0336668752,1969255.5226426776,2652435.67750386,0.02527291092026287,0.07237449554863565,0.16548219654459492,0.6063147224379132,0.8445048492613108,1.0,19912561.947859317,25545699.281297162,33060179.03559804
2038,3142083984.637964,5816156937.654452,9696478212.654366,3065517448.4963593,5743709123.80265,9541387811.522797,77211046.76337227,273128603.39326596,824571630.3115882,2899385518.9296517,5429524819.090249,8992906427.287228,39730554.20380967,85680444.25407735,161440277.85791886,39593618.83819011,124491787.57025726,383305191.69529516,23335138.07085427,93080391.04107153,313376819.8209579,14581990.957119642,45849259.90230939,141168021.5935853,1442740118.9231172,2468434139.299113,4098299439.4306383,685967686.0100309,1816805732.835113,3704342119.3421335,531348838.1445533,909103167.472692,1509368608.3501701,12718174.153714877,27196020.032418855,49488858.95268681,18632452.73473428,42741206.16486547,88060155.96316206,6583037.242563535,14076895.831043739,25615862.59473819,159203148.56802773,360773732.95419896,917154417.3168229,2899385518.9296517,5429524819.090249,8992906427.287228,133111869.62664698,307166778.32641894,900860147.0078624,0.0,36076805.631118864,164294663.24051425,4679073740.677142,8803224822.273682,15705452789.636255,4671659816.594965,8797528756.494972,15693365808.23564,4346368.659163357,24442544.945299584,84530672.33921166,4659823677.881258,8771123803.711529,15612861900.83979,2012898.6255081124,7470152.098653085,24475095.245686274,1921186.0070657013,10965552.399826713,43696656.23183482,1170900.8633501043,8656070.219930299,31735774.986473773,707556.3639804301,4038519.1004532087,16093104.513457203,2347549158.741988,4109817521.254267,7039631974.288415,1097432740.1347897,3109323551.4598627,6133691044.42719,864582263.7245526,1513610619.3086004,2592636207.6181555,618100.0652063326,2465721.7095531817,7065113.684060506,975010.4976233662,3804359.924162812,13738576.022062795,319933.95433225145,1276278.941269632,3656964.1163099185,24490875.99952927,25285510.50006784,26227495.370081183,496700.5403275734,1380291.2207294018,3087048.923561356,22100092.075504865,23844715.101798523,25232736.311600786,650167.3120755303,1041349.3963517095,1752059.0673374645,24980.45,78801.0,251063.85,594393.9891967213,976897.0479639401,1565793.3386686004,275700.0,275700.0,275700.0,1336.998053965667,2858.98159747518,5202.516282055858,1532477.8651705761,2067218.0687153246,2653828.769662129,0.026936722700057494,0.07868227118432684,0.1768047604192917,0.6282476192911616,0.886889148837998,1.0,21444894.24984251,27628812.591286696,35653713.77384572
2039,3386382630.719098,6321532865.856453,10298831414.27471,3316918548.119344,6215840172.617386,10148955214.795622,90827218.64307429,318001424.94132304,961605004.4055053,3088357626.289491,5814497535.810104,9482321816.299149,41439495.15759966,89459028.82362708,168318166.79298237,46462360.85095002,151343649.9118047,468059737.07575464,24916489.883933548,100139497.10493158,326991664.8230695,17111689.854464266,55738570.991716385,172382395.28757474,1626907494.1201818,2759891842.567565,4565201739.418132,627683193.6783724,1802198498.9538655,3673229118.602,599176106.2378081,1016444545.1530788,1681324729.464034,13626591.056075105,29138474.016144425,53023338.72331187,18871576.870580148,43398631.61845576,89732617.19150601,7053241.709630441,15082326.859293679,27445339.977410764,177110352.68211833,414290771.26332927,1064493304.9368558,3088357626.289491,5814497535.810104,9482321816.299149,149498266.80612743,359324996.6677867,1064493304.9368558,0.0,24409455.62790571,163120523.0673491,5141404845.740325,9374788691.765656,16390724809.797403,5138722993.188308,9370004017.897377,16379562345.94102,3703709.8677348453,25016445.520025812,88652685.49136314,5119469469.473263,9318149526.228252,16299783748.797255,1895055.6881740203,6713056.562022282,23642060.152713902,1895782.412873592,12310984.033310622,48219308.65299346,858913.0540002263,8170634.425122157,32392918.804580208,698200.4376554949,4534030.0562227145,17758758.693163536,2644522255.638317,4580291072.423815,7844491823.367921,1011379095.6871514,3019543687.9389787,6213723471.349975,973954913.6747295,1686882001.668353,2889059201.6614704,614915.459389956,2178045.4830366382,6697911.246724535,836214.3736453776,3280743.312867825,13151146.442085912,318285.57474264124,1127375.2315020321,3466896.9501171415,24533134.215764705,25386975.693844028,26401628.33703148,525839.2342198298,1487582.691825687,3362286.814706148,21953223.472244825,23839011.95292847,25323015.17358308,742876.3897678929,1196226.9804172274,2010060.2635818508,30448.8,97477.0,309706.89999999997,675120.3824836713,1114484.890414286,1794158.0866724746,275700.0,275700.0,275700.0,1432.4953805446073,3063.1820719120205,5574.078466846858,1532626.6384931656,2067782.087843975,2655233.8418484074,0.029004805218454926,0.08482653033235907,0.18916758199339315,0.6502817794240155,0.9333945887346575,1.0,22977312.94092513,29704474.78854283,38233585.76377095
2040,3664451481.8128104,6775752061.041489,10851144748.600273,3577115077.8566675,6683738222.056959,10695308683.488512,106027709.48648758,362828676.85643584,1102732299.2084074,3359051514.444081,6145053554.745401,10045053806.174698,43118160.77944421,93177039.91889834,174965057.58777317,55780574.24014636,181957758.5777113,565704724.6763856,24859996.434056584,104407060.3459149,339983009.5039169,20543508.09601158,67013485.203294784,208344208.52872956,1807286839.3153162,3049266512.760047,5086432927.6161175,609384321.619609,1723178019.82182,3697888728.1187377,665608275.3011109,1123018759.5791717,1873289715.1334069,14535007.737471947,31080925.806005042,56557804.95692869,19074206.859196033,43913276.005597934,91154863.22254688,7523446.062324781,16087756.75198009,29274810.35321046,195576413.55528593,464564773.7320741,1214206446.1355896,3359051514.444081,6145053554.745401,10045053806.174698,170464133.9947308,412095437.41559756,1214206446.1355896,0.0,11565401.433932886,160067196.40417436,5499530277.729467,10057879336.148886,17091722351.112204,5496086036.121314,10054196531.276134,17082579523.55453,4161248.1418253407,23464692.316354275,97732088.49724361,5479260525.503118,10022179448.852894,17044801728.419231,1656204.3341593656,6121263.495228232,22652438.121879596,2291840.9281142424,12578699.059829399,49499437.74757359,777225.8637875937,7096785.229821224,31910704.964071337,844065.3991618373,4632627.209257295,18230219.282744896,2946019972.6127195,5042672480.816647,8648653109.587708,964586580.1706439,2989563306.064451,6083710085.821805,1084993942.4758143,1857173117.0998394,3185224920.98218,588642.1674198991,2057050.8706544912,6572537.50432171,764298.9557748428,2802618.995641748,12451489.318311838,304686.2909591973,1064747.3707859905,3402002.4137236224,24575465.37531118,25488848.047565375,26576917.46165292,554619.18030338,1587704.8785272283,3620168.1699137515,21813043.176627215,23814347.75481116,25414143.06000194,842050.8109783378,1361489.562217913,2285381.525003477,37474.25,117683.5,379233.1999999999,760132.7301957094,1260751.21617494,2036273.1770293666,275700.0,275700.0,275700.0,1527.9926838947715,3267.38231571881,5945.6392285598695,1532802.375251257,2068349.5846538208,2656652.937998373,0.030858764910941954,0.09029821694239745,0.2031246922571096,0.6700755033065455,0.9754868102449407,1.0,24509818.248447027,31772687.61997638,40799800.39093149
2041,4007046636.5025177,7157846405.009342,11372297581.14385,3906484527.6414347,7053377979.999584,11210688334.12899,123122655.12530328,412151269.7065518,1252551773.3080027,3655906145.436823,6489385690.917789,10596121849.310081,44772874.334041394,96852441.29647931,181420558.59679693,66357662.93450019,212977831.86249703,677796741.971973,24772474.392147817,104599577.92328537,350114918.6770687,24438959.33839594,78437912.70956847,249626739.16199833,2005824903.4716198,3370926031.835368,5559418910.407121,560199267.4320619,1661654853.269043,3615784349.6574693,738728145.146875,1241483207.539751,2047486404.5567584,15443424.197674908,33023375.39708615,60092257.597989336,19242197.49759009,44437091.942327365,92384256.08249411,7993650.300527248,17093185.506559156,31104273.693385202,216388755.1045923,513606526.8052151,1372795620.4479942,3655906145.436823,6489385690.917789,10596121849.310081,193860047.614599,470721907.500986,1372795620.4479942,0.0,0.0,159186273.7534815,5926833623.605419,10775727058.664951,18031017804.987804,5920839601.968053,10766087435.16332,18024034647.332294,4597024.621554198,23907910.443243694,97599643.75383212,5908513756.158917,10708846890.950214,17965593198.329296,1693750.5761719686,5749349.467025398,21772548.625196468,2703591.637488753,12489760.983104391,52267627.454809755,764936.4223375351,6594632.171523202,30977198.694257665,995709.661466434,4599872.076773755,19249719.86043835,3298050363.858355,5508637486.557446,9451659961.69766,871558068.6914383,2833087037.6012707,5927240220.868754,1214643722.7283788,2028784040.7644553,3480965472.1004357,623268.7567817832,1955437.8380005374,6625782.543148292,770811.2075002828,2576012.3705119956,11276282.556213427,322609.31391809095,1012151.5838274187,3429562.5075972173,24617869.604123127,25591129.195094757,26753370.420481127,584896.4708969847,1683918.1728678346,3880726.504940179,21562492.52933412,23797467.768523604,25500327.083273564,949593.581424702,1535790.1409108199,2578039.907169087,45763.05,143181.0,461537.0999999999,848383.6167511175,1424657.6348383818,2291059.3244196363,275700.0,275700.0,275700.0,1623.4899639919288,3471.582328378903,6317.198561355419,1546854.9994907186,2068921.0733012836,2658088.9616857213,0.03234941007775095,0.09705064529484375,0.2199406738945621,0.6886125757488479,1.0,1.0,26072139.25884899,33833453.13777093,43352365.63989161
2042,4244363990.775905,7502094150.061493,11873469249.602352,4198829481.5189805,7397877400.759302,11706247883.788918,138887927.41036567,464503914.2668688,1414521631.7387226,3776151685.407762,6795376625.555196,11050934276.552616,46408635.818300806,100494372.17965478,187713039.20991334,78409284.79772615,247311335.42716643,792704030.9306672,24177609.606568284,107043878.12048429,361691996.5150486,28877468.52712105,91082648.23001398,291946110.2543582,2196131751.0178175,3651475505.250755,6029838413.907239,489176842.84947497,1566783063.2572927,3443370341.0765586,808816528.3617963,1344807177.5230625,2220737881.622424,16351840.436453162,34965822.7844585,63626696.59064243,19381511.94240737,44762156.20664327,93445982.18920816,8463854.424118366,18098613.120479465,32933729.969025828,237770000.43307388,565454221.798399,1544386568.6834037,3776151685.407762,6795376625.555196,11050934276.552616,219182979.19786876,527711811.7416831,1544386568.6834037,0.0,0.0,164599462.95316067,6313824623.896587,11269368459.650654,18811146094.965054,6308544842.5594,11263991349.560675,18803920703.106403,5136494.52409624,24114937.989457756,104348022.53543787,6296829870.775769,11221829397.981411,18737655334.94679,1635822.4933647236,5247077.1208882015,19428882.71660537,3159753.5030054697,13561747.570178121,57046673.55392,692579.0422981633,5744529.404052779,31072952.190997645,1163710.1724864475,4994675.562222907,21009801.63739545,3649649585.983021,6029150628.036247,10244726383.55658,766463304.0861534,2632123695.564211,5667638626.860724,1344134707.0838397,2220484575.9725366,3773045047.8321557,642451.4835091708,1844842.6739385934,6366406.504043594,743587.451511276,2297449.8859435953,10246745.226754177,332538.45963775564,954906.5677529578,3295307.22027234,24660347.02837255,25693820.776851468,26930994.941023074,625417.3825449795,1805650.0770983412,4159195.7107881443,21283216.700019747,23752939.066310175,25582764.169212937,1066171.7147272544,1719826.2056628768,2888052.951054085,54975.350000000006,171286.5,557809.6,943202.2597380165,1594037.4341603373,2553416.7722903425,275700.0,275700.0,275700.0,1718.987220811814,3675.782109374114,6688.756459362128,1591447.6044741357,2069497.2840951495,2659546.0444519697,0.034046653464890546,0.10391127362234426,0.24036295750806239,0.7123858351647692,1.0,1.0,27633891.517651267,35886773.83193906,45891293.19454864
2043,4539359027.009654,7843629322.661591,12363309982.344835,4494078327.607385,7747390653.450195,12190615458.259508,154586954.30793047,523413098.08175844,1590713973.1568732,3994153833.947408,7087996031.869068,11427988896.038607,47982224.466370836,104008538.76536319,193866662.7266518,92038247.92639264,287459823.1950133,906599270.8032007,22383632.52364749,106274891.32018334,370884417.75868315,33896899.00427256,105868992.66509452,333892752.3298814,2359847971.386708,3951595828.2283874,6502322275.562702,420039254.2530934,1444625347.2381115,3191297929.460544,869111811.1625259,1455338923.9035287,2394749644.128948,17260256.453575566,36908267.96317814,67161121.87873103,19497081.470159795,44958126.89298995,94366647.73938367,8934058.432978496,19104039.591181967,34763179.15106501,260165556.66409773,631122111.3195617,1717866207.2839246,3994153833.947408,7087996031.869068,11427988896.038607,242920170.4949367,585561578.9565644,1717866207.2839246,0.0,0.0,173341066.68993676,6700476747.411756,11793315358.977829,19461258803.838478,6696015365.3423605,11785618569.052364,19453796899.003773,5613856.313629772,25925480.728863567,117504368.15627033,6685353869.695166,11739367545.858643,19379176501.91108,1678743.7215075986,4797952.965177571,18095100.72074146,3105545.9105482763,14905487.38762923,62601839.660943516,645861.189826098,5531902.595558964,28641253.04227371,1143745.980118773,5489563.436626898,23055721.770863537,3918566062.529024,6508888846.803514,10960769123.530014,652461780.6099818,2428189123.745208,5337037018.483972,1443174343.8808675,2397168056.1171045,4036757460.730685,631755.1794967267,1683861.5320087457,5572128.127530868,734611.1726789017,2175035.2429734897,9374113.901439419,327001.9599153382,871581.3325528209,2884181.844070529,24702897.774449382,25796924.43983759,27109798.80209548,659075.4781129417,1934594.6569344178,4456808.014771181,21088651.675302573,23704294.327427544,25672890.458769202,1189276.315443245,1914114.9782680213,3215438.8640260403,64940.75000000001,204143.0,669385.6,1041477.0452499987,1738001.4204645008,2838520.0272899135,275700.0,275700.0,275700.0,1814.484454330128,3879.981658184709,7060.312916676498,1605629.1912012668,2070079.2561146878,2661030.071991604,0.036459001685283356,0.11086249228869835,0.2558003073738719,0.7384808658564821,1.0,1.0,29189426.13455234,37931346.3898669,48416599.99965554
2044,4837250036.351001,8164473175.939907,12848415608.149141,4767010711.387707,8073608972.032049,12670367818.470533,171572335.3151407,584380253.5337948,1783257695.8582523,4195391848.1171846,7398496296.427021,11740209532.428493,49499132.25479443,107311058.02256869,199902010.0219648,107426716.71855183,333561318.25985307,1031722829.1795437,20011980.468785472,103996643.84003058,383259757.6420484,39564340.35860371,122847778.73899505,379974688.0130778,2512939241.498873,4242559094.4935465,6928568427.294365,356020402.18119127,1303342593.6203732,3017870400.481167,925494015.7170721,1562498204.667229,2551732453.7948065,18168672.248810664,38850710.92828633,70695533.40579054,19592984.713035766,45116919.11989185,95152814.58246604,9404262.326987829,20109464.91609998,36592621.210276194,283969706.4576764,695669760.556404,1887112721.355477,4195391848.1171846,7398496296.427021,11740209532.428493,266735133.90106016,664138860.337693,1887112721.355477,0.0,0.0,180835903.94951075,7091726658.624167,12186175864.044228,19998588184.297806,7088191961.849413,12177770640.88482,19991080790.100376,5239996.798188322,26956303.60256154,133061919.97780167,7079102840.791202,12099709718.846397,19905641277.598885,1731762.531957019,4534117.2142677475,16227595.44038181,3314308.7113367436,16749832.080840247,72862623.91689508,629524.0335233613,5036495.467575515,27979168.158770327,1220631.5329580135,6168819.80235909,26834680.795667876,4182817424.959952,6989886584.858267,11709919599.343388,547482431.4087294,2202383585.835206,5042875017.146865,1540495859.0755734,2574315406.435691,4312663169.387342,665004.7254623579,1731571.3492314736,5495809.168185818,740408.162667068,2002755.690693345,8217331.3526088195,344212.2132696802,896276.3477190807,2844678.488823942,24745521.968961887,25900441.837664366,27289789.83416555,693209.186633943,2047262.9536150969,4866564.898456415,20892525.164976817,23644703.73272661,25777165.504778758,1318913.3522660132,2118660.361005109,3560888.8156837057,75719.8,243004.5,793920.4499999998,1142862.368123289,1884394.3945362805,3137944.5294322344,275700.0,275700.0,275700.0,1909.9816645225387,4084.1809742894,7431.867927362692,1607126.1849937495,2070668.469521407,2662549.435844551,0.038654777332163985,0.11642501457484788,0.2766362659126078,0.7647985730710325,1.0,1.0,30798750.717295315,39954659.21470693,50928310.47670544
