peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
12083874340.217228,2039,302789554925.0879,2047.0,50_percent_of_peak,34,6453539744.365902,10452221614.35363,7291956001.8348055,4193031809.650081,2979624733.748507,2719223532.6470323,196479301798.1859
8023432953.116605,2037,238899637768.10733,2048.0,50_percent_of_peak,35,4111847266.0914807,7389403337.502151,4863763040.956587,3331019815.639697,2629772173.3561816,2755040735.1422496,130646234937.38358
5873314334.995251,2039,217588825377.89163,2050.0,50_percent_of_peak,36,3061413911.6194,4985248836.769371,3992971578.604281,2934799235.1285987,2713400953.857301,3300397076.40498,99693107751.23245
5166882100.289401,2040,185357461890.42056,2051.0,50_percent_of_peak,37,2500387295.8291416,4209425273.9386125,3957557312.569245,2726352468.7897873,2211993914.5677214,2525834097.0625668,88950503379.42087
5507927198.29197,2040,194810936692.35947,2053.0,50_percent_of_peak,38,2378189803.4570484,4256168949.6270275,4543715855.235762,3174932755.156244,2408127748.492828,2424164428.513206,94483561340.28535
8330263645.918688,2036,292612402641.5503,2050.0,50_percent_of_peak,39,4438980436.142955,8121320567.278006,5231676263.562609,4104976429.8934455,3725278602.4633102,4073644355.4965143,139540739351.7253
7429385610.948862,2037,244878930312.99796,2047.0,50_percent_of_peak,40,4033274885.8972654,6975574806.253514,4260617755.104646,3125269200.456932,2781855111.169199,3318697472.727464,120567575287.66629
6434295977.659342,2035,216309277049.1817,2042.0,50_percent_of_peak,41,4372420155.294335,6434295977.659342,2202093360.6730676,1905630186.9580648,2093513888.0697525,3381852410.6713448,92172822460.85661
4994731836.882876,2039,158994122751.52527,2052.0,50_percent_of_peak,42,2114105375.0541358,4021446061.500993,3902976106.27021,2811295413.39052,2152343399.0776634,1757655210.2411125,84899182595.45563
7336033561.0757675,2040,287225597232.14813,2051.0,50_percent_of_peak,43,3755487219.537655,6068703309.118152,5381975491.679556,3776158050.0963964,3333222769.8017836,4309298632.121748,126268903314.44466
3903788820.8372226,2078,186781906550.5171,,50_percent_of_peak,44,1742806563.7164602,2590151532.722167,1804694578.119588,2057759873.9276562,2464932186.602629,3844405420.570039,48743244996.531746
12932646894.99728,2037,446596382351.50385,2048.0,50_percent_of_peak,45,7107275560.6938,12172194144.323534,7453429764.37029,5716571388.137007,5335377481.785944,6419477744.088349,211203269803.45145
12532442562.704746,2040,550825533965.5254,,50_percent_of_peak,46,5105434188.678471,9641500863.761034,10694075377.002735,8497478810.060183,7423097801.243327,8573022853.481333,218306402997.25497
8004633747.679872,2036,252076959287.20435,2046.0,50_percent_of_peak,47,4601666925.695868,7598283654.134717,4008365048.5174727,2892027528.8967924,2650098044.0082316,3427495103.3748684,125497174432.59311
5442981944.829517,2038,205856984662.52145,2081.0,50_percent_of_peak,48,2595290799.0823755,4904240143.633471,4028211034.3926086,3186220793.14433,2801993300.7345247,2916134090.054049,94821843287.4597
12365053126.675821,2038,356271115373.6519,2050.0,50_percent_of_peak,49,5756305115.743625,11103718791.243296,8615290364.423851,6043872012.402642,4531712047.414179,3484716086.929167,207987795327.68512
4308467327.047068,2037,185861414602.14157,2092.0,50_percent_of_peak,50,2376604372.0701647,3899961115.1117043,2672198042.126515,2217242204.858166,2245409692.639761,3121579080.8389497,72465304551.46938
7871060353.458606,2037,304806730384.78326,2053.0,50_percent_of_peak,51,3727833412.5837555,7076092232.981529,5666489211.426481,4352921475.814832,3747330884.2301826,4343934550.580246,135209969247.52937
6520255575.353062,2040,185058170673.12094,2050.0,50_percent_of_peak,52,3168780551.9923077,5361296372.987027,4907926024.993883,3207879437.714443,2421390388.221469,1976540556.248039,111391340256.33379
8821228335.414474,2036,446774286292.4514,,50_percent_of_peak,53,4834846589.653502,8640388538.832014,5575861473.650995,4801152189.886078,4901040105.251625,7940538844.507445,149378120597.60464
6803612484.025733,2038,293573283153.43604,,50_percent_of_peak,54,3466593064.0716066,6038981458.157708,4605707705.067983,3759016609.7825813,3654442023.8343644,4801703493.677607,115962641007.41202
4316458280.849569,2039,141133522107.61105,2050.0,50_percent_of_peak,55,2225458985.374985,3651148855.083785,2942437090.0695667,2067663280.5412977,1801626525.68006,1929978613.1021497,72913931614.40625
