run_id,scenario_id,F27,F29,F30,F31
53,oh-status-quo,2.331848209636352,0.7638278744580801,2.9355383620649143,-0.000346454186671735
54,oh-status-quo,2.8179825511610237,0.9976969877958168,4.300590407539548,0.0010885288935348113
55,oh-status-quo,2.311827877770633,0.8795193055944237,2.6055106516222204,0.002077202333528979
56,oh-status-quo,2.6425545848721903,0.8939608574505016,2.37075634137846,0.0025096777971669627
57,oh-status-quo,2.361654221485229,1.2787170499709264,3.5706236443685615,0.002886856929398351
58,oh-status-quo,2.92923427472109,1.1885990191269449,2.5300737847498973,0.002763607989447514
59,oh-status-quo,2.521254681406803,1.1072030160584534,2.1047631316824686,-0.0014160170164951357
60,oh-status-quo,2.4806780873353285,0.8534574726968611,2.2173823057253594,0.0020713461062135227
61,oh-status-quo,2.564790522702096,0.7402428680671256,2.4693932923502273,0.0018689074724604021
62,oh-status-quo,3.01793654216414,1.2718449102712104,3.153758981006802,0.003360001275749326
63,oh-status-quo,2.2363506086421756,1.0501493708125191,1.7790245840212924,0.003999542593279958
64,oh-status-quo,2.7751041892218895,1.2052524670743114,2.856566638314152,0.0007269163505466145
65,oh-status-quo,2.177773820513684,1.1391606002353682,4.058787282872986,0.0013722010305504883
66,oh-status-quo,3.283519017868537,0.8181034650115605,2.0080945050145447,8.373649698043151e-05
67,oh-status-quo,2.203473226554036,0.8962600182285815,2.0854408045757804,0.0034130980646363287
68,oh-status-quo,4.273083080143706,1.2178113280586775,1.598021888309908,0.0018868534597506427
69,oh-status-quo,3.4029006982346495,1.3125742974128378,2.4544036011441337,-0.002703417801572476
70,oh-status-quo,2.415457218447896,1.0817125951243067,2.5072036248902587,0.0016452766377530643
71,oh-status-quo,2.86663538051623,0.8906004273215782,2.392912407882528,0.0029718309459452696
72,oh-status-quo,3.650294069921782,0.789610176085384,1.9880991214714476,0.0021262277497513444
73,oh-status-quo,1.980367190055848,1.1697885340067817,3.053074781619835,0.002328929069980682
74,oh-status-quo,3.5569188884551446,1.1643565210830142,3.8807171681555435,0.0050348713877891174
75,oh-status-quo,4.283684937474775,1.1761906666699633,4.1101618910836795,0.002403431355353038
76,oh-status-quo,2.730950724356524,0.9571448841548653,2.0087449965634723,0.0061355862286868795
77,oh-status-quo,2.8308367419165066,1.2740885908660993,4.323109889129227,0.003613344995067585
78,oh-status-quo,2.9347857040225778,0.918366451746724,3.624665056759208,0.003875407528917478
79,oh-status-quo,3.2796984189092333,0.9983750482546219,2.3432050957833543,-0.0018233200247617196
