peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule,run_id,annual_emis_2030,annual_emis_2035,annual_emis_2045,annual_emis_2050,annual_emis_2055,annual_emis_2075,cumulative_emissions_2050
2276009340.9201555,2040,89173031680.33632,2084.0,50_percent_of_peak,40,930069499.3568865,1752483985.7292724,1928719877.2093701,1512559662.9556458,1292153572.8415647,1304874585.1282432,39535151637.395195
2917576510.758875,2036,136344865435.89041,,50_percent_of_peak,41,1557794123.458833,2873752535.377834,2043091799.8022237,1702202955.8366723,1601579038.527564,2208666292.392002,51309636516.64199
2701576226.0308485,2087,112510609051.57384,,50_percent_of_peak,42,677717002.9240751,1096640984.473121,1054191746.175658,1140432942.8617535,1330052351.5104418,2386675759.547706,23967274684.435173
4146899822.9920583,2037,199756536777.84988,,50_percent_of_peak,43,2110764134.0632992,3962904164.5443983,3017713271.741759,2527933297.985382,2394991808.7814593,3337792726.191866,73204095536.65419
5022696670.612479,2035,161543047175.82068,2058.0,50_percent_of_peak,44,3031393943.615422,5022696670.612479,3144098711.0820947,2662658201.7472854,2522238896.3287735,2133735983.2728953,86399891617.26169
2855976840.3262815,2042,138790445384.3738,,50_percent_of_peak,45,1202834209.9632318,2131391374.9647448,2581154322.8488503,2024376617.3099542,1764425570.3553903,2345052368.581301,50377003719.23719
2365276314.423714,2038,89744121281.0836,2053.0,50_percent_of_peak,46,1158629929.0253477,2012734312.1228902,1663606033.301045,1263503021.2281954,1144810123.2186217,1354857338.952595,40233674306.41019
1832559812.0767267,2081,85124642235.48192,,50_percent_of_peak,47,644000184.4203088,1095733360.5131683,900982417.8186235,954365833.2843773,1087337368.8613036,1746724694.403674,21378750579.64881
2992619024.6551166,2038,136348778333.02165,2090.0,50_percent_of_peak,48,1398956018.6424315,2566402553.77256,2305294123.715008,1933813377.6852427,1839450175.8028703,2329887222.7380447,52623210030.864815
1222466449.0237722,2039,44422697431.00056,2050.0,50_percent_of_peak,49,652505814.7750297,1041975944.1326241,814907625.1439482,583066203.078431,522945461.1959974,648335553.2814583,20709272678.47729
