run_id,scenario_id,F27,F29,F30,F31
0,ca-delayed,3.694156732905399,1.0717054935287367,3.025230074745415,0.0021977675267448914
1,ca-delayed,2.4155721926896856,0.925024167188682,2.9368249173110774,-4.260219149527256e-05
2,ca-delayed,2.733009302665015,1.152066385979052,2.8656962167508904,0.0027139156379834477
3,ca-delayed,2.0838155879823312,0.8981072602097175,3.8281926721286337,0.002123962667287061
4,ca-delayed,3.3429667461908714,0.8086723682095317,2.6620474564631227,-0.0008359493548120383
5,ca-delayed,2.259786998543208,0.9964157510345264,3.0062118893016727,0.002129202658014069
6,ca-delayed,3.1600138002355864,0.90988175931744,4.9017523414558895,0.0052987569762571775
7,ca-delayed,3.632527560056225,1.1762327805433963,2.8340018671399436,0.00018414106892572214
8,ca-delayed,2.3823675454548225,1.29780038271057,2.374643040592324,0.0029073624871409
9,ca-delayed,2.9706908404553385,1.034710362525938,3.78774554410567,0.005528618827276047
10,ca-delayed,2.593757830977294,1.2398419340745719,3.614170789069248,0.004499841321476685
11,ca-delayed,2.719662239806205,0.9952520576513887,1.6228968971083941,0.0024123828411108154
12,ca-delayed,4.023030397157045,1.0536087070165472,1.524689759490761,0.0016498389208958937
13,ca-delayed,1.6987327439301347,0.971539751901378,2.9940870157488986,0.0011686860421473435
14,ca-delayed,3.709735691051202,0.9717008595740813,3.911416010660453,0.003499572416779628
15,ca-delayed,4.681300097060552,1.1870570435444452,3.2385131794000364,0.004260448907262593
16,ca-delayed,4.622193918071021,1.198867886009499,4.205268752609635,0.003217799595397136
17,ca-delayed,4.157799594208698,0.9060569202517673,3.699788474830222,0.0035820480137220105
18,ca-delayed,3.082729889575498,0.9329963403695081,2.4634161963283763,0.002669708383783838
19,ca-delayed,3.3662379734199783,1.19741064261209,1.6083489314364967,-0.0010895386365786708
20,ca-delayed,3.5104135374030534,1.1397806252144755,4.301776567593087,0.0021233669159180257
21,ca-delayed,3.0284995616837165,1.0123566134955762,3.9877609051297433,0.001972808140639578
22,ca-delayed,2.532108723299623,1.060609138302119,1.8564252568872552,0.004547992561103048
23,ca-delayed,2.8465579733633173,0.9514886232159714,2.1808797886641216,0.0010476906009371258
24,ca-delayed,2.776235686909618,1.2538785345498487,3.236926161160971,0.0006271431008386848
25,ca-delayed,3.246227359901911,1.2429822637425938,3.086774367288912,0.0033828585824746942
26,ca-delayed,2.661028105137712,1.1028653509431272,3.4745747684080053,0.002971882873268315
27,ca-delayed,2.8896070419653617,1.014700034489154,3.2625563340843478,-0.0005491618745320279
28,ca-delayed,2.3827522892981845,1.1332973661757246,2.142599753985831,0.0010315087967984204
29,ca-delayed,4.274737129153942,1.305923073600519,2.4701804575178032,0.00589574362251486
30,ca-delayed,3.154943093129124,1.0296108911851198,2.6427340324671005,0.0004994985234057266
31,ca-delayed,2.8243906787509157,1.1037808675982674,2.5557406997107797,0.0023053970547399637
32,ca-delayed,2.969761061298333,1.118093067503127,1.8671698845383604,0.0005932208384817133
33,ca-delayed,2.3718630506537326,1.0096861605892526,1.5058440179326973,0.0024018838907045544
34,ca-delayed,2.779133537811181,1.03562106049413,3.6790492782057207,-0.0012508925181157276
35,ca-delayed,3.4714183330971746,0.8005784287874278,3.567037528935175,0.0035606139751410953
36,ca-delayed,2.6784565199107604,1.0283803375819585,1.7635445268674286,0.003510135445509706
37,ca-delayed,3.0503946253045795,0.8437164023198696,3.900753524811976,0.004507104646028949
38,ca-delayed,3.493115954915635,0.7650626283912317,1.308286513344364,0.0014629510391134977
39,ca-delayed,3.476750110374572,1.1899049964253852,3.3025312422303674,-0.00032692783260970115
40,ca-delayed,3.107042948279645,0.8929680560577875,3.569571398136059,0.0011583950728234521
