peak_emissions,peak_year,cumulative_emissions,turning_year,turning_year_rule
12453909393.04505,2038,246362132507.04346,2047.0,50_percent_of_peak
6812284183.429232,2037,166680329865.698,2056.0,50_percent_of_peak
10388237374.742435,2037,208903930293.56644,2046.0,50_percent_of_peak
4216833870.980555,2036,79144236838.83533,2044.0,50_percent_of_peak
9887431852.158514,2037,271639030877.5872,2050.0,50_percent_of_peak
9896935687.578068,2036,335416975899.74023,2048.0,50_percent_of_peak
14122270513.849792,2037,314880600801.3096,2049.0,50_percent_of_peak
7384363207.56078,2038,207449499180.86505,2065.0,50_percent_of_peak
10076051858.927029,2037,220653459902.7068,2047.0,50_percent_of_peak
10966545599.24206,2036,226370971749.1961,2046.0,50_percent_of_peak
8030020984.346296,2037,169552109391.46854,2049.0,50_percent_of_peak
9129017478.61044,2037,196010013713.87155,2048.0,50_percent_of_peak
8079349078.57936,2037,193962364691.78268,2050.0,50_percent_of_peak
8200015371.959102,2037,242455935177.4024,2049.0,50_percent_of_peak
6964919403.82584,2037,185104230360.66107,2046.0,50_percent_of_peak
11006714567.737026,2037,219843973018.78287,2049.0,50_percent_of_peak
6881095933.157988,2036,185869130463.481,2063.0,50_percent_of_peak
9587758061.75955,2037,197959735596.36566,2048.0,50_percent_of_peak
7374525664.479279,2037,184124302840.72342,2048.0,50_percent_of_peak
7975629904.80404,2038,176582558179.9654,2048.0,50_percent_of_peak
13354691843.459099,2037,284630462445.4215,2047.0,50_percent_of_peak
9100091107.693876,2036,182775468708.27203,2045.0,50_percent_of_peak
8192485747.512331,2036,171682112843.53345,2045.0,50_percent_of_peak
4781456699.76564,2036,116859284727.10658,2046.0,50_percent_of_peak
6472502570.719779,2037,133956666579.47594,2045.0,50_percent_of_peak
11064026572.459373,2037,276628108810.3219,2050.0,50_percent_of_peak
7066662651.098534,2038,184121216943.36115,2048.0,50_percent_of_peak
8385618329.025142,2035,176330169115.3653,2043.0,50_percent_of_peak
7735015990.171297,2036,199734924055.6789,2046.0,50_percent_of_peak
6170062097.859326,2038,132629248198.44861,2046.0,50_percent_of_peak
12945668711.94037,2036,228710596969.1656,2044.0,50_percent_of_peak
7793381967.327531,2035,220504226013.56964,2066.0,50_percent_of_peak
11441939190.105236,2036,260030082028.2628,2047.0,50_percent_of_peak
7339319182.459908,2037,179837498827.20697,2050.0,50_percent_of_peak
7468272102.44411,2036,184456132390.20822,2045.0,50_percent_of_peak
11927096109.848253,2037,234314571376.27652,2047.0,50_percent_of_peak
11419133581.157124,2039,255586144781.3331,2052.0,50_percent_of_peak
8866734899.626965,2035,173959958272.91058,2043.0,50_percent_of_peak
10234131045.439274,2036,225278975753.5346,2047.0,50_percent_of_peak
5191154837.260964,2035,126907990182.01765,2045.0,50_percent_of_peak
7248430252.521179,2036,157717924657.74228,2046.0,50_percent_of_peak
7335206282.715276,2037,165910677686.62018,2046.0,50_percent_of_peak
7383795654.169363,2036,156499804170.5144,2047.0,50_percent_of_peak
6801269403.253356,2037,216492147547.84576,2072.0,50_percent_of_peak
9546201667.88259,2036,216416434092.94553,2046.0,50_percent_of_peak
8744496676.559486,2035,197186262684.88284,2044.0,50_percent_of_peak
12485588636.561985,2036,261875040956.71912,2045.0,50_percent_of_peak
10444539235.178028,2037,262144570969.79224,2050.0,50_percent_of_peak
10242196691.224335,2037,216205128463.93066,2046.0,50_percent_of_peak
