case_id,mode,region,policy,bundle,committed_bundle,lever,lever_position,lever_value,cav_template,sti_template,retire_year,paper_safe_badge,radio_fixed,radio_low,radio_medium,radio_high,top_driver_2030,top_driver_2050,top_driver_2075,live_p50_2030,live_p50_2050,live_p50_2075,warnings,bundle_p05_2030,bundle_p50_2030,bundle_p95_2030,bundle_p05_2050,bundle_p50_2050,bundle_p95_2050,bundle_p05_2075,bundle_p50_2075,bundle_p95_2075,bundle_interp_boundary,bundle_degenerate
248,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,10,True,7,5,17,0,F23,F27,F09,1473574951.3249652,1090104140.3199964,1623393275.6584468,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
249,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,12,True,7,5,17,0,F23,F27,F09,1249154696.2233315,1113747539.7102776,1589454665.6196818,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
250,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,15,True,7,5,17,0,F23,F27,F09,1024555712.5773544,1182186090.093694,1538820102.0385966,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
251,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),10,True,7,5,17,0,F23,F27,F09,1623718393.268808,1206726705.2943432,1871347541.4418912,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
252,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1367375399.6223285,1233115832.124519,1832055610.2313569,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
253,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),15,True,7,5,17,0,F23,F27,F09,1110828247.4320028,1310341549.2146366,1773429746.0443516,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
254,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Balanced,10,True,7,5,17,0,F23,F27,F09,1634128574.0351562,1215518944.4433246,1872675336.3365471,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
255,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Balanced,12,True,7,5,17,0,F23,F27,F09,1377785580.388677,1241908071.2735004,1833383405.1260128,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
256,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Balanced,15,True,7,5,17,0,F23,F27,F09,1121238428.1983511,1319133788.363618,1774757540.9390075,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
257,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,10,True,7,5,17,0,F23,F27,F09,1667064907.2245347,1243284515.5106993,1876859207.446934,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
258,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,12,True,7,5,17,0,F23,F27,F09,1410721913.5780554,1269673642.3408751,1837567276.2363997,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
259,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,15,True,7,5,17,0,F23,F27,F09,1154174761.3877296,1346899359.4309926,1778941412.0493944,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
260,lever_sweep,ohio,baseline,exploratory,paper-safe,cav_growth_rate,state_default,0.3,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
261,lever_sweep,ohio,baseline,exploratory,paper-safe,cav_growth_rate,minus_25pct,0.22499999999999998,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,811617556.2442682,724709470.4296455,1038776902.7575405,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
262,lever_sweep,ohio,baseline,exploratory,paper-safe,cav_growth_rate,plus_25pct,0.375,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1303929806.6027038,1167586687.4609883,1725089465.302204,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
263,lever_sweep,ohio,baseline,exploratory,paper-safe,cav_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,73143835.9889101,60393358.36813491,9308075.343257064,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
264,lever_sweep,ohio,baseline,exploratory,paper-safe,cav_growth_rate,slider_max,0.95,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,3191149200.21395,2865283217.853368,4355954433.979581,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
265,lever_sweep,ohio,baseline,exploratory,paper-safe,sti_growth_rate,state_default,0.3,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
266,lever_sweep,ohio,baseline,exploratory,paper-safe,sti_growth_rate,minus_25pct,0.22499999999999998,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1040335610.1928558,931155672.8394566,1379622143.4654112,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
267,lever_sweep,ohio,baseline,exploratory,paper-safe,sti_growth_rate,plus_25pct,0.375,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1075178340.5493267,961096264.5859566,1384235381.1978824,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
268,lever_sweep,ohio,baseline,exploratory,paper-safe,sti_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,987765776.731739,885934288.3224778,1372646263.7115583,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
269,lever_sweep,ohio,baseline,exploratory,paper-safe,sti_growth_rate,slider_max,0.95,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1207164694.3951497,1073991547.7942584,1401312809.3618138,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
270,lever_sweep,ohio,baseline,exploratory,paper-safe,ev_growth_rate,state_default,0.055,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
271,lever_sweep,ohio,baseline,exploratory,paper-safe,ev_growth_rate,minus_25pct,0.04125,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1058379158.3298042,952628173.1788635,1457457997.9261458,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
272,lever_sweep,ohio,baseline,exploratory,paper-safe,ev_growth_rate,plus_25pct,0.06875,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057136547.834533,937172677.788502,1237086015.9300506,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
273,lever_sweep,ohio,baseline,exploratory,paper-safe,ev_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1059954186.9193522,962997326.8035374,1526665374.3593636,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
274,lever_sweep,ohio,baseline,exploratory,paper-safe,ev_growth_rate,slider_max,0.5,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1000174332.9653164,134550460.57486796,26644428.443388052,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
275,lever_sweep,ohio,baseline,exploratory,paper-safe,clean_energy_growth_rate,state_default,0.035,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
276,lever_sweep,ohio,baseline,exploratory,paper-safe,clean_energy_growth_rate,minus_25pct,0.026250000000000002,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1059191023.1356107,962343520.9803523,1394763591.932084,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
277,lever_sweep,ohio,baseline,exploratory,paper-safe,clean_energy_growth_rate,plus_25pct,0.043750000000000004,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1056303232.5668294,926141142.3887724,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
278,lever_sweep,ohio,baseline,exploratory,paper-safe,clean_energy_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1063085147.4660528,994484249.4532173,1512483373.840163,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
279,lever_sweep,ohio,baseline,exploratory,paper-safe,clean_energy_growth_rate,slider_max,0.3,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,992507169.3856649,892574328.5696906,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
280,lever_sweep,ohio,baseline,exploratory,paper-safe,efficiency_doubling_years,state_default,2.8,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
281,lever_sweep,ohio,baseline,exploratory,paper-safe,efficiency_doubling_years,minus_25pct,2.0999999999999996,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,923674202.3699338,766818592.7449259,1379558880.4392188,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
282,lever_sweep,ohio,baseline,exploratory,paper-safe,efficiency_doubling_years,plus_25pct,3.5,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1155482031.4882767,1250664269.9216044,1390512206.3108854,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
283,lever_sweep,ohio,baseline,exploratory,paper-safe,efficiency_doubling_years,slider_min,1.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,594315551.1618787,690397164.6485693,1377445948.9233298,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
284,lever_sweep,ohio,baseline,exploratory,paper-safe,efficiency_doubling_years,slider_max,20.0,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1606883840.0733938,10394411307.04449,9925991170.679762,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
285,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),10,False,9,14,0,6,F23,F27,F09,1252948622.6568544,925668343.6217142,1411518527.2373827,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
286,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
287,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),15,False,9,14,0,6,F23,F27,F09,862451221.8059928,1005540146.7778019,1337792598.520479,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
288,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Balanced,10,False,9,14,0,6,F23,F27,F09,1263358803.4232028,934460582.7706957,1412846322.1320386,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
289,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Balanced,12,False,9,14,0,6,F23,F27,F09,1068187820.6398431,954940090.1786231,1383260871.4685836,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
290,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Balanced,15,False,9,14,0,6,F23,F27,F09,872861402.5723412,1014332385.9267833,1339120393.415135,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
291,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,10,False,9,14,0,6,F23,F27,F09,1296295136.6125813,962226153.8380703,1417030193.2424254,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
292,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,12,False,9,14,0,6,F23,F27,F09,1101124153.8292217,982705661.2459977,1387444742.5789704,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
293,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,15,False,9,14,0,6,F23,F27,F09,905797735.7617197,1042097956.9941579,1343304264.5255218,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
294,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),10,False,9,14,0,6,F23,F27,F09,1430228437.3692384,1053546330.1036403,1617881609.653404,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
295,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1205808182.2676046,1077189729.4939215,1583942999.614639,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
296,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),15,False,9,14,0,6,F23,F27,F09,981209198.6216276,1145628279.877338,1533308436.0335538,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
297,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Balanced,10,False,9,14,0,6,F23,F27,F09,1440638618.1355867,1062338569.2526218,1619209404.54806,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
298,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Balanced,12,False,9,14,0,6,F23,F27,F09,1216218363.033953,1085981968.6429029,1585270794.509295,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
299,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Balanced,15,False,9,14,0,6,F23,F27,F09,991619379.3879759,1154420519.0263195,1534636230.9282098,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
300,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,10,False,9,14,0,6,F23,F27,F09,1473574951.3249652,1090104140.3199964,1623393275.6584468,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
301,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,12,False,9,14,0,6,F23,F27,F09,1249154696.2233315,1113747539.7102776,1589454665.6196818,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
302,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,Balanced,Highly-automated-forward,15,False,9,14,0,6,F23,F27,F09,1024555712.5773544,1182186090.093694,1538820102.0385966,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
303,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),10,False,9,14,0,6,F23,F27,F09,1623718393.268808,1206726705.2943432,1871347541.4418912,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
304,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),12,False,9,14,0,6,F23,F27,F09,1367375399.6223285,1233115832.124519,1832055610.2313569,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
305,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Basic-heavy (default),15,False,9,14,0,6,F23,F27,F09,1110828247.4320028,1310341549.2146366,1773429746.0443516,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
306,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Balanced,10,False,9,14,0,6,F23,F27,F09,1634128574.0351562,1215518944.4433246,1872675336.3365471,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
307,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Balanced,12,False,9,14,0,6,F23,F27,F09,1377785580.388677,1241908071.2735004,1833383405.1260128,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
308,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Balanced,15,False,9,14,0,6,F23,F27,F09,1121238428.1983511,1319133788.363618,1774757540.9390075,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
309,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,10,False,9,14,0,6,F23,F27,F09,1667064907.2245347,1243284515.5106993,1876859207.446934,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
310,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,12,False,9,14,0,6,F23,F27,F09,1410721913.5780554,1269673642.3408751,1837567276.2363997,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
311,template_sweep,ohio,baseline,exploratory,paper-safe,,state_default_all,,L4-forward,Highly-automated-forward,15,False,9,14,0,6,F23,F27,F09,1154174761.3877296,1346899359.4309926,1778941412.0493944,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
