case_id,mode,region,policy,bundle,committed_bundle,lever,lever_position,lever_value,cav_template,sti_template,retire_year,paper_safe_badge,radio_fixed,radio_low,radio_medium,radio_high,top_driver_2030,top_driver_2050,top_driver_2075,live_p50_2030,live_p50_2050,live_p50_2075,warnings,bundle_p05_2030,bundle_p50_2030,bundle_p95_2030,bundle_p05_2050,bundle_p50_2050,bundle_p95_2050,bundle_p05_2075,bundle_p50_2075,bundle_p95_2075,bundle_interp_boundary,bundle_degenerate
173,lever_sweep,ohio,baseline,default,default,clean_energy_growth_rate,plus_25pct,0.043750000000000004,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1056303232.5668294,926141142.3887724,1381933076.5739276,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
174,lever_sweep,ohio,baseline,default,default,clean_energy_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1063085147.4660528,994484249.4532173,1512483373.840163,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
175,lever_sweep,ohio,baseline,default,default,clean_energy_growth_rate,slider_max,0.3,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,992507169.3856649,892574328.5696906,1381933076.5739276,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
176,lever_sweep,ohio,baseline,default,default,efficiency_doubling_years,state_default,2.8,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
177,lever_sweep,ohio,baseline,default,default,efficiency_doubling_years,minus_25pct,2.0999999999999996,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,923674202.3699338,766818592.7449259,1379558880.4392188,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
178,lever_sweep,ohio,baseline,default,default,efficiency_doubling_years,plus_25pct,3.5,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1155482031.4882767,1250664269.9216044,1390512206.3108854,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
179,lever_sweep,ohio,baseline,default,default,efficiency_doubling_years,slider_min,1.0,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,594315551.1618787,690397164.6485693,1377445948.9233298,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
180,lever_sweep,ohio,baseline,default,default,efficiency_doubling_years,slider_max,20.0,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1606883840.0733938,10394411307.04449,9925991170.679762,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
181,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Basic-heavy (default),10,True,9,20,0,0,F23,F27,F09,1252948622.6568544,925668343.6217142,1411518527.2373827,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
182,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
183,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Basic-heavy (default),15,True,9,20,0,0,F23,F27,F09,862451221.8059928,1005540146.7778019,1337792598.520479,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
184,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Balanced,10,True,9,20,0,0,F23,F27,F09,1263358803.4232028,934460582.7706957,1412846322.1320386,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
185,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Balanced,12,True,9,20,0,0,F23,F27,F09,1068187820.6398431,954940090.1786231,1383260871.4685836,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
186,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Balanced,15,True,9,20,0,0,F23,F27,F09,872861402.5723412,1014332385.9267833,1339120393.415135,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
187,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Highly-automated-forward,10,True,9,20,0,0,F23,F27,F09,1296295136.6125813,962226153.8380703,1417030193.2424254,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
188,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Highly-automated-forward,12,True,9,20,0,0,F23,F27,F09,1101124153.8292217,982705661.2459977,1387444742.5789704,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
189,template_sweep,ohio,baseline,default,default,,state_default_all,,L3-heavy (default),Highly-automated-forward,15,True,9,20,0,0,F23,F27,F09,905797735.7617197,1042097956.9941579,1343304264.5255218,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
190,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Basic-heavy (default),10,True,9,20,0,0,F23,F27,F09,1430228437.3692384,1053546330.1036403,1617881609.653404,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
191,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1205808182.2676046,1077189729.4939215,1583942999.614639,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
192,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Basic-heavy (default),15,True,9,20,0,0,F23,F27,F09,981209198.6216276,1145628279.877338,1533308436.0335538,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
193,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Balanced,10,True,9,20,0,0,F23,F27,F09,1440638618.1355867,1062338569.2526218,1619209404.54806,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
194,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Balanced,12,True,9,20,0,0,F23,F27,F09,1216218363.033953,1085981968.6429029,1585270794.509295,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
195,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Balanced,15,True,9,20,0,0,F23,F27,F09,991619379.3879759,1154420519.0263195,1534636230.9282098,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
196,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Highly-automated-forward,10,True,9,20,0,0,F23,F27,F09,1473574951.3249652,1090104140.3199964,1623393275.6584468,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
197,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Highly-automated-forward,12,True,9,20,0,0,F23,F27,F09,1249154696.2233315,1113747539.7102776,1589454665.6196818,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
198,template_sweep,ohio,baseline,default,default,,state_default_all,,Balanced,Highly-automated-forward,15,True,9,20,0,0,F23,F27,F09,1024555712.5773544,1182186090.093694,1538820102.0385966,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
199,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Basic-heavy (default),10,True,9,20,0,0,F23,F27,F09,1623718393.268808,1206726705.2943432,1871347541.4418912,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
200,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Basic-heavy (default),12,True,9,20,0,0,F23,F27,F09,1367375399.6223285,1233115832.124519,1832055610.2313569,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
201,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Basic-heavy (default),15,True,9,20,0,0,F23,F27,F09,1110828247.4320028,1310341549.2146366,1773429746.0443516,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
202,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Balanced,10,True,9,20,0,0,F23,F27,F09,1634128574.0351562,1215518944.4433246,1872675336.3365471,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
203,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Balanced,12,True,9,20,0,0,F23,F27,F09,1377785580.388677,1241908071.2735004,1833383405.1260128,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
204,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Balanced,15,True,9,20,0,0,F23,F27,F09,1121238428.1983511,1319133788.363618,1774757540.9390075,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
205,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Highly-automated-forward,10,True,9,20,0,0,F23,F27,F09,1667064907.2245347,1243284515.5106993,1876859207.446934,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
206,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Highly-automated-forward,12,True,9,20,0,0,F23,F27,F09,1410721913.5780554,1269673642.3408751,1837567276.2363997,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
207,template_sweep,ohio,baseline,default,default,,state_default_all,,L4-forward,Highly-automated-forward,15,True,9,20,0,0,F23,F27,F09,1154174761.3877296,1346899359.4309926,1778941412.0493944,,637219987.4804596,786321481.0196164,964598101.8863364,763714922.2596654,947684691.719824,1201077393.2189746,1166371127.866267,1574126229.2995265,2080368157.6172955,,False
208,lever_sweep,ohio,baseline,paper-safe,paper-safe,cav_growth_rate,state_default,0.3,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
209,lever_sweep,ohio,baseline,paper-safe,paper-safe,cav_growth_rate,minus_25pct,0.22499999999999998,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,811617556.2442682,724709470.4296455,1038776902.7575405,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
210,lever_sweep,ohio,baseline,paper-safe,paper-safe,cav_growth_rate,plus_25pct,0.375,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1303929806.6027038,1167586687.4609883,1725089465.302204,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
211,lever_sweep,ohio,baseline,paper-safe,paper-safe,cav_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,73143835.9889101,60393358.36813491,9308075.343257064,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
212,lever_sweep,ohio,baseline,paper-safe,paper-safe,cav_growth_rate,slider_max,0.95,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,3191149200.21395,2865283217.853368,4355954433.979581,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
213,lever_sweep,ohio,baseline,paper-safe,paper-safe,sti_growth_rate,state_default,0.3,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
214,lever_sweep,ohio,baseline,paper-safe,paper-safe,sti_growth_rate,minus_25pct,0.22499999999999998,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1040335610.1928558,931155672.8394566,1379622143.4654112,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
215,lever_sweep,ohio,baseline,paper-safe,paper-safe,sti_growth_rate,plus_25pct,0.375,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1075178340.5493267,961096264.5859566,1384235381.1978824,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
216,lever_sweep,ohio,baseline,paper-safe,paper-safe,sti_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,987765776.731739,885934288.3224778,1372646263.7115583,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
217,lever_sweep,ohio,baseline,paper-safe,paper-safe,sti_growth_rate,slider_max,0.95,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1207164694.3951497,1073991547.7942584,1401312809.3618138,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
218,lever_sweep,ohio,baseline,paper-safe,paper-safe,ev_growth_rate,state_default,0.055,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
219,lever_sweep,ohio,baseline,paper-safe,paper-safe,ev_growth_rate,minus_25pct,0.04125,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1058379158.3298042,952628173.1788635,1457457997.9261458,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
220,lever_sweep,ohio,baseline,paper-safe,paper-safe,ev_growth_rate,plus_25pct,0.06875,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057136547.834533,937172677.788502,1237086015.9300506,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
221,lever_sweep,ohio,baseline,paper-safe,paper-safe,ev_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1059954186.9193522,962997326.8035374,1526665374.3593636,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
222,lever_sweep,ohio,baseline,paper-safe,paper-safe,ev_growth_rate,slider_max,0.5,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1000174332.9653164,134550460.57486796,26644428.443388052,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
223,lever_sweep,ohio,baseline,paper-safe,paper-safe,clean_energy_growth_rate,state_default,0.035,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
224,lever_sweep,ohio,baseline,paper-safe,paper-safe,clean_energy_growth_rate,minus_25pct,0.026250000000000002,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1059191023.1356107,962343520.9803523,1394763591.932084,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
225,lever_sweep,ohio,baseline,paper-safe,paper-safe,clean_energy_growth_rate,plus_25pct,0.043750000000000004,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1056303232.5668294,926141142.3887724,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
226,lever_sweep,ohio,baseline,paper-safe,paper-safe,clean_energy_growth_rate,slider_min,0.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1063085147.4660528,994484249.4532173,1512483373.840163,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
227,lever_sweep,ohio,baseline,paper-safe,paper-safe,clean_energy_growth_rate,slider_max,0.3,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,992507169.3856649,892574328.5696906,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
228,lever_sweep,ohio,baseline,paper-safe,paper-safe,efficiency_doubling_years,state_default,2.8,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
229,lever_sweep,ohio,baseline,paper-safe,paper-safe,efficiency_doubling_years,minus_25pct,2.0999999999999996,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,923674202.3699338,766818592.7449259,1379558880.4392188,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
230,lever_sweep,ohio,baseline,paper-safe,paper-safe,efficiency_doubling_years,plus_25pct,3.5,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1155482031.4882767,1250664269.9216044,1390512206.3108854,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
231,lever_sweep,ohio,baseline,paper-safe,paper-safe,efficiency_doubling_years,slider_min,1.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,594315551.1618787,690397164.6485693,1377445948.9233298,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
232,lever_sweep,ohio,baseline,paper-safe,paper-safe,efficiency_doubling_years,slider_max,20.0,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1606883840.0733938,10394411307.04449,9925991170.679762,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
233,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),10,True,7,5,17,0,F23,F27,F09,1252948622.6568544,925668343.6217142,1411518527.2373827,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
234,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1057777639.8734947,946147851.0296416,1381933076.5739276,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
235,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Basic-heavy (default),15,True,7,5,17,0,F23,F27,F09,862451221.8059928,1005540146.7778019,1337792598.520479,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
236,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Balanced,10,True,7,5,17,0,F23,F27,F09,1263358803.4232028,934460582.7706957,1412846322.1320386,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
237,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Balanced,12,True,7,5,17,0,F23,F27,F09,1068187820.6398431,954940090.1786231,1383260871.4685836,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
238,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Balanced,15,True,7,5,17,0,F23,F27,F09,872861402.5723412,1014332385.9267833,1339120393.415135,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
239,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,10,True,7,5,17,0,F23,F27,F09,1296295136.6125813,962226153.8380703,1417030193.2424254,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
240,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,12,True,7,5,17,0,F23,F27,F09,1101124153.8292217,982705661.2459977,1387444742.5789704,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
241,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,L3-heavy (default),Highly-automated-forward,15,True,7,5,17,0,F23,F27,F09,905797735.7617197,1042097956.9941579,1343304264.5255218,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
242,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),10,True,7,5,17,0,F23,F27,F09,1430228437.3692384,1053546330.1036403,1617881609.653404,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
243,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),12,True,7,5,17,0,F23,F27,F09,1205808182.2676046,1077189729.4939215,1583942999.614639,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
244,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Basic-heavy (default),15,True,7,5,17,0,F23,F27,F09,981209198.6216276,1145628279.877338,1533308436.0335538,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
245,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Balanced,10,True,7,5,17,0,F23,F27,F09,1440638618.1355867,1062338569.2526218,1619209404.54806,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
246,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Balanced,12,True,7,5,17,0,F23,F27,F09,1216218363.033953,1085981968.6429029,1585270794.509295,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
247,template_sweep,ohio,baseline,paper-safe,paper-safe,,state_default_all,,Balanced,Balanced,15,True,7,5,17,0,F23,F27,F09,991619379.3879759,1154420519.0263195,1534636230.9282098,,321999044.53028214,778630889.0388769,1560469112.970163,482671551.93291265,978681762.6685454,2359432350.2663603,615629679.9526756,1433366645.9388,2923560106.657419,2029.0,False
