Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected,__mean_source
2045,2537974411.6661825,3970388077.7350826,7472579146.7045,1717845019.4217286,2919388206.8726926,5993371319.716035,3807146.281436329,33891596.45203276,148972850.72077486,1690658291.6867847,2849355739.0308414,5947022388.695845,821151140.7902628,1075123106.4346523,1515137769.4161649,1241950.0098339687,13656356.617615882,51815204.01830542,2127735.810386145,18008108.130347077,93753899.79941885,180145.1414175998,2114388.3163671214,7760957.558874975,992177996.214799,1103625136.1954489,1254058388.0870173,456985203.418929,1589913037.8067837,4695040723.068629,150397562.27383178,169599934.05491722,190305668.15193415,44702656.64831399,50905819.69180657,58347339.16875151,686539168.9356445,940022244.3806243,1380662366.6823173,70111644.43070127,78886584.74710466,89484621.99020162,839911887.2829953,1114415454.1793313,1590754383.4947896,1690658291.6867847,2849355739.0308414,5947022388.695845,839911887.2829953,1114415454.1793313,1590754383.4947896,0.0,0.0,0.0,2845365877.7297487,4711747230.054459,10163802148.852783,2821877445.683006,4671309428.719412,10123162001.266079,130916.63679316473,1000316.0273134727,4446221.085192909,2820856324.943334,4670024691.718452,10119527070.618834,19085424.28878368,33033004.12960072,52409656.08459689,49936.19900648211,430401.28549621673,1373517.6986254763,64741.50234141677,514097.91288178205,2998019.3123092223,6617.488770890618,64944.398818602705,206200.72082507412,1513996251.1292179,1807883226.7579412,2256364352.437189,738950593.9938033,2577535553.927513,7597541033.258367,226804892.0883474,279168387.197876,337595271.8381002,924915.1927833448,1520950.85516302,2453621.295486162,16478747.714125201,28490815.56122219,47747515.86270822,1495705.6168870754,2394267.717914132,3755428.9460179443,32070583.717747606,33606650.79818197,35465661.50907594,39260.413705689476,458619.9730953184,1594975.1600228534,31290942.30649498,33049816.15987324,34861616.25399143,5446558.280342869,5697810.877855776,6017280.716507823,9249.15,111567.0,412477.6499999999,5196290.800612244,5571032.687027966,5878479.018412269,352761.0,380841.0,410360.89999999997,71807.3823152806,77523.29562602946,83532.31234048727,2684674.2226655036,2817754.203047907,2970725.317728186,0.0015797824056165625,0.01965998718539254,0.07092875183565954,1.0,1.0,1.0,54727003.5921311,57271587.89996113,60123789.99951635,1,region_baseline
2046,2506319063.362024,3812860959.669606,7123149593.475549,1713539110.2695725,2741909638.3982,5622134608.054886,3819661.215220744,35204649.296935886,150377820.85194287,1668577112.6229289,2696620274.697833,5576603876.132189,827708828.4200559,1082627866.5847163,1527274347.4841585,1414058.2502261205,15589448.892805208,58968985.608529575,1722630.5426467885,15679137.787948728,88111487.2137947,206248.16079275907,2449540.489821478,8767268.415118787,1056363107.5187703,1173977305.4014933,1337893043.4796188,353764837.783589,1340519221.9303734,4250557463.8389163,159870024.1345705,180550832.9439154,202835158.87074757,46823907.00853761,53321425.30576947,61116063.07712067,686709189.3618196,941193998.8227961,1386417758.0853984,73438613.38859886,82629946.07858199,93730886.10207626,849567068.6429777,1122826659.1426935,1606050416.1177745,1668577112.6229289,2696620274.697833,5576603876.132189,849567068.6429777,1122826659.1426935,1606050416.1177745,0.0,0.0,0.0,2819501624.62011,4408081000.779048,9550948115.734509,2800066102.6858144,4373278153.565943,9509973317.49253,131248.13280789045,1022725.9707164334,4454383.961284567,2798020092.569963,4372389719.178629,9506288540.01523,19182927.157272194,33286550.571823172,52804869.31274557,56510.259332659065,486800.5914153855,1582495.0085666091,54271.823569590204,469790.81749114126,2899368.983460655,7489.483028102126,73889.32839520117,240209.34563236096,1610922370.9757223,1924475997.6260443,2402767545.209012,562247819.0811536,2173474644.2246456,6779237619.913435,241275496.49673298,296938460.7360127,359648329.7394368,968804.6801868184,1585947.0510630491,2570051.6252951776,16458939.818686511,28539144.187240362,47911515.99269734,1521212.660401423,2505870.745887306,3933633.2318886193,32095996.299401633,33671774.24299908,35524463.0748961,41800.41246498772,503177.7609695288,1782824.4310197656,31169153.417093758,33081223.099678203,34936008.25601311,5966710.372357649,6245618.953035032,6594181.690738838,10884.9,130469.5,487507.2499999998,5647666.840555018,6096717.236388923,6437443.648799541,352761.0,380841.0,410360.89999999997,75214.81818204244,81201.96555533979,87496.12480551789,2684812.3930661357,2818260.532923337,2970996.1740243724,0.001691453092683787,0.02077953735031693,0.0769879131377566,1.0,1.0,1.0,57187681.8462508,59840632.19959681,62841530.95848267,1,region_baseline
2047,2525688774.108521,3693556217.920283,6794791793.2356205,1729006752.7562213,2606243915.1355486,5277507472.566001,3858690.0107513946,36320113.80528278,152568650.75837627,1672291597.7224972,2560706261.4444084,5232750162.313619,834215801.5976458,1089865200.1391482,1538484289.7535374,1604152.4211242183,17639361.018022224,69558576.83839181,1407214.4400509042,13811664.872944912,82552993.85638788,235223.7153905326,2814972.506165743,10326312.072945835,1116458441.2794883,1242807198.5153599,1421223178.8978455,272491519.8490945,1125987455.0819576,3812706866.3900723,169547993.8348622,191408104.9561262,215357172.42126745,48944413.024248965,55736183.286272295,63883815.44319298,686830736.7614709,942111385.2651029,1391248752.8415294,76764414.916601,86371993.86851954,97975660.20435631,860272018.8597059,1131787927.9052951,1616714038.793163,1672291597.7224972,2560706261.4444084,5232750162.313619,860272018.8597059,1131787927.9052951,1616714038.793163,0.0,0.0,0.0,2796971912.1976075,4178518841.539164,8972979853.885166,2770393755.18629,4143495043.148299,8931698280.074175,133171.53367539676,1068475.0860912427,4616620.875198263,2769387792.6817994,4142583539.678176,8927963300.833174,19340461.017239757,33531841.28002023,53170906.290665865,63713.13287275236,554726.563569345,1847274.9476008122,41540.752052039,420165.07180878625,2689575.7655999097,8445.010918556934,85410.00512361058,279891.52407173254,1707596275.158124,2042372354.5665855,2548550682.7455716,425838290.1790281,1823964458.251781,6021767216.318182,255216237.39055875,313559695.8056226,381901236.89455,1010254.9209834606,1657769.5553612425,2686441.099824364,16474687.642091865,28578026.00050603,48047564.27751773,1590103.5497705939,2619353.6722539645,4111774.9860634906,32143422.314384963,33741991.785054535,35583365.488455705,44503.23932114937,534835.8105457474,1925491.26012717,31028397.057746008,33113459.66390357,35006864.41746857,6510529.634566518,6819089.35013731,7197256.769831137,12756.35,153209.0,573865.9499999998,6134172.798678747,6647474.474136127,7021465.343583484,352761.0,380841.0,410360.89999999997,78621.05838315542,84879.34464325506,91458.54637293862,2684981.3536474677,2818798.8396352995,2971298.112492617,0.00181582747207596,0.022401344158201313,0.0830251539073638,1.0,1.0,1.0,59625525.53556534,62385633.65420134,65581933.013372876,1,region_baseline
2048,2564098895.8312798,3604479686.108985,6491337324.176441,1733121649.4939258,2507270906.255046,4962619098.792461,3927758.7306602523,37970975.531719364,155685544.98162246,1689303251.9779484,2447759913.117256,4918545350.740138,840685801.7501428,1096892404.9394894,1548915943.605124,1813590.579037295,20327129.11330051,79963438.62115891,1182889.143072115,12462748.897079581,76933174.62572093,267416.1430712314,3200712.9280350925,12136707.684690941,1177197838.872765,1312303639.599785,1502443141.0123901,209062805.69815135,937713461.2928667,3415603287.528208,179232516.85906696,202394159.23077047,227886974.35015324,51064148.969746135,58150064.33778671,66650562.688958354,686917630.0288596,942829720.807519,1395303775.7200909,80089008.66651812,90112682.71888237,102218892.79999691,867061732.9014474,1140782519.3421788,1626748835.9432395,1689303251.9779484,2447759913.117256,4918545350.740138,867061732.9014474,1140782519.3421788,1626748835.9432395,0.0,0.0,0.0,2787213590.2063403,4006378463.095029,8436130206.392758,2760454622.860093,3963669318.234044,8394565498.1220665,137131.97681147314,1145477.1796918288,4791504.660110374,2759389985.9433575,3962725004.772888,8390776266.546733,19486166.639691763,33770573.59507848,53512634.26880277,71597.01397054576,626513.579296793,2100954.5263750455,31787.98799018732,388232.39622742846,2536215.0502438787,9491.036781256631,96641.56868403323,320969.9466635612,1799239725.4520817,2150971138.0382767,2693575972.580205,321432555.8009223,1524472911.8908942,5371708783.385979,269226501.14684117,331788568.19233495,404217373.3980344,1054008.100106542,1729565.9770306395,2802788.307051824,16480473.61073289,28609335.59399775,48160423.521173015,1658969.4211386184,2732795.386843451,4289852.047350071,32209014.623302296,33805325.83379492,35642368.93234124,47560.132468726646,573029.3594887629,2094646.6490496695,30935952.492048007,33148614.603351034,35099592.90973486,7078027.988548311,7416613.161315683,7826619.77758832,14899.85,178884.0,673035.2999999997,6638161.113658457,7219724.093688113,7637110.5527619375,352761.0,380841.0,410360.89999999997,82026.0615945585,88555.38827629261,95419.52897116877,2685194.2710215566,2819382.293523034,2971644.300378786,0.00194968584577457,0.024133600656881582,0.08953585235859757,1.0,1.0,1.0,62040532.52778118,64906628.355235256,68298807.10428599,1,region_baseline
2049,2614341180.426358,3527328835.12759,6209377383.743137,1765629360.4010973,2434013584.1899595,4672685369.708707,4035484.8780877935,40490850.591131,156660547.42263997,1727306955.2468112,2360215214.159607,4629226855.383861,847128627.4484761,1103754365.6824138,1558693826.7654827,2048328.238186191,23010901.722959556,91126753.14994544,941600.5088034594,11292101.411076732,72397877.9414945,303751.2068826994,3639347.3942170376,13872543.757617354,1232756408.9299226,1385048499.2776155,1583173054.8037658,158785725.94419226,774129958.5733554,3042876947.831883,188579188.17935163,213241310.01948822,240735838.5214402,53183087.95495769,60563037.8388412,69416269.71663433,686979748.7083023,943392270.7657329,1398707425.3388839,83412352.46396346,93851965.17687783,106460530.06114858,873920249.6697011,1149580100.9549427,1636195486.6537464,1727306955.2468112,2360215214.159607,4629226855.383861,873920249.6697011,1149580100.9549427,1636195486.6537464,0.0,0.0,0.0,2761577264.582298,3909730518.238918,7938303752.328227,2737154774.856412,3871762012.2659893,7896475962.020944,144865.3328970481,1240755.5773128532,4915049.736165126,2735957765.065787,3870230097.2151365,7892627573.537031,19598850.928783614,34004086.74397743,53834105.132595435,80301.92680610208,707004.8298091984,2379862.4348469283,25940.48873481634,339777.8208103621,2389071.146679981,10646.2135476914,108597.89175647972,357795.88493286667,1885758450.340736,2254823673.1141,2846236101.502223,240073353.71083912,1265795803.7131395,4789756058.585411,283406382.0359252,350251511.8743113,426489865.6576871,1097744.8292815986,1801335.4052922763,2919091.7710462166,16484824.771430457,28634569.229528997,48254045.13940475,1727809.400902251,2846194.4505822714,4467862.156738268,32247229.583900116,33881473.280534714,35710346.95171172,51249.54566891851,618249.5598734347,2265129.2758785025,30872689.23579956,33147781.71261149,35140742.97722888,7674571.98255352,8052420.584169049,8494653.465893328,17387.850000000002,207824.5,787990.5999999996,7171741.674079187,7824090.896727489,8299489.715962902,352761.0,380841.0,410360.89999999997,85429.78462182464,92230.04982172158,99379.0223528625,2727591.33222016,2887508.4383128937,3094763.115027261,0.002093412134220706,0.0256408458823243,0.09655714075400179,1.0,1.0,1.0,64485865.14530798,67465121.97236773,71125794.22043043,1,region_baseline
2050,2676833210.705104,3477417516.578559,5955933742.157978,1802332095.003619,2373331094.49063,4414863625.833134,4292754.223834855,41942423.22692285,159525700.41415113,1761441910.9592543,2317122845.5638366,4371863861.474716,853551257.1549792,1110486237.5860977,1567922451.1814039,2306808.5138140717,25862558.894341648,103546797.71084422,784943.8288038344,9912294.022816602,68093852.38348311,344056.5008349093,4111434.855845934,15685316.186799902,1292352177.912167,1455774844.537505,1665258785.6327548,120097039.13294147,636740171.0456184,2702190684.6273556,196772453.24581882,224435019.42510355,253581608.55080757,55301201.860823125,62975071.76843453,72180899.82432258,687024155.9363437,943832879.280969,1401564298.2330046,86734402.20700401,97589791.62092155,110700515.69980317,880808514.6236181,1158472439.048284,1645644732.0909235,1761441910.9592543,2317122845.5638366,4371863861.474716,880808514.6236181,1158472439.048284,1645644732.0909235,0.0,0.0,0.0,2788121938.8509293,3835327891.4108725,7486999569.880014,2761745130.475505,3796326634.91044,7444925708.226727,154203.47488194672,1279079.705182847,5144276.443832407,2761057523.8799,3794098543.6795206,7441007454.946303,19709372.074868504,34233438.32662642,54138691.91981948,89819.98452770691,793168.884793815,2734013.513715672,23617.02147294505,291820.11412149435,2254871.4457306275,11909.483955718511,121234.89077785416,418710.4554618432,1980163268.5133436,2375380940.2460384,3003213230.71406,178627689.38852856,1047340105.1627674,4281690990.946524,296923985.2414109,368321574.5198566,448907077.9606998,1141464.5281069558,1873076.8877407704,3035349.948419951,16488096.990676902,28654922.6042054,48331707.366263576,1796622.575530915,2959549.35862524,4645802.951971748,32281492.82076477,33932354.33221176,35814550.5655257,55221.1985797083,664821.840869461,2493325.6845897045,30800369.02202504,33168724.382906396,35204195.62818636,8301945.014312608,8714401.98896576,9189472.086584503,20222.45,238995.5,919526.3999999996,7704640.950352501,8456613.760611854,8977909.237784946,352761.0,380841.0,410360.89999999997,88832.18229636036,95903.28051549967,103336.97397415958,2727827.3940683994,2888389.6810126062,3095747.0879430417,0.0022477338060643394,0.027886290041034226,0.10412906374998532,1.0,1.0,1.0,66908912.91732931,69993645.09779789,73923221.79230554,1,region_baseline
2051,2744605867.7514243,3451019953.248072,5730981347.84687,1851129580.9703057,2336639858.4614134,4188499454.474052,4595955.6889082715,44526054.56352909,167293783.53687167,1799909645.8721223,2301561662.835888,4145777447.0266724,859958651.8663183,1117115549.6577017,1576689533.2046216,2591130.057281699,29288465.77134975,117365906.4921507,685319.40388713,8687192.876572384,63847806.81164374,388706.03412622336,4638185.58568918,17682163.633348487,1346747366.9841769,1522771540.1166158,1749200035.7984936,90492890.74607307,522015672.092683,2392859756.915195,204951492.35560676,235353477.69301832,266424673.3118052,57418461.27046024,65386132.62765154,74944414.61616632,687055901.2919582,944178024.638956,1403962199.2466254,90055111.75820318,101326110.13916877,114938790.83000664,889458005.6038997,1167878495.0223432,1655260864.361943,1799909645.8721223,2301561662.835888,4145777447.0266724,889458005.6038997,1167878495.0223432,1655260864.361943,0.0,0.0,0.0,2833153144.0061803,3817684951.630582,7082020519.658059,2806490510.0809083,3788466376.9070873,7039715019.234516,165095.71090895776,1350543.3950422343,5376054.2275606515,2802097803.8243246,3788031925.370165,7035712986.627857,19818195.03477621,34459464.20665646,54429202.464130506,100215.008152169,897610.4521478583,3098459.628145664,21447.483782843654,254069.45228770692,2113476.536544698,13289.351951936666,134556.04907449998,488509.6857774278,2072617758.540876,2499209450.282651,3160204539.532906,132465802.53931192,861376958.3895056,3808051786.58965,310128023.029913,386529197.41214615,471544939.31366074,1185166.5893927806,1944789.4280129266,3151561.2245511194,16490557.856182154,28671352.32349711,48396129.92224459,1865407.989330467,3072858.536671764,4823671.961765375,32315792.95047257,34009329.42695509,35938461.150603235,59485.63322600626,712445.3992972746,2647342.1929687145,30717112.019692276,33207188.82240969,35265012.8629858,8956931.105805872,9400555.928158507,9911081.515993569,23444.65,276506.5,1080907.1999999995,8260232.845187858,9111114.47913519,9675148.481548348,352761.0,380841.0,410360.89999999997,92233.20736483739,99575.02934290367,107293.32886606314,2728065.5958142322,2889254.8225736693,3096735.889665893,0.002413431960523093,0.030397125519090126,0.11400499942460796,1.0,1.0,1.0,69281339.0157649,72502867.67020842,76562291.57899787,1,region_baseline
2052,2809483744.2456684,3456544952.550666,5533825169.651183,1909456809.255351,2352793828.400606,3992328193.1775494,4941241.84591622,48028189.15848647,181901584.54904032,1833605921.577895,2285692683.887106,3949683441.1439123,866354328.8895689,1123663853.0601277,1585068688.55722,2914168.589573214,33157093.851405703,132727960.92303413,617710.8153949298,7589324.533711739,59419841.89598176,438133.1451974343,5220287.4362875875,19887981.920554336,1400737470.2585666,1593525472.250497,1833184590.6595469,67951501.116544,427418310.2554014,2113595966.6930387,212067102.287448,246531592.55369917,279655769.90285414,59534835.39580648,67796185.35612497,77706773.90660022,687078594.7935306,944448425.3507849,1405974836.71908,93374432.82956523,105060866.40005873,119175293.82101162,901449128.4329233,1177830424.6305337,1665185993.5064914,1833605921.577895,2285692683.887106,3949683441.1439123,901449128.4329233,1177830424.6305337,1665185993.5064914,0.0,0.0,0.0,2855813616.455715,3812741595.4405346,6796073667.533022,2833299194.7893,3776542535.8563867,6758337876.265852,177499.58826952084,1446510.1089130966,5663164.766528893,2832355814.3355184,3771471763.513172,6756697398.880525,19925682.22162738,34682825.46308435,54707973.99909986,111561.83350884652,997025.0068820883,3609920.90700868,17825.699656766254,222278.67612637335,1972634.7925758862,14890.071856763243,149847.64593028376,566109.1395367187,2165278257.009639,2616070241.9540606,3317143484.2541313,97945081.83375856,704451656.9558213,3378384821.1545396,323710394.85475767,403992672.1265972,494390037.7350966,1228850.377646892,2016471.9833030477,3267723.9095570287,16492408.579730524,28684624.56076005,48494409.79527529,1934164.64205993,3186120.337039917,5001466.599642414,32362252.020443942,34083084.58504136,36090522.3291703,64064.4493948963,767973.2928030968,2861261.740812797,30624057.668374773,33211075.89865666,35340054.66779034,9629391.453210011,10115654.584749822,10660380.464453623,27101.4,324303.0,1276463.2499999998,8811385.920274615,9781433.6206652,10391912.402956402,352761.0,380841.0,410360.89999999997,95632.81037135437,103245.24291131097,111248.02949736029,2728306.6970710363,2889906.907542594,3097730.2889057584,0.0025913452812295597,0.03259067705512357,0.12373085006348955,1.0,1.0,1.0,71607317.16802743,75014971.90566903,79171964.2494079,1,region_baseline
2053,2874937926.8131447,3482332462.5056844,5363306467.77538,1974376635.1873093,2368327899.372711,3824686209.3411665,5327924.193453156,51540338.907015644,193433917.04582015,1877248920.5905125,2297159524.7797394,3781901959.828265,872740771.9831992,1130148012.9408455,1593121694.7484853,3277834.8262722082,37424626.444354326,149791114.74048448,538170.7210696479,6659771.595302857,55329342.84320257,492809.1646187468,5842613.32310815,22322708.98747133,1452780978.9945042,1664650621.0776796,1918844040.6812491,50471005.93275233,349518258.3849815,1862718026.6839578,216928638.83541545,257750135.82969898,292917992.10930985,61650291.999395765,70205193.24295756,80467935.61825107,687094817.2753894,944660295.3755354,1407664085.1370277,96692314.85985,108794003.51427457,123409960.14069225,917324824.1389271,1186545934.0252,1675545714.3429432,1877248920.5905125,2297159524.7797394,3781901959.828265,917324824.1389271,1186545934.0252,1675545714.3429432,0.0,0.0,0.0,2933155001.3179517,3798722851.44164,6590125038.419898,2898622759.5035133,3767045524.927118,6552206348.197395,188285.23945459197,1539406.586267666,6015781.565298531,2897142315.4976015,3765752853.0650606,6550497924.878719,20032877.35560429,34904045.24145162,54974143.40362854,123940.19387926774,1093574.7040832124,4197210.691913577,16028.357202050243,191967.23997541342,1837086.0600487615,16737.328971208994,169092.86742613,641873.1624124489,2257089923.4164705,2729000100.957307,3474246572.2879877,72493148.79716016,575705454.412684,2990554002.4552255,337141264.351332,421311460.03026855,516506874.2221878,1272515.2274601737,2088123.4617134794,3383836.2340007094,16493800.46479486,28695353.62595108,48551858.28303205,2002891.486390179,3299333.0344801783,5179184.157363082,32443563.114347693,34164313.26535039,36243229.80680494,68980.84327355564,828295.0056561993,3091994.180374885,30523206.899738602,33225966.512938853,35439552.035359934,10325090.05486317,10850662.149040118,11446347.375565752,31244.7,374136.0,1490779.2,9371566.421354583,10473110.929556374,11133297.010768743,352761.0,380841.0,410360.89999999997,99030.93953178426,106913.86531454511,115201.01562845259,2728551.7827495127,2890564.4441735204,3098731.3797001094,0.0027823742815775553,0.03471224699357697,0.13270730305747666,1.0,1.0,1.0,73909734.63563287,77479013.47746427,81755717.28678639,1,region_baseline
2054,2932578064.4380655,3519028924.9968977,5217962895.450187,2030942755.2667425,2395153354.9571295,3683670748.292634,5726321.554882799,55761238.25992008,211718803.12822178,1921347492.8050692,2330607037.045804,3640516785.88119,879119724.5010176,1136581220.8170364,1600900390.3491325,3679935.836692024,42163139.88607686,171647556.9989233,475332.1228386942,5682066.067034839,51410458.72045873,553238.3043540583,6514583.059806482,25401016.035457484,1490515023.3661408,1738003908.650509,2004469658.8698037,37392182.740405306,285224823.93339944,1638310637.2533689,224057219.89222732,268151761.59834903,305778114.46841615,63764797.31090414,72613117.83168717,83227855.67301048,687106413.7830602,944803993.5348046,1409081884.6597304,100008704.88368309,112525461.8874717,127642722.18848738,934363135.7171613,1195869655.387127,1686451551.162379,1921347492.8050692,2330607037.045804,3640516785.88119,934363135.7171613,1195869655.387127,1686451551.162379,0.0,0.0,0.0,3031476326.00857,3859759886.366105,6431457111.676213,2991404181.336468,3829125976.9274435,6393360104.453405,198699.61456795922,1679468.4317344057,6431126.83264717,2989572573.5905275,3828008208.2386303,6391569182.308382,20139405.68400157,35123537.71055423,55233157.89721632,137431.8880284102,1208781.31251754,4870918.582149298,14394.04650969781,166447.78719489698,1707383.3808080857,18777.57455514836,191070.75622813578,726371.9073550339,2336581270.6694007,2834746288.476613,3631471453.6894193,53677074.36721444,469483392.2810505,2642012256.602296,350856013.0426077,437013596.8319501,539036078.3132569,1316160.4417839958,2159742.719427971,3499896.3443103107,16494847.287898507,28704032.576771222,48557949.294964105,2071587.4251926818,3412494.821709211,5356821.797913619,32483506.510180335,34227175.8092138,36396586.33928385,74265.51339894345,884659.8669786106,3340861.500801971,30397113.656623207,33246929.123417534,35538915.97942533,11044807.047938408,11614292.450397093,12259651.375403665,35931.55,424589.5,1719325.7999999998,9939843.604835272,11183274.596501658,11915842.428844132,352761.0,380841.0,410360.89999999997,102427.54059971879,110580.8379881492,119152.22415541156,2728802.40247045,2891228.986989163,3099740.720826978,0.0029874858630586447,0.03676833768508951,0.1423354604841644,1.0,1.0,1.0,76188594.81715491,79911668.3316826,84313551.82372996,1,region_baseline
2055,3003704967.4484797,3576985167.931391,5097649978.468764,2093693225.1427839,2426173628.5910225,3567258645.8290896,6111491.80816922,61573693.63723325,238579331.31478593,1951075255.540601,2374868453.530566,3523493276.894233,885492398.8831891,1142973787.9411955,1608448269.3922186,4124174.8020819454,47200568.25012025,195724239.33770302,403249.49089461355,4939047.929905081,47701652.845834374,619983.3638574263,7226372.260398151,29071555.19360612,1550170905.8921244,1809841706.5097702,2090029691.8005054,27639938.254396662,232340404.47259066,1438342547.447166,231241546.28428668,279316541.54585373,318604245.92961675,65878315.938066594,75019918.81884202,85986487.87576063,687114703.3325346,944905202.2510889,1410271835.7879467,103323547.39183785,116255179.06307323,131873509.11707619,949427849.162913,1214052535.8910544,1698004799.9979239,1951075255.540601,2374868453.530566,3523493276.894233,949427849.162913,1214052535.8910544,1698004799.9979239,0.0,0.0,0.0,3085430648.8232384,3934638769.2417,6315016272.096416,3055594669.9542675,3900380042.6199036,6276744735.363561,210955.1900070989,1805364.6209296435,7131707.0261146,3048678362.8806148,3894993850.172308,6274855490.710288,20245266.105750803,35341630.8414398,55487679.29687159,152129.62396159765,1349390.0103831957,5643052.581058383,11695.718292878299,143365.00103439594,1567126.07674567,21029.587192646344,213636.8254819864,820143.216227554,2395583695.5323935,2940777985.2523766,3788771513.8049927,39654913.72193259,382713949.73949134,2329982537.4224005,359497767.60006684,453974652.8921375,561466291.3558565,1359785.2900914666,2231328.5576943923,3615902.2978895376,16495634.607851753,28711057.545866102,48562733.66963549,2140251.3086453704,3525603.804642407,5534376.548022488,32513340.17225171,34296200.761097066,36550594.69416097,79959.14965007025,941858.1464065292,3624947.9028136763,30263684.85743678,33265568.839874547,35638113.71219062,11788546.72067945,12404506.60318761,13106567.644853793,41225.9,477005.0,1969444.1499999997,10432005.750746854,11903086.978299093,12725277.576606954,352761.0,380841.0,410360.89999999997,105822.55672337112,114246.09955489803,123101.58894351593,2729048.7685063747,2891902.754399359,3100760.5349660865,0.003209774294126923,0.03891400090212024,0.15266267566909683,1.0,1.0,1.0,78443902.81507224,82329100.02300078,86845470.68951905,1,region_baseline
