Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected,__mean_source
2034,3604547213.7696714,5409093445.88272,8018629577.5820055,2869516288.5818624,4496481962.702031,6816192798.742444,2721812.896606936,25827260.242923945,78727931.42686729,2850266335.4852753,4454967941.144768,6784025730.2497225,727439599.5140543,931091638.8217087,1241530078.2636256,174385.27204185713,1883733.4148659902,5518065.15639377,2550220.0998226306,23622084.468035236,73147616.24703646,25632.077049769552,295506.3470543161,798769.2365263154,291255131.46758354,324722099.9981419,361509019.9676058,2448196512.138915,4088787637.436513,6416845954.627054,44361863.53376602,49814597.80454697,55143947.9520964,21326133.413068254,24285453.788349047,27835552.35206069,663138221.4365257,870307322.0074761,1170697261.6876798,33447906.568549156,37634135.350242555,42690102.33540555,743333553.8925769,961910417.8367543,1265553557.855338,2850266335.4852753,4454967941.144768,6784025730.2497225,693988123.9913969,922413000.1960299,1253839602.2630606,0.0,0.0,183769727.40203065,4595737654.946875,7244826899.549538,12350973023.051296,4580851770.086282,7211881309.665482,12317013251.468845,114623.97646883914,1068706.2644262987,4762879.538497402,4580201422.874089,7211102633.690082,12316063466.746517,18171611.60880159,36989604.506866984,111136386.74266201,7597.337991634105,81392.05508760372,306831.1248903114,104123.94946110372,979221.9243350194,4417046.307832462,1004.3183409004617,12073.28501076129,44786.57920245478,447895156.0602702,532480765.10840094,656308376.3185503,3929801204.6728826,6585244450.233787,11539651848.58031,66916762.137771,81284346.82796293,99021497.41386524,492859.5085973042,902573.841794217,2881265.431905344,16915417.213774454,34470972.46102877,104921806.2511382,759519.5794723269,1367452.677465228,4365329.77017793,31514394.326569952,32782909.683200534,34275977.02789985,20191.18530844509,214660.30390272103,577794.163574623,31183674.9702024,32524236.249693625,33981001.868567474,1280767.2052271836,1333932.4334245804,1397534.6559275833,1085.3500000000001,12443.5,33029.34999999991,1263425.5911008418,1318748.5242544056,1380897.2974948569,352761.0,380841.0,410360.89999999997,34256.88605817188,36983.75598005515,39850.45567403672,2633606.8525646124,2743234.7865179013,2874560.3397441036,0.0008140122866779502,0.009452847789644989,0.02591700826706313,0.8109490639758015,1.0,1.0,26333561.66660973,27428039.691934682,28737493.53643354,1,region_baseline
2035,3773430157.553073,5743993949.997625,8706608914.243217,3039308081.8978343,4816692052.710417,7467004953.553153,3196019.9169791862,29536653.622094676,90180050.9251247,3008455499.3144107,4773341441.001696,7430049988.163476,740664757.8416976,954025509.6517783,1282433188.9668186,223130.8318618418,2408968.476046075,7133181.335270859,2975162.3965258426,26708913.422933288,83078468.25361231,32665.256609612086,376025.08718661254,1068824.044652039,349087737.2991758,389337550.4390547,433312605.16908586,2534709859.5683527,4334533595.488968,6985282319.935895,53170888.54314999,59719159.41460288,66135582.22676459,23454152.556545552,26708767.455606304,30613111.093119293,670840759.0455358,887710735.2675796,1210163669.4471996,36785491.68576015,41389441.52423735,46949916.0225449,758112172.4351926,989440038.4227206,1319437332.762705,3008455499.3144107,4773341441.001696,7430049988.163476,724938533.7845069,963449044.0408742,1299741015.3816018,0.0,0.0,156904198.15349022,4844758903.519016,7730202403.302383,13437598855.761211,4829625901.76734,7709034363.066408,13406339569.25535,129535.3834623281,1185364.242278454,4317718.390247879,4828886075.199329,7708126303.343901,13405361260.679445,18391422.279486366,33841156.49863044,100524398.66637567,9738.778672978231,93646.0103576251,350520.6033384433,114370.0456463484,1060459.1020533554,3939418.962434388,1278.6439735930041,13916.675503051385,50131.87939539825,536963059.1335704,637925090.9242349,786589775.1448678,4064041799.8708215,6975626692.680698,12470430798.745302,80194139.14274433,97465541.88012919,118495985.95097858,527030.884866507,935485.5936320918,2791716.7529793005,16822164.741395555,31582774.9163393,94518417.89038002,819413.3767991416,1435618.315311176,4232028.533442915,31559558.85158422,32843152.030470654,34389569.452864274,21175.657198603938,230837.82504874718,609270.602338454,31216752.565478414,32589543.670881487,34059390.24615073,1536501.8359945628,1600310.4866162664,1676669.5526033912,1382.9,15962.5,44324.249999999935,1514170.237878325,1581298.7572159132,1655137.3909682827,352761.0,380841.0,410360.89999999997,37675.19484934914,40674.16432548093,43826.916427990276,2633747.6444541267,2743403.556661088,2874826.797163373,0.000864485731647232,0.010107681603924912,0.028576500886797997,0.834516005248415,1.0,1.0,28966967.956274174,30171571.913107954,31611978.978807233,1,region_baseline
2036,3927903334.0144877,6043869549.647488,9312041603.494518,3188476240.84976,5098134589.551346,8071099966.504809,3708118.0544770034,33676704.31116203,103821920.00989409,3151941804.4611535,5060470734.387526,8011708737.765821,751945131.0141122,974620074.837193,1323962757.4792001,281329.8685548881,3047609.097250904,9081777.867901469,3429364.5928768204,29957094.72702123,95905028.53966013,41000.584611032406,471938.31008763274,1369531.7682018236,412043135.4345329,459370721.05067176,511483243.1955639,2601767275.6958365,4542619479.08003,7464606712.599159,62761414.50686204,70507892.4441647,78115006.89124626,25581648.523515183,29131485.34778076,33389986.96744409,675690913.7593367,900544949.9009318,1247222288.0612473,40122256.252962925,45143824.45091298,51208682.42848145,771143929.7972902,1012571361.9301629,1369199236.537154,3151941804.4611535,5060470734.387526,8011708737.765821,741386025.0584713,996009218.0817314,1360689568.7252038,0.0,0.0,128838795.9647706,5076285308.434443,8177596187.348106,14440790764.327343,5060939655.075141,8156000972.317717,14408677724.887224,145037.6584269517,1239424.5863199416,4216633.842824192,5060103061.401917,8154952505.931001,14407549918.980402,17965460.7061295,33381373.07249712,88239359.71067901,12080.994589975686,111842.88009091862,377352.0184803846,126541.58519800169,1093215.6170247498,3916294.1467868574,1603.5798416961554,16738.551101059034,58461.1288670961,633985886.4409392,752584300.8772182,928401800.0081224,4167668500.9156704,7290577145.483068,13303612590.91311,94646830.44490428,114933926.94830677,139669896.3154693,571756.9515323824,966447.5400206107,2646795.683114923,16457316.64650319,30975849.694816396,82623177.53622176,892138.5169573537,1518077.7529116287,3974064.579898622,31600412.673772786,32914782.91418924,34486628.83158557,22162.277449721998,249661.22357071738,648595.8791253406,31247846.43907701,32617452.69120699,34138396.480327524,1815492.3281327977,1890914.914327181,1981200.7878777795,1735.5,20290.5,58609.199999999975,1778819.3552467655,1867520.911983489,1954395.5253180438,352761.0,380841.0,410360.89999999997,41092.66324448909,44363.66537881022,47802.399563459294,2633932.3671981543,2743616.3189829458,2875137.5024778866,0.0009180896281013245,0.01079872019895495,0.03197805593608567,0.864619077895143,1.0,1.0,31600412.673772782,32914782.914189238,34486628.83158557,1,region_baseline
2037,3817285988.9860415,6035983594.09708,9549958918.3715,3089052271.0442142,5071678935.942713,8275455610.420715,4112248.0485066315,35832020.48250595,115403336.61910582,3051248965.7805505,5039241723.777697,8210169165.919228,761834563.8218939,991323375.9964631,1356052339.4162447,348237.0022461934,3795407.157455301,11324759.071790192,3461749.7192717874,31317126.882623136,104129092.71323495,50494.26894809496,586695.6544327302,1761866.8152216002,477310761.84086734,531334319.0871006,591241808.3769395,2425668784.76717,4453868277.164375,7577411841.781236,72755725.3579565,81571873.62201995,90448058.52369185,27708605.085724004,31553588.984706126,36166158.79339933,678936627.7412045,910996487.247258,1273586540.1787791,43458174.817766085,48897255.49234136,55466369.06791776,781213338.0449649,1030514109.7478638,1409373202.2615201,3051248965.7805505,5039241723.777697,8210169165.919228,763608603.4387264,1017723088.6271156,1409373202.2615201,0.0,0.0,102284694.67838037,4887116118.218354,8156800587.005127,14786795764.69266,4871581838.996423,8134392834.809012,14753951865.377468,151771.93740552414,1227684.3607188584,4414015.696809361,4870712657.142396,8133770763.97628,14752469374.12429,17960736.706072498,31978879.899249393,76337534.62429406,14895.531716384821,129776.96255918626,397223.9659004859,124492.01710818203,1112933.0439145535,3839045.75339875,1969.7033201549577,19736.54340330563,61328.66280812059,731971808.9872541,870843458.6214588,1076070031.2780359,3882699674.3891096,7112004714.496145,13473713506.737358,109378627.58026399,133031918.6050044,161591482.1326813,599688.3770113721,1005757.285755987,2357795.724130914,16151738.794710744,29916369.448748972,69956510.69114967,961165.4132202158,1553011.3608205384,3574769.7552332105,31635296.965700585,32969274.444782622,34584833.11602053,23635.645400749334,268024.52925952594,700617.5615720461,31276592.909095295,32668274.84185423,34236436.42680722,2121679.706597349,2213957.8229141175,2321716.421617498,2160.2000000000003,25384.5,74294.64999999995,2081782.4988767344,2184984.1838690257,2292303.7199490387,352761.0,380841.0,410360.89999999997,44509.265175602384,48052.230997025144,51776.87475599301,2682498.4137031166,2815699.873234758,2968987.206684838,0.0009750181856491134,0.011440898723435285,0.034772905513402785,0.8970660511025748,1.0,1.0,34244965.597313724,35684199.71715993,37432593.26390917,1,region_baseline
2038,3627276641.159139,5864528303.006895,9614660365.81543,2863881565.1168365,4870474121.991444,8260598696.882287,4157368.768792343,37139643.79338361,124787781.85920057,2839633185.077043,4845445794.33012,8180120623.022354,770729020.6732136,1006266600.4238122,1384203407.614428,423057.6003221709,4629363.450125972,14081132.80114595,3454455.9528495627,31085494.215088405,111767162.91762716,61059.52531182442,715455.5636376058,2225448.3969063726,541961515.1611713,603637620.7477784,673231319.3359303,2139384170.8646803,4184471521.224308,7529439357.260182,82763689.29524252,92622071.55082469,102716500.29647171,29835005.35246473,33975059.13183653,38941604.52469289,681240003.4286165,918011476.1374574,1294453163.196001,46793220.888785146,52649704.84156445,59722942.12947281,789454547.929693,1044580102.7849736,1446411904.274525,2839633185.077043,4845445794.33012,8180120623.022354,772497405.7803181,1038694470.5090835,1446411904.274525,0.0,0.0,70074288.04352114,4525205947.340398,7877828367.263658,14661021501.964386,4509140239.30102,7855095202.143989,14624790795.237656,150645.33584498815,1201149.5243402408,4320292.222896945,4508278589.079885,7854451135.378006,14623213118.89793,17830958.16138901,32206225.74140795,70836691.70501524,18086.842019659412,151645.34068859558,481289.8816403539,116132.92319078094,1035897.098285357,3737436.2437515776,2375.4899434245863,23192.898476624163,69311.94222950042,830468212.5733057,988563114.7503936,1223816289.4073374,3421952181.0691695,6664605682.721074,13171943345.440584,124090228.22107895,151147115.028194,183534198.36691135,621723.8074126702,1079343.711038997,2151521.088769972,16211081.752857303,29792283.669490486,64863028.52813937,998249.0623903561,1666023.790315002,3393989.76412325,31675867.18376638,33070546.7543071,34674014.85603361,25200.900184083937,285798.8879778838,756698.5038780353,31301908.88444868,32718318.647152938,34322265.90047114,2453980.0919000404,2564328.538078012,2695130.1069040834,2657.9500000000003,31181.0,95549.09999999992,2409050.980704019,2525120.0084086396,2653229.6536668437,352761.0,380841.0,410360.89999999997,47924.973510577256,51739.831888280605,55750.31044326511,2682766.5424234904,2815936.45711698,2969187.654178125,0.0010354776659869144,0.012159543615484856,0.03782098412430847,0.9299683526066589,1.0,1.0,36867302.42553753,38466430.225725986,40344417.257115304,1,region_baseline
2039,3406896460.9096146,5591482252.362846,9502197649.209642,2622471522.0035577,4589250200.23196,8121970935.97209,4055020.480855019,37521756.06036599,131801431.1344643,2586352765.2650576,4566427254.36962,8062576094.347466,778911585.2948191,1018324595.0062118,1410196831.4503021,506613.10931946686,5557315.4796511885,17533625.41891698,3453068.977775607,29979695.86696764,114898961.42910495,72773.05944984424,853632.0522982513,2771324.104626315,607215860.0513594,676743896.0206889,755469228.7799616,1810083716.396506,3808664460.1811304,7334281041.26099,92783304.55776289,103589136.86017239,114969168.28280962,31960831.737240355,36395875.76228514,41716301.20686563,682874624.9044166,923347210.1048845,1314051634.6807442,50127366.88335911,56401141.46376704,63978366.40895169,797056920.5832026,1056775312.013607,1476466820.9267316,2586352765.2650576,4566427254.36962,8062576094.347466,791553750.2711751,1053251165.3155656,1476466820.9267316,0.0,0.0,36741798.85324614,4126103241.523891,7445504313.691049,14222459202.251274,4109874062.6723967,7422487308.348,14185338007.800556,148749.6764369992,1179082.7102885016,4469134.462892374,4109026121.947977,7421834719.280735,14183738495.397635,18024008.684939757,32480683.32005146,63494102.76995801,21252.46974466003,179324.7535030629,544373.8740508369,104624.52557804319,950576.8479712692,3728617.083892571,2824.2964973579524,27108.056694798925,80750.7831671478,928510464.725028,1107132927.087574,1371587588.135609,2908593845.29813,6089271368.879593,12820961642.905588,138772891.2091949,169191364.24641612,205496659.78995305,666023.3427479914,1148460.2995276754,2083793.8071725557,16287622.217260532,29876391.394669697,58599431.25107486,1069377.060201546,1777132.1743145166,3357567.7740304093,31737468.348682255,33164423.871997498,34859725.68702064,26863.776460951052,307727.38809465047,838005.3351199308,31323091.54832067,32757355.57451675,34404557.95892854,2810173.151007984,2939421.1973671257,3086760.4751840453,3236.85,37622.5,122420.84999999989,2753218.077387003,2890384.2169353105,3039091.9311689916,352761.0,380841.0,410360.89999999997,51339.75999963151,55426.43755409375,59722.67376278212,2683036.9969063886,2816175.25680485,2969390.2273930544,0.0010996871310511667,0.012911792502579615,0.04203046874368994,0.9658335466525049,1.0,1.0,39484200.036763355,41232456.748538986,43268710.58553958,1,region_baseline
2040,3198481550.262144,5272043651.095593,9268787214.77537,2377091929.0640063,4267902536.624029,7883187417.09169,4125998.398277162,36772449.532204255,135341409.2753619,2342099419.0178585,4245928308.3652124,7827655572.731926,786584634.4057763,1029344334.0559156,1433041776.1839955,599632.6893056629,6658791.335352894,21799117.294149026,3218585.593841931,27773056.407190777,115198513.6623506,85740.71592513996,1004103.8527645462,3412219.619451354,672635762.1880461,749308226.5040078,838049060.4018282,1481782415.9719706,3392376491.2700644,7021713165.444453,102768759.68036129,114767942.72045097,127200686.50009365,34086065.92244585,38816018.016604945,44490224.93119281,684034649.963529,927440405.1516426,1330503408.5295918,53460584.072157174,60151533.03395082,68232605.23864639,804824319.3191845,1068201027.1673355,1502039747.572262,2342099419.0178585,4245928308.3652124,7827655572.731926,803193646.1591581,1066352404.6885657,1502039747.572262,0.0,0.0,936069.927348368,3758706623.0454984,6947227015.082735,13791757854.214485,3742395180.016327,6923958662.689383,13697175996.079514,143949.69078469352,1131363.6555492056,4509387.803604994,3741554942.06268,6923305815.685514,13691855157.032024,18229486.51944683,32771460.21278722,56273270.95875683,24884.591043859033,206700.6581724583,621550.6942286735,91958.50583212446,894216.5164200133,3601733.505035189,3296.8563234323415,31614.784715693502,92794.87836347031,1026451542.060463,1225435737.7214863,1519069193.5846636,2409964849.316342,5447966679.126245,12066525171.878305,153413155.10592034,187385792.1711834,227477333.06691748,710310.5373926663,1198961.2796311644,2181175.3783474956,16345283.629170334,29688904.1490947,52315208.62611106,1140485.2436148953,1841385.530987897,3387192.4163963683,31799190.483411036,33256826.34427478,34932338.09185903,28630.367516171027,329335.53669864056,939965.973647896,31343839.650871236,32810902.54376023,34483209.6833729,3190138.0427552764,3338443.7888885364,3504344.9587492244,3906.9,45579.0,155493.79999999984,3107055.1223392985,3279829.709970491,3448402.221102712,352761.0,380841.0,410360.89999999997,54753.59521857952,59112.01622809506,63693.93048588702,2683310.5373454234,2816417.0321820453,2969595.6860464923,0.0011678792376294716,0.013653913416269866,0.04665891665728033,0.998892143758016,1.0,1.0,42082023.054030605,43973127.65865169,46221432.41483533,1,region_baseline
2041,2992843122.176789,4970768929.2355385,8957349520.545248,2161231342.587907,3930301787.8990364,7572213494.399779,4006495.6155284964,35498551.51312964,140184661.08526957,2136424631.6943166,3911032844.9452534,7516253424.450453,793892841.0453048,1039537218.313523,1453243299.6682067,703038.1272302942,7763201.011824761,26767994.181086764,3082769.5248193727,25747428.526516095,114718885.23731484,100058.93461989494,1180403.2246128703,4162641.8196689603,738106211.8989893,821821902.3748603,922036579.2305168,1189812889.5831366,2971304390.359845,6612538339.411494,112407510.05720372,125913276.66619548,139481325.39323357,36210688.821931906,41235464.16015756,47263350.785821065,684857868.5007895,931046189.7466941,1344313600.0105693,56792842.52046374,63900845.87087071,72485620.41239683,812176818.9882741,1078764670.8563604,1523791431.8929067,2136424631.6943166,3911032844.9452534,7516253424.450453,810240961.6325861,1078764670.8563604,1523791431.8929067,0.0,0.0,0.0,3454552771.0339108,6439475390.429365,13034150015.33398,3438388047.568169,6415981089.778346,12954022660.486221,140403.8372986653,1097562.0629344587,4584706.295325558,3437554394.1874266,6415332221.4905615,12949509019.255777,18424894.604217947,32982170.265155017,54556590.36465577,28991.71530787348,243910.71205611003,737804.53873569,81625.27961132677,829540.3017552539,3571210.130412296,3840.3393397351892,36864.11039875451,110164.92819834822,1124284437.3309405,1343817903.75032,1663779905.7580655,1959360040.3566835,4797187997.284267,11168063720.082289,168208391.35065043,205570934.0526876,249474675.5816094,754584.9936154633,1267793.699324741,2134628.753318249,16388727.773888214,29830244.60497858,48632147.39123815,1211572.974027178,1956161.1661351295,3298495.8372672116,31861033.826834038,33344598.066176005,35002325.17854821,30507.14796600314,356596.205695597,1042785.689090379,31339915.90767756,32861277.575812183,34560661.86830882,3593931.442769687,3760214.874765151,3951041.1709654173,4678.2,55300.5,195520.74999999997,3477499.3544575176,3692296.4159420077,3882448.845058176,352761.0,380841.0,410360.89999999997,58166.448508697096,62796.53481110642,67664.04494780488,2683588.2492331187,2816662.868430337,2969805.1151532824,0.0012403010813159417,0.015040183181646002,0.05182810691269062,1.0,1.0,1.0,44656897.42474456,46684050.026149586,49055582.28314411,1,region_baseline
2042,2821794251.673976,4673270767.398533,8600302079.042477,2003006862.9283588,3631147618.156743,7196715829.2049055,3889312.638867557,34480845.68801735,144059254.8528726,1992307908.0188444,3611369424.6566334,7148250327.791883,800939621.2993633,1049386310.4649189,1471225388.682452,817791.6839874622,9023592.550790198,32187258.011253424,2925020.8758541513,23442706.34910348,112782500.8508059,116730.24959502714,1379288.521662158,5030723.428643552,803097989.3017077,892659456.0023487,1004916649.6166153,944554262.6270641,2564708937.5802317,6142828199.039653,121994850.31818423,136916184.15410465,152032915.48903984,38334680.54130502,43654191.53790451,50035652.80395084,685503373.7698427,934169236.7486567,1355906255.7498949,60124111.02591304,67649044.86697659,76737372.10612063,819251743.2612013,1088564899.9247136,1542516432.6959035,1992307908.0188444,3611369424.6566334,7148250327.791883,819251743.2612013,1088564899.9247136,1542516432.6959035,0.0,0.0,0.0,3222560402.907549,5957154694.622972,12229185704.361431,3206253315.631752,5933454301.344608,12161758035.653984,138225.63369473032,1073956.4451761544,4529960.935767753,3205413716.343076,5932810564.640999,12157977955.527561,18605261.510930054,33058320.782211665,55065663.976561464,33508.401154073865,285446.3146862094,869049.907955245,78920.47682314532,737877.3485147915,3404879.1007230897,4439.092801778772,42776.5785545821,129602.25013976266,1222107748.588706,1461756627.5671282,1811289768.8062198,1569937041.3961692,4171862741.7671194,10293820751.621798,183009352.12387097,223831611.86319762,271487012.912528,798846.2968423638,1342158.0212099468,2132650.0384027665,16421464.169092946,29689823.124585412,48865134.01547245,1282639.5857921373,2067673.0703405836,3273178.8957316577,31923565.5980352,33400624.742097154,35115615.608322166,32500.99804273306,380689.9914904741,1134238.4206852897,31371930.591489147,32928986.030609682,34617785.482143134,4021525.2555066696,4206820.189879952,4429046.241547978,5564.4,67374.0,237564.84999999992,3872193.1253644843,4127221.43803778,4346610.916250627,352761.0,380841.0,410360.89999999997,61578.28791295023,66479.95880229355,71632.97997345902,2683871.682773614,2816914.3154422957,2970020.064438851,0.0013175771687675985,0.01619175343313197,0.056921375642020454,1.0,1.0,1.0,47208826.198169135,49373119.82240084,51860438.318070725,1,region_baseline
2043,2690386384.390004,4401047714.10113,8221798355.947478,1856832904.979352,3361495454.374589,6791062681.095006,3837797.6279231445,33955361.3433911,147099972.03503835,1847066757.8857484,3327502609.4748774,6743171456.535074,807798893.2035784,1058547222.5997515,1487343968.2841058,945033.9208504473,10360147.674019001,38313366.50522926,2749729.2256713826,21272183.134930264,104398990.00462225,135631.00007957066,1595248.9027933395,5988679.349125439,867288981.6322529,963504156.7566773,1087041975.4547493,747973889.0836337,2197329933.6961985,5655879509.350397,131525854.39345378,148045601.12438577,164614609.48410833,40458020.3358072,46072176.52644192,52807103.90885956,685968686.6101931,936612955.7063272,1365637363.2097275,63454357.05242765,71396093.41408375,80987818.79349767,826102254.3869462,1097996250.7550383,1558745266.186989,1847066757.8857484,3327502609.4748774,6743171456.535074,826102254.3869462,1097996250.7550383,1558745266.186989,0.0,0.0,0.0,3055309084.804346,5508140247.541088,11449736480.9937,3031499323.356232,5476526654.065183,11409870139.48461,134609.4204048615,1030153.8563553119,4545886.388443381,3031155131.1634297,5475251954.413515,11406350121.212427,18773860.56555706,32979338.469132785,51747605.94891163,38477.665227014026,328537.59740589355,1016971.4142270281,75659.63208115837,653203.6251782412,3286884.1152024986,5097.942930242891,49744.65228121622,151471.39372763998,1320716307.2533581,1576188592.605979,1961738588.4167855,1243470774.5320652,3592077967.9341364,9373926443.720634,197800946.62268314,242347673.53694034,293512519.09549576,843094.0147788269,1407621.087889965,2231482.4270957694,16446135.123624578,29203396.425494693,47289049.547571056,1353684.3848111804,2170167.8530395073,3406422.4219508786,31986484.08424876,33463378.976817623,35280703.20210867,34619.22963594958,403137.40162542136,1271243.778580082,31378050.98046779,32953337.855500318,34654883.39684862,4472925.291534746,4679158.878469987,4933809.942257734,6589.45,79388.5,291209.74999999994,4287162.128514997,4585548.790770737,4833394.173278406,352761.0,380841.0,410360.89999999997,64989.08010833572,70162.25222612104,75600.69679876388,2684163.052043703,2817173.5869823974,2970242.7475003065,0.0013997397698391398,0.017115910405753866,0.061384958572324434,1.0,1.0,1.0,49737814.35774921,52044637.08440687,54640058.71397541,1,region_baseline
2044,2599620203.1858172,4165002733.1865253,7839524033.158998,1756514430.8561616,3121625217.9993935,6385819151.399034,3815240.8919947725,33540862.163968854,148125497.09233934,1742414888.5399864,3065576312.2437553,6338660892.036621,814523483.96154,1067131137.795528,1501897823.6608248,1086031.1851443495,11967828.53938045,45752669.48410597,2486546.3147003,19244924.564235225,100300733.22029255,156698.81156595494,1820383.7565232788,6914036.349913229,930028558.7109671,1034089489.8972703,1170428978.9304411,586817644.6666378,1875345635.8535764,5166852751.562917,140995315.65254816,158970365.41839722,177463832.29831582,42580686.56560617,48489394.483086735,55577675.8555451,686301346.5925323,938525385.6194341,1373805772.67509,66783546.66009576,75141953.32447386,85236917.15647137,832798137.7117668,1106203439.485179,1573955950.521704,1742414888.5399864,3065576312.2437553,6338660892.036621,832798137.7117668,1106203439.485179,1573955950.521704,0.0,0.0,0.0,2899152637.13303,5078048606.014705,10801632142.718859,2880004296.599159,5048941056.027935,10761359516.183146,132089.48620535398,1013378.0265668242,4546280.036480593,2878256563.2008786,5047951675.148916,10757778066.336111,18933248.847642098,32880498.939997494,51982838.87161273,43939.72606392329,374976.6220968348,1183429.4683789557,72012.89928252342,571947.8876012104,3083294.099458193,5822.229751690964,56970.64626353138,179310.1779929711,1418910436.237771,1691477225.936405,2109463982.5842612,965477592.735939,3067907020.6521635,8469484067.530386,212426113.33822328,260917555.84589487,315549282.0149143,881010.8140443191,1448753.5305763492,2348559.1488698646,16464730.221219607,28873494.882523514,47542776.69028341,1424706.647037436,2280615.312255629,3577164.196925328,32045194.17043507,33525276.54245419,35406377.94540219,36869.614323771784,425966.7256763754,1424575.8296602652,31357957.23052522,32993635.31367342,34756116.582843505,4948173.587258435,5176103.334391328,5465263.354799496,7826.05,94860.5,347453.54999999993,4723919.037329756,5067257.257369172,5345767.396454411,352761.0,380841.0,410360.89999999997,68398.7903340625,73843.37755481672,79567.1549870796,2684465.5195087013,2817443.8452028,2970476.326322326,0.001487034454014231,0.018404913691168957,0.06619858200970576,1.0,1.0,1.0,52243869.6244023,54678475.6189964,57394505.49371182,1,region_baseline
