Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected
2056,938349417.9415791,1127999668.8361824,1526947602.043139,626121512.6745393,757417964.152737,1011100473.4837843,1980809.35068684,20188389.028330058,85425765.44382332,564343611.5575244,738027350.5799578,965359426.0256695,284653735.53015083,375109837.9457668,510516652.58575046,1631112.7733889786,17560191.832118634,76750089.38758102,59269.6891030437,754704.379706063,8339724.130644594,120057.24876061227,1312671.2908711792,5819787.770620883,498490469.05411404,635642469.0609705,802465225.7932775,3230246.770002744,32415628.26299286,233694297.74783245,38472697.65347075,47457823.3168942,58774873.43535919,28980445.25537513,36446207.616024524,43925646.61710739,217451844.37429342,302445731.31247294,442089212.5578092,29229626.53547951,35572579.46089411,43524524.44495537,309042207.1137723,398493508.78972846,552673158.7327255,564343611.5575244,738027350.5799578,965359426.0256695,307643773.06883776,397824540.7923195,552673158.7327255,0.0,0.0,10151742.069271028,911326972.6753677,1214610774.531076,1776607017.415989,896624414.5845504,1199128069.845192,1759451042.0125017,69908.79832873063,629934.0613880889,2839239.8420967585,891785067.9768363,1198735494.8573709,1758606306.989421,6468321.690952535,11469854.446066277,21428986.021593824,58575.900214915186,561508.1789177614,2369911.130419477,1626.183199502501,22332.192870017083,274856.4454943907,3940.994097049386,42434.16866217244,166599.0526132897,768553485.7313646,1035626667.6573896,1399781950.7282307,5375780.886286238,54085863.39733596,343910375.8344339,59438731.7897417,77287291.33473596,102063661.68286856,627972.9493836713,1121806.711161451,2149345.7556619183,5028497.619240047,9380665.935537407,17947877.10064439,628152.533739959,1111875.7482254405,2190841.552804347,7318733.310901399,8591717.463699944,10093736.57992502,22496.088779024012,245273.72172724543,1019740.4148338133,6848128.359006843,8240880.824708439,9771025.381764114,2824052.9871833273,3293974.6804498117,3886782.084174187,12347.4,135712.0,581229.6999999997,2492864.2519935244,3125468.9677580614,3731901.7227785145,143361.0,171441.0,200960.9,44385.02185892511,53078.67922598182,62218.134215646256,614122.5507435533,722372.5539558083,853745.231662497,0.0034504738766009185,0.041299152069797174,0.1637946701606671,0.9818717984284371,1.0,1.0,18084203.81278005,21128743.384217046,24877204.173623655,1
2057,961923020.7024087,1152487892.4925075,1536159454.9256165,644206023.890671,777717789.9635646,1026256975.5987221,2166201.651981265,22128691.330948897,95634548.7831229,573446119.4522647,754795927.963943,974481543.7915057,286454608.0658922,377449841.3413068,513076279.24874467,1822454.815484756,19354184.859146535,86088445.86788508,48137.01345098982,653684.8616687478,7809046.456129267,134117.40337788212,1480596.5752039058,6488329.452153954,512852887.4498841,658422618.628969,835009106.9844556,2393693.2482824926,26279055.286042497,204979480.56637222,38865746.02835894,49081104.07563271,61105644.278066374,29880423.385189973,37578032.52347758,45289743.025737956,217456156.8358305,302465560.48695934,442215661.8657481,30137342.907425456,36677274.13531314,44876164.13737128,313681136.2773905,403818530.0375346,556790058.0406344,573446119.4522647,754795927.963943,974481543.7915057,313026748.6213431,403328788.8510215,556790058.0406344,0.0,0.0,8682.962936506894,928996345.3291223,1243682198.1004462,1787439853.677122,911462468.3697962,1233101305.066928,1770822289.6764333,75588.86671164355,683282.7602922024,2966973.4301033877,910164947.9075555,1232096590.349343,1770115581.2491539,6505764.135585835,11455507.659020318,20799760.86422844,64823.84400640059,613918.6885899747,2517723.4338535354,1313.5431582604872,19307.175511924954,237248.383936203,4312.936051068949,45111.46197937173,192361.5347931769,791540307.323974,1074015938.9881089,1448615500.7891438,3982331.3327678638,44031133.78416548,302394711.88235116,60503673.825294994,80272611.68009153,105716856.40407327,647474.4413580158,1151322.7421857452,2165741.94836296,5028694.207185531,9307331.818655986,17188789.26110179,647659.6026470142,1140827.025732773,2142486.9959369614,7331159.224341551,8612636.677969825,10114496.687545992,24212.977768931258,262790.4436048722,1113908.7252752688,6791750.018977561,8231302.4474272905,9781206.413520254,3002938.446599027,3504938.2208766174,4133875.6754515935,14106.800000000001,157031.0,666603.5499999996,2640254.464808918,3307683.7569890306,3965130.8356915475,143361.0,171441.0,200960.9,45763.38401355687,54727.020031027976,64150.297768640005,614234.6593877679,722469.4007667522,854553.9779713646,0.003709610980090226,0.04402486699937583,0.17663970690158867,0.9999755136301801,1.0,1.0,18599972.10977625,21711656.227637418,25572189.100861166,1
2058,982377539.0464453,1177916063.116666,1547124051.9422495,662933824.7879839,797387176.850533,1047047540.8656636,2373790.24046447,24054257.562819347,106493036.89612785,587076308.5609759,774108379.360803,988807223.7400429,288252977.963874,379784635.63698786,515608500.87504023,2033271.6515628046,21464354.571051627,96373073.4218257,37743.966637125144,569771.2970042143,7187458.179978735,147144.29530672618,1650072.5207869154,7329856.879912982,523196883.14715284,680245862.7688227,864424553.9545249,1770372.6124958564,21266958.90669965,179452429.58923012,39972112.794675276,50731535.00149422,63306790.765403524,30779931.12551127,38709265.86261651,46653126.465244554,217459369.1395142,302480936.0894215,442319525.5616844,31044584.845348686,37781391.421514384,46227097.37138636,318105772.7760773,408154866.8557534,567732234.6357359,587076308.5609759,774108379.360803,988807223.7400429,317432424.60186785,407741750.4262122,567732234.6357359,0.0,0.0,0.0,939237429.4119332,1272494370.5845313,1802687969.5091763,927468648.6920531,1256415410.0442553,1784148084.8696623,81980.5952759178,745867.313436468,3372768.4735103017,923133941.2289104,1255917833.6274095,1783138418.3578334,6543096.522577343,11510662.855438057,20557545.177880477,71645.84570209359,673782.2783662775,2903027.707897479,1060.515589626068,16941.524280547477,219818.23989499276,4713.328819827539,49034.49775396865,221732.69136292388,811318794.1606921,1107879874.544726,1496212911.8514001,2944266.3164721485,35545255.2738893,265566958.48614624,62770877.667224936,82657730.21392643,109613798.65607145,666965.7405325252,1175919.0141558477,2050890.267858201,5028844.062702172,9277196.091877123,17164083.016861632,667156.4758393518,1168229.221814057,2202557.880456849,7343606.238485923,8636338.495596938,10135299.515977766,26057.25496402712,282147.5442867322,1203923.8232797852,6724221.512157862,8224612.415886121,9790146.184716605,3187280.2802734817,3723184.631121589,4388511.626227338,16086.900000000001,179352.5,763101.9999999995,2760879.6753851315,3501747.6272835415,4203635.532963525,143361.0,171441.0,200960.9,47141.025742820086,56374.49930158703,66081.45144216552,614368.3785645766,722587.8199044135,854880.544032316,0.003988210155877749,0.04696153528304183,0.1904921351482681,1.0,1.0,1.0,19098007.122122437,22288472.71280215,26260040.645878777,1
2059,1004450516.9074799,1203033712.6931705,1545245342.7568116,665645008.1117284,813792054.5065284,1059557365.9229884,2587694.100226318,26503696.40879435,118643424.80987908,600320381.8385093,791604553.995024,1006565862.3533678,290049195.7623954,382037978.1257986,518117914.04346293,2265716.5744733373,24089451.39062211,107749645.00914651,30055.574401701528,499372.22995490395,6598564.634740753,160695.63321607147,1859863.2771295095,8273582.887252691,534616775.523023,702461086.6893799,893474184.6130916,1307212.3511494405,17183193.834856592,156903317.8037182,40998410.20799992,52462284.1344462,65494238.15375999,31678950.19091532,39839884.63744031,48015769.22041948,217461761.95614266,302492858.2158268,442404880.33239716,31951333.906602755,38884908.874718904,47577296.68488386,322720945.5269286,416021685.99783945,572258201.1385862,600320381.8385093,791604553.995024,1006565862.3533678,322146385.01711124,414776455.2274544,572258201.1385862,0.0,0.0,0.0,947166092.8731041,1298728472.4556773,1821563774.5893648,933048808.8678215,1286478698.374732,1802938300.6537073,89123.90445149309,825918.6257834958,3831126.365636207,931955848.3548057,1285649834.8683522,1801830078.933592,6580338.015921753,11573342.117973302,20280908.538284358,79084.70489223769,745777.9255135224,3343103.976498867,856.2590231253301,14857.817668206073,203471.4939504673,5161.256333633464,53862.68765288846,252709.77121682526,829512254.1390823,1143059321.130573,1542700346.138234,2161939.5990993357,28648417.706774313,232977218.51337788,64845525.37984531,85204554.22121798,112994959.71112391,686446.4506830783,1210265.2122934074,2008950.9968831872,5028958.302734221,9278595.983935842,16395532.908975182,686642.7569795405,1202350.8167874292,1955949.7879569908,7356074.389172002,8656261.422184967,10179413.020299029,28038.449224430122,302420.1727520509,1300118.6509213978,6680677.572329109,8212300.353846498,9797750.005712857,3377094.0363989724,3947963.078746941,4650702.976037688,18311.850000000002,202923.0,872051.2999999995,2886447.761553307,3696247.6433068933,4442913.454514134,143361.0,171441.0,200960.9,48517.91904166091,58021.08354727845,68011.55597923642,614532.9250319599,722737.0280471779,855167.603771824,0.004287733099862875,0.05057426401826276,0.20543096624234936,1.0,1.0,1.0,19590219.355957035,22859215.59420371,26940780.798988294,1
2060,1026525923.1670904,1228719770.9072118,1561905152.4717305,684175948.972397,834779420.8935766,1076937590.8576834,2813995.956123268,29270909.26198986,132210414.9529991,602208232.1390152,809208238.3734989,1032922309.9784225,291843514.4542176,384280476.86850667,520608287.5407209,2521773.7506503225,26761302.312862113,120326953.80861449,24218.298573661414,428899.7453247617,5937029.702927063,175281.63768329745,2062454.919321156,9241552.232887583,544756414.3592426,722282506.3653771,924203971.2304889,963957.796458816,13863240.435959587,137029752.76326483,41375592.60175279,54187261.21986836,67668085.35778624,32577461.371798888,40969864.68968703,49377642.175276555,217463544.34408903,302502102.40689135,442475060.68950623,32857570.71641534,39987802.9157466,48926733.22776028,327216518.93714654,422400341.5044025,576500843.7889773,602208232.1390152,809208238.3734989,1032922309.9784225,327171999.66485417,422400341.5044025,576500843.7889773,0.0,0.0,0.0,968062155.5022036,1325067992.8751495,1842934930.881982,953834287.7024391,1314691373.3919165,1824869033.4696152,97081.2848494321,887717.1516403423,4323515.242982517,952635192.1030871,1314021658.290196,1823748677.4218242,6617503.368400621,11640637.140640512,19673527.3152097,87195.13421658454,801392.2478542817,3845404.141634833,691.7669613207925,12903.21222753072,188190.64353794148,5668.646646256764,59357.167420313825,287575.78313710284,845949998.6117722,1181553213.160674,1589733227.423345,1581718.8656926444,23056571.604420245,204200869.81767637,65597416.0926984,87806275.78882839,116460579.19375342,705916.1555596453,1234256.7947586877,2063166.45742396,5029045.397904114,9244609.527177142,16063697.268528376,706118.0296985134,1236453.1353843943,1998649.980316411,7368563.712298151,8667834.888737723,10231858.365159243,30166.842350169693,327605.99890697177,1403892.936706412,6627650.554433502,8204874.256294602,9803915.964654692,3572406.6653771303,4179294.510559823,4920467.767292392,20727.9,229796.5,1004502.5999999995,3002862.282906043,3887075.3690243335,4687097.490752335,143361.0,171441.0,200960.9,49894.034489597616,59666.73758505524,69940.57013874469,614741.4655107799,722930.191836162,855499.0914218525,0.004609751290487465,0.05401022285061824,0.22670308436833758,1.0,1.0,1.0,20077289.90686627,23423917.189347796,27614441.1107016,1
2061,1048898581.0589201,1255471461.335816,1586749862.9186876,703343261.2344248,861339644.9916825,1099108101.1109183,3076993.5223327195,32143162.323453814,147422938.84537753,604865704.6697309,829782415.8339578,1058090269.6052507,293636113.03683805,386517493.4396094,523082708.8122221,2806155.40656026,29364157.168964535,134518466.7385947,19536.958611626258,371479.50300144416,5310258.531924163,191932.56571461694,2244298.255624894,10315598.507289322,557598404.8812397,747174376.7942209,952218265.2642678,704875.1785513366,11138908.751596563,119195315.88536055,41916967.40551892,55864613.916848,69878050.04946764,33475444.477561317,42099180.62737882,50738714.726932295,217464872.024823,302509270.0640344,442532795.0141769,33763274.91058183,41090048.76127409,50275376.67659289,331122129.6475539,430914872.1726965,586204629.8230466,604865704.6697309,829782415.8339578,1058090269.6052507,331122129.6475539,430914872.1726965,586204629.8230466,0.0,0.0,0.0,978098861.0132554,1355642818.4521427,1869733222.9793248,964312716.4062623,1347203790.4980912,1852867903.5369298,105988.21647053436,956528.6944344102,4505125.106389537,961106101.2303624,1346006316.3654995,1852267880.7043717,6654603.879562144,11691432.078607664,19767400.834514577,95343.14177045177,878812.6608766487,4173919.619193354,578.8656981382497,11348.712972423546,173778.82818037292,6222.860559035996,66084.91475733541,295707.2135594208,861015289.8491594,1220280621.4151082,1643744108.1673827,1148099.584800001,18431651.30688384,178231933.8633991,66951558.30654256,90286045.07934797,120326681.144505,725374.4176551094,1265324.1511598064,2120036.7151152557,5029111.802849974,9127723.143786795,16064106.316762099,725581.856364038,1251802.549210384,2053741.87026368,7381074.243823716,8679859.522503812,10274390.072873663,32521.638931704696,358994.98475847824,1518113.3639406213,6569630.733881881,8190526.775279228,9809825.532091191,3776848.032957797,4425411.507560629,5203954.012845672,22940.75,259280.0,1157008.5999999996,3138132.5030188197,4081488.7354514617,4945451.387790906,143361.0,171441.0,200960.9,51269.34116370119,61311.42443513993,71868.45057347842,624262.8600276951,739549.2705591857,881493.2506735431,0.00495595423424913,0.05794928147431502,0.2502140682164543,1.0,1.0,1.0,20567840.39247756,23990214.5589448,28295680.081766807,1
2062,1074000008.3062785,1279880513.5157845,1612121783.8863473,720295160.9527215,883073218.6684427,1122423214.156777,3362860.905545085,35292705.959721506,164357974.48895627,617726637.6678886,849206851.4687636,1086848270.013041,295427114.204247,388749829.9201498,525543704.36209655,3046841.6008285084,32425445.54170417,150484446.35968083,15858.442608245452,332207.157247658,4744738.2887625685,210074.37778200832,2471070.324210814,11502037.22142566,569145130.0168122,766180022.2612069,986396372.591069,513981.8115581375,8934135.605561404,103545694.94556658,41709887.93399249,57615830.171515,72064856.95050216,34372878.27572135,43227805.74825447,52098954.6933253,217465860.9930211,302514827.54685974,442580316.5293855,34668425.074058674,42191620.34910256,51623195.143201865,333996531.15548825,439258429.1013958,606003548.2459935,617726637.6678886,849206851.4687636,1086848270.013041,333996531.15548825,439258429.1013958,606003548.2459935,0.0,0.0,0.0,999024578.9879074,1385888350.3795562,1916942056.284726,989188283.6622949,1377519061.5125294,1899988413.0976846,115891.73974085013,1078499.55085999,5101910.010856212,988846107.7674819,1376188375.416656,1899330439.7651951,6691648.142631047,11760217.992913624,19570103.20618987,103674.07586478346,969806.4580287079,4732057.1368980985,492.7635254447151,10023.170357818391,159779.7546385507,6815.755278928541,73785.33805072142,320796.663849441,873898545.8150913,1258829852.2354417,1692968429.1552055,832277.9182200134,14736581.429250572,155396759.1394419,67076861.02660782,93023128.28398585,123695740.689621,744820.7768859984,1299245.871292309,2135510.895450183,5029162.436332166,9128282.294305027,15914184.723376062,745033.7767610697,1285361.772510236,2098628.9931289647,7393606.019769122,8701905.109704938,10299209.086515576,35051.14490381411,388993.1280656554,1641315.94032244,6497906.2563428,8190150.04676023,9820552.854284478,3986839.963122813,4676998.151825322,5495155.15294537,25980.100000000002,289660.5,1330639.5499999996,3256143.8500974462,4291028.013945419,5207442.220479621,143361.0,171441.0,200960.9,52643.80654534963,62955.105209515044,73795.15169941165,624311.8270613819,739718.4176817136,882376.3151996128,0.005328158330527372,0.06241319567580925,0.2728235243716412,1.0,1.0,1.0,21053050.85967174,24550279.7287285,28969586.90944347,1
2063,1100548573.715266,1304437879.4709225,1632351050.8442717,739493817.7635622,908653288.9571879,1146890401.636342,3673134.907885984,39001684.91345146,183184619.59830356,617483454.1915984,867814737.7076412,1121432483.2428741,297216597.6257867,391002273.6823633,527993338.7267261,3293608.2403502865,35973900.07071695,168158418.19987383,12859.075582676096,286509.2805917486,4364448.993250182,226860.75486291104,2760924.635646034,12811958.858980281,571473911.1897796,786380985.0628673,1018005759.1142837,375689.97570670355,7153340.877199915,89796339.64040415,42063106.73227323,59295046.15780932,74232268.48878244,35269740.42664126,44355711.95767748,53458328.21427768,217466597.65280172,302519136.49309194,442619453.8398459,35572998.67512622,43292490.25803363,52970155.07661521,336972443.17599374,446900846.197691,614769978.2646487,617483454.1915984,867814737.7076412,1121432483.2428741,336972443.17599374,446900846.197691,614769978.2646487,0.0,0.0,0.0,974499822.9971199,1415239806.5564656,1960079025.5737743,964217532.3214825,1406293396.0059867,1943613497.383517,126492.0297321402,1186934.7789550377,5808347.696339546,961101041.720427,1403020017.3338294,1940858451.0307925,6728642.626660644,11796744.693042293,19708402.31732791,112619.0176198038,1057905.7758010137,5401272.843628844,419.18694272175526,8702.845611986228,147154.41719679732,7396.020715014485,81415.73711014783,364621.5731137148,884366914.0272322,1288599674.0444074,1745356342.623602,602617.3750085733,11823450.229080614,135352275.40323576,66993099.72437513,95733786.68098333,127028595.79429208,764254.7491780322,1320827.975194342,2191230.957053496,5029201.046933746,9128731.85340753,15916293.32021009,764473.3066768952,1308363.8204925423,2153386.7267601914,7406159.07621598,8724267.109346379,10327286.90476027,37768.331383959274,419712.8446238207,1774207.3959213095,6409320.067663466,8168041.724971768,9830527.928070387,4202384.640622634,4932904.510279972,5794074.917710036,29121.550000000003,324262.5,1532866.7999999998,3283246.1329254215,4510406.2396059465,5472187.392730069,143361.0,171441.0,200960.9,54017.39642025466,64597.738992368075,75720.62555556362,624362.6422348304,739845.5024850424,883265.5013262287,0.005728316402239464,0.0669994015435307,0.2978740028597873,1.0,1.0,1.0,21532921.631289132,25108071.30448263,29636160.98128763,1
2064,1120643560.6642535,1329030489.0176468,1662437329.5788689,758222709.9576911,932007716.6045913,1174289182.8109055,4009587.0478021284,42828964.544746436,204089543.03740332,616660003.9666429,890046006.2491081,1138701223.041579,299004609.9001726,393348596.98422265,530433295.82446927,3590737.612029802,39717764.285863,187662333.165785,10416.99064239161,246069.16451394954,4014159.6899969503,245683.56852419546,3055522.292654491,14367852.101857115,572649303.5090493,808235443.9415679,1048299625.696861,274360.68569420336,5630840.116604625,76561206.25793982,42536614.54435879,60995653.35456402,76378594.33789083,36166007.413502276,45482869.68057226,54816799.64535876,217467146.36711743,302522477.33148134,442651704.8182009,36476971.99476208,44392629.62191645,54316221.15790162,340243455.05466616,452463404.27584887,638171529.9816303,616660003.9666429,890046006.2491081,1138701223.041579,340243455.05466616,452463404.27584887,638171529.9816303,0.0,0.0,0.0,975483085.1903521,1446918193.0159607,1992750190.1652625,966313460.0335414,1438568108.7415736,1976205612.917566,136406.07863313594,1293367.9830977097,6609219.038227675,959314114.1025056,1436484172.4117398,1973180088.5712762,6765592.130060148,11857327.901570205,19763353.60944149,122221.42683673395,1155738.7648274563,6157815.265158308,356.306328845264,7402.813712740733,135413.87881662158,8018.057649877769,89503.16548704814,415262.1190974897,892164591.2592587,1317303318.8059263,1789769728.818511,435858.8221807612,9471821.581316575,117754411.53397217,66559574.414209664,98561865.77684991,131019312.24375948,783675.8249487688,1354392.568955711,2246914.0424303142,5029230.491632233,9039754.539243463,15886970.385828687,783899.9363833452,1341611.677860527,2208108.1227725646,7418733.449307197,8742724.11872917,10374813.334021993,40687.13582636219,450632.4348675314,1917550.2333021164,6356369.399148949,8162732.146170506,9837310.838655684,4423484.568782063,5195448.617763497,6100717.361338423,32247.4,366224.5,1751193.05,3293322.868015939,4725638.21957825,5742139.870943047,143361.0,171441.0,200960.9,55390.07477121549,66239.28271183904,77644.82165366285,624416.0647491186,739922.8486245773,884090.3362333009,0.006158527942336884,0.07227522698740269,0.3303591678821155,1.0,1.0,1.0,22007453.55221876,25668285.04934783,30295402.20330825,1
2065,1136715752.9771912,1351097602.2659585,1692613160.388923,776397541.0861003,958520447.6739893,1202920061.4732907,4377509.1450978955,47268163.043376125,227164154.41825113,605317124.947449,911651755.4792652,1169056953.6181483,300791172.0035376,395481186.0910784,532864945.80857563,3975353.2897450356,43603583.139075264,209240725.925333,8431.42261216,217812.93687124978,3689052.4651775705,266525.55733742897,3328691.5576216932,16343314.380302839,562098286.9070668,829533607.0607448,1077510402.2322805,200132.35311655072,4503898.103337003,66258554.774683125,42217072.921902865,62523157.76471682,78598851.38000485,37061654.46714341,46609247.766900346,56174331.44396343,217467555.08071372,302525067.515833,442678296.91492796,37380320.05083368,45492008.03738974,55661356.18728925,344440529.9317536,457402283.0872265,670752796.4292876,605317124.947449,911651755.4792652,1169056953.6181483,344440529.9317536,457402283.0872265,670752796.4292876,0.0,0.0,0.0,952990598.9633994,1484409652.8729615,2023763076.0376658,945371582.2035494,1472259303.5274687,2008789178.365354,146980.13985521023,1408715.8232594898,7516378.300239943,939492393.8764021,1471891014.306615,2008636762.1051521,6802500.133688081,11917816.412495665,19886190.08241847,133111.97431933213,1265329.4720176691,7011462.85751864,277.87927684468565,6357.930981612162,124517.82916991202,8685.108850185015,98151.41192511655,472820.09111869213,874381088.2012445,1348514098.2756763,1838451195.8811524,314941.98328456364,7165975.787473472,98199980.57774805,64929670.79240267,100855817.17219055,135008826.90296626,803083.4674789504,1387933.9466363932,2286174.41973014,5029252.948013193,9040083.248427007,15887786.634858835,803313.1290076736,1374836.5382292087,2219812.4247221774,7431329.175247068,8754678.749915708,10422561.704783047,42765.15277343159,482544.36289160955,2090658.652169002,6210094.788794402,8134292.371726186,9834557.112870244,4650142.713979633,5466798.126791429,6415087.006605474,35660.6,416270.5,1991806.9499999997,3284632.0654494916,4956049.598977128,6015645.28145111,143361.0,171441.0,200960.9,56761.80366300573,67879.69100236022,79567.68681678371,624473.1791022159,740003.9166797707,884375.8745643833,0.006543769506686894,0.07669483079095171,0.36728385965411253,1.0,1.0,1.0,22476648.20464351,26222339.447360706,30947311.215205994,1
2066,1151864872.1069152,1378331116.6984828,1723506806.33602,786862714.799628,984046967.1685071,1230171234.0695386,4776726.423410724,52094956.13823703,256040473.13307512,587154537.7163147,932165065.7207929,1204413530.6719062,302576284.8476799,397656790.6391443,535304700.3679134,4399876.867036515,48032433.37570992,236678648.91928124,6819.134669931514,189867.7507723951,3387860.920817357,288872.4165964775,3632422.026004744,18207408.820470948,546169610.4516472,851080780.6678929,1106325444.2078774,140117.75342714734,3554374.756790567,57298496.868766546,40578255.962785974,63950647.973087855,80813360.95194352,37956655.48534187,47734813.39014639,57530884.04696546,217467859.50838336,302527075.66525644,442700236.39869326,38283016.51668465,46590593.46480103,57005520.962936155,349359866.5723994,464433645.9131106,703194131.8355719,587154537.7163147,932165065.7207929,1204413530.6719062,349359866.5723994,464433645.9131106,703194131.8355719,0.0,0.0,0.0,916366350.8318317,1522187025.4316328,2060379200.727938,908691006.0573459,1510548503.8647947,2047592163.2947206,158253.50219551864,1525119.3738628333,8543157.086595608,902097277.2359141,1510413868.0350552,2047411183.1440082,6839369.075504965,11953851.82362465,20008926.19887433,144048.62139602663,1389275.747811916,7976768.697803794,215.3955758074759,5343.7624336670215,114350.5499200123,9399.585183717683,106976.00574468337,537905.4331406972,839622666.038765,1376164536.0652518,1881842211.886357,218277.80418760472,5445521.455376012,84970501.2519602,62349073.4600268,103611322.12781937,138996307.41901302,822477.111163401,1421451.1307257607,2341383.1917846017,5029270.075941945,8986180.855756275,15888451.879177446,822712.318782956,1397843.9122541347,2273418.6225268985,7443728.501740013,8766650.205306016,10450473.943353653,45143.54280426099,512004.5327424726,2281508.965707804,6198213.072548082,8086225.293860992,9839992.203867963,4882362.71614138,5742245.737439933,6739966.063166871,39382.0,471817.5,2262627.4999999995,3320871.1304272455,5175241.519818982,6276210.295000716,143361.0,171441.0,200960.9,58132.54311874721,69518.9160568156,81489.16500604938,624535.5345017329,740090.2558560721,884667.3642022726,0.006977529501195619,0.08086961068861093,0.4083365048867929,1.0,1.0,1.0,22940508.211437523,26773557.459155872,31591889.693765625,1
