Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected,__mean_source
2034,2098512489.6914127,2486117523.5027733,3023447461.1938295,2049378856.69276,2431363434.4316235,2971724630.286913,1303054.604716776,14252037.8213888,41493060.07596271,2040256088.966305,2412203979.6429596,2962646096.1608934,40444555.20936951,47659782.04578927,56325133.26650285,607235.7919637008,6480331.53025745,18559489.645797595,549520.0199158684,5025143.262500314,15845366.228445671,210519.66870496448,2422034.155132466,6554401.993797213,996616808.4999516,1130409281.6142383,1276042218.9010215,520768529.41887975,866116096.9449703,1369249517.4947832,369179402.0698455,414037264.39773095,464711520.41151303,13357483.914049653,15519152.899106726,17778112.32654989,18334476.93356668,23872007.447586417,31763557.072050035,6973881.569344834,7956752.780246288,9164651.709363164,46578474.857772164,62641283.49590365,90063176.76379502,2040256088.966305,2412203979.6429596,2962646096.1608934,33919565.58791051,52435395.6077811,84781591.2337152,0.0,9768724.994743692,25770620.636130024,3145446931.8622727,3963052212.07828,5360700689.259525,3143643710.558033,3958361801.165059,5347910737.547476,125037.36962910846,1165662.3690977737,5146549.821674191,3143033370.9099693,3956682074.255144,5347065790.879381,1123559.0836665416,4846401.817892987,10244184.303787695,59620.32189231083,536262.0289401322,2319309.0087350593,39103.48206433398,433341.8708905056,1867099.864151368,18968.17801934843,195680.43198429822,874346.1727555263,1542996091.2836223,1843091860.9052372,2302859761.9865823,836515787.712285,1407562503.3977213,2467099977.3146577,557808396.3341125,678815599.4834113,838251879.4555873,366017.87388178264,1593047.099677598,3186396.816658869,593767.8085051558,2404853.0825636685,5109386.634686337,188835.041187685,820661.3700979161,1613431.366735623,19286549.534522545,20460815.0585903,21927366.924969457,12527.711152482794,134389.5406738292,367060.4911826134,19074479.954657868,20334225.097146124,21729074.61149001,419161.465335428,445381.19087253214,476664.3367961917,359.35,4196.0,10860.64999999997,412503.4371648482,440777.2320058913,470935.30058742326,248061.0,276141.0,305660.89999999997,1458.4066034730076,1623.495260801334,1797.049415198288,1612923.938139591,1714679.1071046125,1835191.9617193236,0.0008139959285226974,0.009452838159804834,0.02591694842099849,0.6322714038129281,0.8418329129379667,1.0,16126265.39465946,17136191.970883053,18347291.808302794,1,region_baseline
2035,2400286694.0805526,2841700542.804883,3464212459.8823333,2348182948.9788065,2783671944.0732784,3410003025.917187,1598326.1848329753,17472683.15186321,51992424.08041072,2338826890.919877,2765759729.4145017,3397323349.37339,42810039.7525686,50460676.892772615,59866092.58691083,776996.2006342104,8283878.819015898,23982471.990171775,640161.0195636705,5726669.800879091,17977837.375150558,268456.45133570995,3090077.430935374,8767110.938963665,1194182158.2703092,1354588671.1186163,1529178810.2842412,537672006.8000854,914672848.6050277,1494345318.3607137,442339604.37831074,495895926.9916286,557119896.8945295,14693148.75168858,17070971.113574237,19555812.353513185,18606124.70011879,24362848.462240867,33045758.543953113,7671226.1032382725,8752378.28717147,10081059.553547699,49678344.07994414,69283797.45109057,101060884.95615686,2338826890.919877,2765759729.4145017,3397323349.37339,37836916.53963908,60062501.96136165,99243329.68683276,0.0,7526609.315110767,26219536.835653953,3611780962.5894127,4556233248.819338,6172137522.787457,3609948878.2283683,4550244526.390484,6159311999.649122,109902.4828485289,1268869.3857402124,5507049.062959884,3609234146.63197,4546864831.35971,6158329052.9399,1162599.3762775108,4104459.2163871517,9823831.112332467,51359.422417719004,551590.3000073815,2766798.602892869,41387.92430333439,419708.3735810743,2048254.2305142435,17656.83139947741,218217.9163185819,1023231.9051910632,1848775724.0602338,2209998591.7654133,2758599625.527447,860766620.0869979,1482838850.219294,2673087839.786754,668683982.2275213,813093342.0049202,1004585556.5859671,384851.9595234414,1414035.4799491866,3309025.3653145153,574638.0002992912,1977952.2886122814,4800624.222394511,194646.33200100993,732766.0750805486,1649368.8157682708,19319181.475039188,20499023.100384302,21972464.577324636,13136.415787794267,143678.1341216215,386745.82796169334,19086351.461308904,20375421.120892666,21762693.05225261,502727.0381525762,534224.3432253762,571737.7612521903,458.25,5427.0,14535.249999999976,494017.68026159087,528256.6404253871,564664.8518153265,248061.0,276141.0,305660.89999999997,1604.238141191756,1785.8346315899425,1976.743115810221,1613043.457908379,1714970.4926529024,1835348.5840504938,0.0008644683496544848,0.010107658708685567,0.02857656069442706,0.6533493854683409,0.8817526208586178,1.0,17739095.479205854,18850949.090173975,20182427.018991306,1,region_baseline
2036,2727983210.871832,3214862490.2994146,3931213085.0992956,2683060940.8921304,3162541447.2523136,3872196887.9724164,1940199.1628457047,21124121.45802658,64568793.34327547,2672747575.9351473,3135878961.3998346,3851425620.320884,45101557.47617392,53146456.55978906,63206705.99533261,980079.1603705805,10529799.941626625,30521899.725787167,737814.9358287741,6345593.485800014,20465091.90644949,336968.1155993086,3899102.591042828,11283488.26510521,1409582874.9997466,1597274461.8631816,1804787546.4236588,551914979.3318853,955367835.3871076,1609200917.943427,521995536.94066185,585247122.8657818,657799465.7641488,16028812.651293747,18622788.23820407,21333511.132002622,18785079.796455227,24718085.851918533,34151011.742107034,8368570.147388556,9548003.23533104,10997466.754141517,52594560.69002674,75386958.407576,115415867.80664988,2672747575.9351473,3135878961.3998346,3851425620.320884,42690889.3800757,67768923.6248603,112658707.5678729,0.0,5064162.272801187,26045009.631079655,4111684547.6181192,5181116968.502054,7014994844.235846,4110149206.3783283,5178857407.603586,7002304851.891333,112480.79203652324,1234523.5553211514,6121648.321387915,4108926441.7396183,5178037146.592119,7001182998.581307,1168654.1298883487,3314292.212332949,9505218.302079005,56754.18142284036,602582.8561950389,3058731.001256791,39474.49237660142,359392.50635532313,2057360.0968401956,18512.67203846473,221265.16426608886,1115747.3943810803,2181598623.133288,2609568641.618583,3254320912.364078,879792521.8885934,1544712494.6564555,2858782426.331044,789484404.663532,959406071.8649995,1185684556.8243287,399577.39495716814,1149016.7505424712,3400237.0337933972,514920.6071802048,1533226.1081850831,4521113.5485096555,206754.7047311112,595769.3670843764,1673639.4969433811,19351981.16578471,20565934.344059393,22017655.030684724,13746.730961878486,156560.26845563488,408355.90312517626,19095171.0632504,20426316.507007632,21799929.406875446,593890.0422121898,631154.2990074141,675456.852694414,575.2,6832.5,19215.04999999999,581683.1006800437,622945.1960615062,666999.6114828637,248061.0,276141.0,305660.89999999997,1750.0695764934155,1948.1738883680557,2156.4366902237603,1613190.505667402,1715260.1304457448,1835532.8307819727,0.0009180711581387079,0.010798695812058678,0.03197812314361637,0.6754027146009417,0.9241936034065295,1.0,19351981.16578471,20565934.344059397,22017655.03068473,1,region_baseline
2037,3031376629.006234,3548068358.2485585,4349570985.537686,2984141569.1120396,3498279592.567601,4282225940.323211,2290698.0022024713,24679233.78310252,77808544.96684772,2967222876.0949535,3461205811.398569,4253952378.0831113,47366577.95307121,55759102.117169514,66400158.20638847,1213872.7413983243,13160548.61424059,39115626.18715402,731541.2604192873,6597099.565570488,22291987.935313735,414618.6939868472,4846652.174898937,14396488.919569608,1631723999.594554,1849759074.885913,2088388039.2263498,514260599.04273695,934719253.5381529,1653535388.997101,604508834.1376257,676441447.6589041,760376994.3834293,17364475.611203995,20174604.27106622,23111208.65980727,18898682.53272052,25010874.47536669,34884680.79837029,9065913.700928396,10343627.623735473,11913873.310004877,55559020.796632886,81866641.64713226,131588356.01662984,2967222876.0949535,3461205811.398569,4253952378.0831113,47610741.71872974,74802333.0455198,128431237.00799248,0.0,2098524.93939542,25469305.090914205,4554281016.076185,5721799649.634424,7765874685.922621,4552666053.781103,5718904444.117669,7753486282.731078,121401.36803426311,1273335.6124434862,6595289.854460268,4551197614.01273,5718162850.277956,7752248863.156276,1229203.0045513967,2511001.3415573966,9135838.149978375,60962.70802732696,640113.9979639882,3356909.272487575,32901.33957548576,327636.0049986553,1893777.1949298177,22345.56088438877,238657.9961850177,1224515.2109884317,2521454399.3310056,3016990515.218178,3764868498.606469,814295760.4947604,1507747035.2488637,2905987124.708679,913815656.6273084,1108979345.094019,1371670291.8673034,428917.5500569939,894220.469438266,3387223.3240944026,513022.7406172797,1152009.5026454865,4392515.120545162,223665.67984645173,482858.2339231889,1678636.0962420143,19384836.55299508,20621779.094807878,22062938.476124942,14660.671149146496,168244.21317712433,431805.1795384401,19107782.90435237,20459254.313520428,21868862.93731469,694598.7137807031,739393.7510065613,790503.7856021512,715.25,8461.5,24683.34999999999,679606.5778587617,729151.6468192125,780723.2979804149,248061.0,276141.0,305660.89999999997,1895.9009091966145,2110.5130309337715,2336.13013821542,1640202.378251401,1759892.1179526467,1900765.8233679757,0.0009749985595636624,0.011440867491850658,0.03477288867085988,0.6986185008353992,0.9710865721191957,1.0,20989451.05194154,22327138.345171757,23888446.606858745,1,region_baseline
2038,3312172199.0879393,3858892146.6458454,4705540237.332063,3261647492.95644,3803890166.832039,4642479985.383845,2649814.8607931035,28438402.77553636,92205891.87634511,3234785199.3712335,3747844309.755007,4600408132.829108,49719719.637220375,58283897.07513548,69469839.9752271,1473979.7149773918,16086863.690030096,48519399.12670668,745253.1927550399,6677801.83557808,23752729.009447727,501517.31270303647,5912069.123828316,18182949.4701905,1854167073.5970228,2100466510.3200915,2372110054.927446,453262296.6415617,878683712.1992826,1633772079.0120413,685984362.2187228,768185034.8068397,863004353.0204607,18700137.629754215,21726419.210226126,24888904.934710972,18981233.874466468,25239466.070992664,35573165.191457935,9763256.76298845,11139251.451392911,12830279.219995348,59584971.536309935,88264709.86759672,148003947.21121222,3234785199.3712335,3747844309.755007,4600408132.829108,52936083.40895267,80737431.37346888,145339315.3793135,0.0,0.0,24488492.35618857,4959093274.399865,6202985637.837692,8398510389.305368,4957398998.309995,6194162141.084935,8387932415.231131,129474.1066564032,1344901.1174686183,6590055.851944228,4955688125.73542,6190888002.292854,8381483680.243471,1170161.1647849204,2272139.1025115796,8938112.598201592,69913.87595063775,720274.0264709129,3542222.867451061,29978.91001573429,297777.981285493,1586754.289365893,24209.538773576365,252138.190072118,1296297.8236305623,2861110605.4201555,3421861938.3670845,4274911382.532962,712343559.171418,1410866202.8064666,2854047922.7506804,1036900351.46362,1259683792.061288,1556805292.0877275,440810.98913959897,857750.3724676801,3402971.8505403334,480040.75372840103,1065955.2637278433,4062817.6446663057,218784.33864549096,439550.39224531496,1687498.088258904,19417747.7312631,20674192.3800138,22108315.10511416,15631.612272321781,179602.33003260786,462173.4916382653,19123288.612349074,20473623.596817102,21938506.011413943,803054.9707875199,854937.2771074983,915789.1391593508,880.25,10341.0,31937.499999999985,784652.2749953755,842348.9413931316,903056.7346834921,248061.0,276141.0,305660.89999999997,2041.7321391195533,2272.852059084711,2515.8234595611875,1640350.1444460235,1760431.3124458417,1902321.4416405696,0.0010354568113527922,0.012159556365979872,0.03782091324897148,0.724747094636296,1.0,1.0,22619447.882840265,24080549.288748857,25750794.014163755,1,region_baseline
2039,3530060076.973456,4138919790.212895,5020957713.491604,3473450580.0467167,4082650884.672548,4953343592.420953,3030089.9125901675,32560451.13484458,108309632.02293454,3457233940.103491,4036319481.78767,4907380290.664974,52057351.72133451,60812110.37605453,72426814.5214345,1764222.2161713755,19133113.910977766,60775350.792964645,732568.7679650325,6390989.396937909,24623053.066581067,598794.9018195209,7101049.706270402,22642114.15282506,2076878243.6766903,2350583302.193712,2655894678.81261,384379064.55096114,804286097.9309478,1562955842.651665,766988944.0113817,859990530.9677894,966549374.5569128,20035798.70527538,23278233.05374465,26666599.95449233,19041222.55582742,25408532.501715533,36023973.143211596,10460599.33269732,11934874.71730915,13746684.482967794,63103930.29888701,94649203.09945364,166227903.77792,3457233940.103491,4036319481.78767,4907380290.664974,58726281.5761285,87429987.8779542,163645983.54519272,0.0,0.0,23071780.118375227,5351464141.890505,6635731347.740281,8915375982.553858,5349691635.8414135,6631465095.706877,8904950530.497477,131245.8128260138,1402234.8628445882,6685711.300512149,5347687612.612561,6629801971.181028,8897937782.705748,1183639.3586115683,2256195.4554529497,8657369.549962007,79231.08323131324,781417.8775020486,3629735.5562777636,29704.97667520247,273642.2866661582,1345800.2049129508,24543.924926994852,286935.58269050135,1322690.535572039,3200506572.0629177,3828056123.9832935,4784246362.151377,605238316.5542837,1282023809.933881,2736495741.405181,1158205182.222794,1409470046.761036,1741195531.9351184,464581.913484652,849540.1694683435,3380200.6164081073,465318.1822697958,988565.222373167,3701577.15901098,234411.05385198563,430056.3443807607,1674852.72548701,19450714.79534226,20708751.74081227,22180738.207736526,16663.11196096158,194342.0048634087,514373.86856394407,19137756.077791058,20492882.17778804,21968497.35977274,918932.5501718664,979125.5017775809,1050646.2325508334,1072.3,12495.0,40914.89999999998,897828.0873693889,964118.2255519077,1034338.3705050168,248061.0,276141.0,305660.89999999997,2187.5632660800015,2435.1909726180165,2695.5166540365185,1640499.3043558726,1760910.1914941892,1903887.9147014413,0.0010996649709015397,0.012911745060650058,0.042030385768934114,0.7518534515039965,1.0,1.0,24241972.397426713,25807011.391254805,27604697.840586618,1,region_baseline
2040,3804501562.9795575,4410247002.4567585,5316971043.236384,3747515102.317552,4346250037.776876,5249200042.412875,3441328.796855381,37379757.16170668,126514124.2594937,3710975780.9989247,4298887540.663957,5180207227.358159,54393558.11237354,63397532.944578275,75295953.75893828,2088140.5070844456,22656578.04782948,75267121.59655806,685555.2590186032,5966949.17809919,24500736.057469092,712418.4635442665,8399326.331119426,27876974.75318095,2299922261.3031173,2602688266.40544,2940148289.1656585,314448580.69112474,720983369.5991645,1494447602.5817955,847666302.360828,950617690.5287638,1070454327.5371262,21371458.83609452,24830045.79967809,28444293.716924712,19084816.29349717,25532009.43412736,36531915.69853482,11157941.409181572,12730497.420487635,14663089.09777438,66871549.40304829,102097047.43683404,186729102.48879573,3710975780.9989247,4298887540.663957,5180207227.358159,62895648.51514112,96571819.99461102,180643201.54770678,0.0,0.0,20959163.507772114,5712838218.950331,7029736954.286925,9387726740.102224,5710473602.361458,7025955217.79031,9377497181.657492,147656.78012424032,1473074.8678057827,6252229.534140036,5709524119.284232,7024203177.018474,9370010677.858835,1232638.7359645725,2268268.2858228046,8290282.354964308,89228.44657384694,875691.6416088875,3890609.0704786214,24671.215093103165,247495.96811785863,1148435.6433287372,28073.863511800573,323819.3782789452,1411640.101591449,3539578639.6878896,4235156351.760862,5302612756.403054,501417930.72751206,1142210167.6019785,2580064627.553142,1279073646.7054112,1560564630.7929702,1925000457.2916057,495429.3908241384,858124.5246226501,3382269.569692933,451867.0270901297,926047.2369094201,3313266.344043688,248041.95218746562,448304.08828604454,1639679.2695452424,19478854.831027694,20756817.78102801,22271865.042957485,17758.950340709693,209117.1352568797,576947.2411533209,19149675.750257175,20518921.75744977,21994476.604238804,1042340.4110624844,1111046.6688624162,1194225.5493882792,1293.5,15192.5,51963.049999999974,1018353.9391355178,1093694.2077250113,1173557.3247808907,248061.0,276141.0,305660.89999999997,2333.3942898953014,2597.5297713303517,2875.2097214163405,1640650.3329985298,1761208.9623352848,1905319.7084867898,0.0011678556901715425,0.01365385530464561,0.046658975890245924,0.7802238973023732,1.0,1.0,25857025.783522338,27528386.591955684,29480265.47305943,1,region_baseline
2041,4090219512.856974,4677724358.676521,5618485139.667254,4030755407.72418,4609981467.756386,5548192674.191213,3896280.7898666756,43113159.63758912,147028995.45950586,3975680821.169209,4550353825.11709,5466046590.016303,56724167.773549266,65881549.30872318,78093420.06779492,2448985.8804290714,26716346.9802641,92140861.55431654,658338.4353289035,5511490.359439434,24378781.168468907,839958.8855564669,9892463.710512629,34006005.19389049,2523288410.5516915,2853226865.6894293,3228444628.961648,252415782.58566406,636124941.1140779,1411550813.514783,927953510.6960658,1041301916.3338128,1174438544.619721,22707118.02053471,26381857.446078137,30221986.219776228,19116496.520915378,25624133.30710178,36962962.3545591,11855282.991565675,13526119.559929462,15579493.063264566,70211495.00676242,109389187.91983728,207893917.14360467,3975680821.169209,4550353825.11709,5466046590.016303,66315795.751931794,106124173.18925805,199144195.853697,0.0,0.0,18748535.65524905,6089591727.3372135,7431346639.227478,9879551479.274897,6088002859.980965,7427301053.337652,9877130634.749092,165699.861689411,1640014.9139780542,6563098.505594092,6087107123.248885,7426185734.099662,9874281034.580975,1262957.3620076182,2252290.63581142,7835211.283322255,104581.99699034586,1015241.4785537219,4195561.204265581,22064.020836189648,219911.95474159502,916555.337071589,32904.45552769354,366577.6754821829,1560161.775749472,3879161402.534165,4642117319.1646,5827081624.240823,407625418.8958475,1005688127.7989609,2394772660.33835,1399617081.4843783,1710976346.974369,2108164414.4256487,508412.3043886745,892107.2419137742,3283189.386311509,453221.1108752157,898533.7692317112,2900837.7947140625,263543.91272776,461132.5083615859,1580442.9762161914,19501559.70751004,20787830.272546723,22343112.70028799,18923.144123897153,222772.0682697179,643436.019739852,19128538.62080649,20550295.109044872,22026548.434575226,1173557.9157791454,1252025.4362717904,1347539.3612831824,1548.8,18148.0,65375.85,1137609.8448157667,1228862.2738863262,1320468.3360881764,248061.0,276141.0,305660.89999999997,2479.2252103823603,2759.8684550179005,3054.902661475047,1640803.9087283679,1761510.8336112741,1905570.7342149443,0.001240276059628083,0.015040100787850851,0.05182800670862288,0.8091294451325061,1.0,1.0,27464724.249820583,29253616.58220049,31371461.691181697,1,region_baseline
2042,4362262361.471395,4941418406.023012,5918880065.428134,4295535975.732764,4870609165.830286,5840263920.025024,4396411.230179862,48882989.92289746,167972218.79587305,4240544662.9670076,4807619447.761566,5735929184.975891,58989191.4481238,68353441.32926589,80830797.4385989,2848047.779340158,31126615.554527137,111353404.43218836,624491.1565708345,5038179.976922617,23893203.68859907,982206.3757329136,11562354.316205133,41080249.059174865,2746949235.13578,3100254411.2596016,3517347533.7829046,199684991.08167428,551538557.4433347,1319008321.3794005,1007777295.2444708,1133829694.200366,1278499224.3589797,24042776.256915066,27933667.990991876,31999677.46080969,19139519.507158816,25695180.972622663,37328755.98406064,12552624.078972055,14321741.134633362,16495896.37828507,73194109.0194732,118144907.96024595,233982140.52951837,4240544662.9670076,4807619447.761566,5735929184.975891,70614911.04636623,113978519.18850207,226966259.7122622,0.0,0.0,17124485.949796896,6494102130.939815,7860872446.84626,10384761825.34303,6492462677.533956,7853603212.465844,10382250075.527218,186604.27889915367,1813550.759437839,6337384.492871636,6490559939.816913,7851408616.571779,10379026385.845007,1266326.2126406808,2225063.5480119395,7289865.216108816,120125.73771342846,1142577.7274148567,4175995.0501892464,19948.88124123856,185002.58336089534,774975.8951962064,38241.17721510861,413081.3781133514,1590035.5932422704,4219668516.7885604,5048855770.885089,6339726732.970122,326584492.0291323,874535719.0676205,2213398996.7108226,1522645571.1276984,1860182339.3365455,2290615768.9662495,524382.976683456,905263.8208465653,3011919.289510007,454249.90805335226,862417.4961975828,2596425.0306244483,274769.91277218366,477607.5915035316,1500379.3406883827,19531325.064286646,20836805.539595038,22429154.083954073,20159.96167931159,236302.52270062393,710067.3722415357,19136498.13733747,20586480.94058818,22058303.063866265,1313242.7712114353,1401093.968474954,1507995.7897911433,1856.4,22018.0,78949.49999999994,1267486.279904086,1373951.7614487198,1477098.7217793881,248061.0,276141.0,305660.89999999997,2625.0560273576552,2922.2070234763637,3234.595473986501,1640961.0003803247,1761816.7760774177,1905825.822852206,0.0013175544846121515,0.016191791706279407,0.05692144834623077,0.8397328255773395,1.0,1.0,29057399.322599217,30963895.928330712,33223700.966684498,1,region_baseline
2043,4606490629.134251,5207740600.07804,6160627792.38806,4541945769.686096,5136304520.300282,6078924749.584139,4947197.12572411,55208770.252633125,193742595.19425923,4476809801.138193,5081317614.749219,5980344532.260395,61184192.65785608,70883549.82797699,83517359.84424753,3292074.0823556795,36014304.58429615,134059466.48507491,587239.8041857191,4519986.971247487,22573385.406702038,1140795.3077988012,13391289.530624645,48922154.33364198,2962298738.7766514,3344511661.918345,3806824175.407106,156140702.75090805,472867240.3822727,1219101110.8369741,1087058299.1456988,1225344959.6125417,1382621987.8772361,25378433.543550707,29485477.432461776,33777367.43778262,19156251.358120855,25752890.830375742,37637959.324185506,13249964.670521036,15117362.1435957,17412299.0416799,76147030.52923886,126882693.5151724,263269274.55699068,4476809801.138193,5081317614.749219,5980344532.260395,73775600.48854701,121682306.9751724,258235421.8872417,0.0,0.0,12915528.401949758,6852624041.548616,8303498622.798463,10888914062.224531,6850823457.673214,8299785022.477535,10886376551.030941,209851.73441226713,1945441.170422124,7048371.365166855,6842679048.596139,8297868367.822939,10882558321.95243,1303785.0377498593,2269219.625867062,6651418.511269063,138266.01110205127,1248459.9064239985,4576404.930044552,16468.162551353158,155556.93358988472,734308.7116823945,44175.701456859286,466079.158582172,1818581.766440956,4558237593.054955,5453949115.670395,6851933355.734806,258655113.11787647,752954519.6839757,2039395174.2045066,1645231607.808304,2010844297.8782282,2475870607.219848,549689.1991459585,936808.9855327352,2667912.1034256364,441388.62710274005,846180.3298674519,2290605.5888470057,281404.7499606225,489691.02911595296,1393952.6175425588,19560567.65534222,20882378.805827066,22478214.978485487,21473.939193216494,249972.09855727386,795833.8510435433,19162121.013879057,20585227.048435226,22120579.560356542,1459847.4096328055,1558458.822532117,1677381.871679076,2216.65,26253.5,97456.29999999999,1409045.8091582654,1526170.7970204724,1641238.4921423076,248061.0,276141.0,305660.89999999997,2770.886740637226,3084.545476500958,3414.2881587240277,1641122.9917610856,1762128.1754672267,1906086.3615337554,0.0013997156753218132,0.01711592478533947,0.0613850369650371,0.8709361769931713,1.0,1.0,30642547.752636384,32655911.883562,35055358.76344787,1,region_baseline
2044,4887390987.846424,5480971362.618321,6436713848.472573,4822861450.118065,5405177678.897382,6356853321.079561,5559340.078061931,61912622.77340144,227905816.6479119,4719617260.4707575,5346486259.279643,6259591364.445662,63373442.25932421,73229264.35115784,86156389.30777629,3781759.604100938,41412396.12414205,160329916.9613453,541083.4701978576,4163803.506072835,21213715.776829332,1318215.6848526597,15357985.244097978,58734160.384559736,3176719277.2349253,3585289272.3428288,4096791262.470446,122085280.01530457,402088541.691295,1114280300.625373,1167128865.769715,1316383274.2473433,1486789603.4337463,26714089.878752768,31037285.768525645,35555056.14844723,19168411.400429744,25814382.67011925,37866865.96340673,13947304.765330877,15912982.585810445,18328701.052290313,79139771.43925743,134980342.20248008,296314189.7476291,4719617260.4707575,5346486259.279643,6259591364.445662,78355859.6939013,131670925.2723051,296299482.93379074,0.0,0.0,10961804.335607618,7216025487.325275,8732507947.415281,11265396950.138443,7212973640.562057,8730603843.239622,11262387349.179556,235520.53113075817,2151027.459756922,7574370.67869111,7210173398.62528,8727439999.742495,11260939843.565077,1347399.8296179855,2331897.6029567453,5899783.312602858,158281.02857462695,1419285.3666042557,5072464.065573501,15557.780441458344,135499.03437997057,688417.6272994465,50714.708079481956,519961.9127041216,1874692.4183544563,4901501818.439948,5858131783.474531,7363515626.885678,202957953.82597792,643202782.9344645,1836685591.6429203,1761827575.7569087,2158813805.9556026,2662414223.4600525,565903.0588186317,980194.3559270012,2276163.207465985,442300.2151914943,839497.7733504982,1983507.0152955796,296214.9641685193,515463.2630171487,1260890.2970099002,19582160.948932722,20913164.60664151,22544697.04747218,22869.898067002927,266676.31402584934,891820.6220058475,19182885.364292245,20609509.757748872,22181464.48912041,1614170.0906467033,1723520.6447669235,1855700.405973512,2633.5,31366.5,117254.74999999999,1558311.3987022713,1684031.1340642662,1813713.7234964573,248061.0,276141.0,305660.89999999997,2916.717350036678,3246.8838138864166,3593.980715460415,1641291.8594937448,1762447.0103369728,1906354.3302318673,0.0014870088613464314,0.018404973904683077,0.06619866653599198,0.9033820255007227,1.0,1.0,32220175.554824345,34340141.97733665,36893867.53345043,1,region_baseline
