Year,ATS Total Power (kWh)_p05,ATS Total Power (kWh)_p50,ATS Total Power (kWh)_p95,CAV Total Power (kWh)_p05,CAV Total Power (kWh)_p50,CAV Total Power (kWh)_p95,ECAV Power (kWh)_p05,ECAV Power (kWh)_p50,ECAV Power (kWh)_p95,ICECAV Power (kWh)_p05,ICECAV Power (kWh)_p50,ICECAV Power (kWh)_p95,STI Power (kWh)_p05,STI Power (kWh)_p50,STI Power (kWh)_p95,ECAV Sensing Power (kWh)_p05,ECAV Sensing Power (kWh)_p50,ECAV Sensing Power (kWh)_p95,ECAV Computing Power (kWh)_p05,ECAV Computing Power (kWh)_p50,ECAV Computing Power (kWh)_p95,ECAV Communication Power (kWh)_p05,ECAV Communication Power (kWh)_p50,ECAV Communication Power (kWh)_p95,ICECAV Sensing Power (kWh)_p05,ICECAV Sensing Power (kWh)_p50,ICECAV Sensing Power (kWh)_p95,ICECAV Computing Power (kWh)_p05,ICECAV Computing Power (kWh)_p50,ICECAV Computing Power (kWh)_p95,ICECAV Communication Power (kWh)_p05,ICECAV Communication Power (kWh)_p50,ICECAV Communication Power (kWh)_p95,STI Sensing Power (kWh)_p05,STI Sensing Power (kWh)_p50,STI Sensing Power (kWh)_p95,STI Computing Power (kWh)_p05,STI Computing Power (kWh)_p50,STI Computing Power (kWh)_p95,STI Communication Power (kWh)_p05,STI Communication Power (kWh)_p50,STI Communication Power (kWh)_p95,Electricity Consumption (kWh)_p05,Electricity Consumption (kWh)_p50,Electricity Consumption (kWh)_p95,Gasoline Consumption (kWh)_p05,Gasoline Consumption (kWh)_p50,Gasoline Consumption (kWh)_p95,Clean Electricity (kWh)_p05,Clean Electricity (kWh)_p50,Clean Electricity (kWh)_p95,Fossil Electricity (kWh)_p05,Fossil Electricity (kWh)_p50,Fossil Electricity (kWh)_p95,ATS Emissions (kg CO2)_p05,ATS Emissions (kg CO2)_p50,ATS Emissions (kg CO2)_p95,CAV Emissions (kg CO2)_p05,CAV Emissions (kg CO2)_p50,CAV Emissions (kg CO2)_p95,ECAV Emissions (kg CO2)_p05,ECAV Emissions (kg CO2)_p50,ECAV Emissions (kg CO2)_p95,ICECAV Emissions (kg CO2)_p05,ICECAV Emissions (kg CO2)_p50,ICECAV Emissions (kg CO2)_p95,STI Emissions (kg CO2)_p05,STI Emissions (kg CO2)_p50,STI Emissions (kg CO2)_p95,ECAV Sensing Emissions (kg CO2)_p05,ECAV Sensing Emissions (kg CO2)_p50,ECAV Sensing Emissions (kg CO2)_p95,ECAV Computing Emissions (kg CO2)_p05,ECAV Computing Emissions (kg CO2)_p50,ECAV Computing Emissions (kg CO2)_p95,ECAV Communication Emissions (kg CO2)_p05,ECAV Communication Emissions (kg CO2)_p50,ECAV Communication Emissions (kg CO2)_p95,ICECAV Sensing Emissions (kg CO2)_p05,ICECAV Sensing Emissions (kg CO2)_p50,ICECAV Sensing Emissions (kg CO2)_p95,ICECAV Computing Emissions (kg CO2)_p05,ICECAV Computing Emissions (kg CO2)_p50,ICECAV Computing Emissions (kg CO2)_p95,ICECAV Communication Emissions (kg CO2)_p05,ICECAV Communication Emissions (kg CO2)_p50,ICECAV Communication Emissions (kg CO2)_p95,STI Sensing Emissions (kg CO2)_p05,STI Sensing Emissions (kg CO2)_p50,STI Sensing Emissions (kg CO2)_p95,STI Computing Emissions (kg CO2)_p05,STI Computing Emissions (kg CO2)_p50,STI Computing Emissions (kg CO2)_p95,STI Communication Emissions (kg CO2)_p05,STI Communication Emissions (kg CO2)_p50,STI Communication Emissions (kg CO2)_p95,Total Vehicles_p05,Total Vehicles_p50,Total Vehicles_p95,Total EV_p05,Total EV_p50,Total EV_p95,Total ICEV_p05,Total ICEV_p50,Total ICEV_p95,Total CAV_p05,Total CAV_p50,Total CAV_p95,Total ECAV_p05,Total ECAV_p50,Total ECAV_p95,Total ICECAV_p05,Total ICECAV_p50,Total ICECAV_p95,Total Infra_p05,Total Infra_p50,Total Infra_p95,Total STI_p05,Total STI_p50,Total STI_p95,Incremented Car Number_p05,Incremented Car Number_p50,Incremented Car Number_p95,EV Fraction_p05,EV Fraction_p50,EV Fraction_p95,Clean Energy Fraction_p05,Clean Energy Fraction_p50,Clean Energy Fraction_p95,Cumulative New Cars_p05,Cumulative New Cars_p50,Cumulative New Cars_p95,__uncertainty_injected,__mean_source
2045,5126398856.50063,5771183559.231445,6698022731.8179035,5064877969.054596,5695589678.413273,6614119191.8336735,6238554.484545329,69630385.13973267,262420561.85293362,4988780184.379805,5621842350.709686,6558225031.350624,65539660.86557111,75509259.31629807,88759602.16892545,4325747.068500778,47533957.556506306,184029410.98650163,462939.99728389556,3866466.9162546904,20060258.195756685,1515650.3407520815,17679985.75633313,65741394.004406266,3392504873.656699,3828525997.281443,4386869581.146984,95051723.54962185,339502347.8260178,1012237041.9553884,1248969573.8884764,1407451104.1403792,1590984019.900304,28049745.26082839,32589092.997216675,37332743.590550415,19177249.008731138,25849769.66264634,38059235.10730327,14644644.362517742,16708602.460269209,19245102.40895482,82185182.60205778,144162820.47301906,333494668.3650789,4988780184.379805,5621842350.709686,6558225031.350624,81658984.34362666,143038026.1373816,333494668.3650789,0.0,0.0,8582578.501299635,7598124457.866347,9209578576.971878,11787243279.59761,7596725871.276257,9207568492.63446,11782513985.665249,264177.27881379955,2297330.152789199,7969917.59906796,7595789215.935495,9202900937.47571,11781519903.87839,1388143.9647128086,2403367.1658738945,5042541.521265925,180306.11039263086,1557225.4814582197,5414550.335970811,13721.445719766321,120272.94037858862,650460.0789556801,57972.54598716586,583063.0880416299,1969774.5783639103,5242148410.075998,6250496916.076332,7873807727.877929,158050193.8714464,543673934.4238706,1642092405.7465358,1884269715.5302165,2304723167.3792496,2846050177.6799707,594197.1713889923,1023669.4160897799,2268245.9099556236,443013.5004330443,834680.4197583275,1848189.0593067538,311025.16780782415,529948.239292043,1134191.7628004858,19603778.081830766,20955886.291751925,22605745.037121564,24352.963745836016,284261.73424021486,999246.2288184842,19186586.712174717,20652890.672574464,22251603.096002165,1776212.4014133362,1896768.3391414941,2044530.160886811,3113.1,36777.0,139191.79999999996,1704451.0753847065,1852803.3918197532,1994788.5642287005,248061.0,276141.0,305660.89999999997,3062.5478553711814,3409.222035426985,3773.6731439679156,1641470.427081356,1762776.106129421,1906632.5558197917,0.00157975522153787,0.019660051826900476,0.07092876068850056,0.9359890715200309,1.0,1.0,33790291.353835754,36025882.728796825,38741781.41135412,1,region_baseline
2046,5421947531.319876,6067374015.373972,6990459975.558395,5350718184.058474,5987958997.706234,6904754256.930354,6991163.300051398,79189954.35047758,300957857.74877226,5244754941.849008,5901819802.315302,6875367149.890911,67632310.15708731,77839334.89211221,91331686.44545692,4925204.051960698,54230973.032900564,208542132.53710803,365342.8050568889,3358424.435147772,18874235.510606326,1734683.0761345455,20382934.72500327,73440322.87130357,3602127069.4221396,4072898349.5048323,4678062743.985378,73554456.87711483,285663006.79386544,914770649.5783632,1326235084.98989,1494485293.1742213,1695300571.9332652,29385399.688080706,34140899.116563395,39110429.76183372,19183672.080578115,25877184.423758462,38220899.82965421,15341983.461195705,17504221.7659612,20161503.110509202,85303458.17975344,153825177.41261736,374852833.0061176,5244754941.849008,5901819802.315302,6875367149.890911,84850187.50496721,153003544.63020083,374852833.0061176,0.0,0.0,4108799.4650686574,7921871954.124155,9696253358.18246,12321913061.614744,7919758787.003894,9693457338.158476,12320154992.832287,281725.4246593502,2553114.9289322775,8759716.535077171,7919154378.818102,9691026219.134945,12314256086.925922,1428349.4527744115,2476017.6189678144,4546274.877102008,197860.87114417198,1753894.0390875177,6024060.841536547,11515.979794047968,107978.4454178354,621515.6800699674,64832.585979208925,657273.0957964584,2105357.0389050036,5563181166.833842,6656381033.543474,8381961700.4613495,121964811.02317452,458435542.21111095,1460278486.3746948,2006471180.6918533,2451540644.271435,3028237180.4976945,622491.26373267,1072413.8369367137,1957942.1277652665,443571.63946807384,832656.5363733277,1680067.04338668,325835.3608597216,547064.3670128891,1139558.3305748336,19625886.806847658,21016743.063021794,22664041.725630183,25932.919848534064,306142.5292000876,1110751.0349511427,19072528.148286823,20654609.553856105,22293844.121534072,1945976.4802798645,2078275.1477632015,2241490.7859931863,3662.3,43145.5,164923.29999999996,1852644.7717613473,2029564.406970596,2184875.5680333558,248061.0,276141.0,305660.89999999997,3208.3782564554654,3571.560140916422,3953.3654440182386,1641662.7278550905,1763119.4981219228,1906876.211506204,0.001691432883240197,0.02077950283908244,0.07698801140841609,0.9680269478578799,1.0,1.0,35352907.483839124,37709610.35202556,40582096.8987837,1,region_baseline
2047,5707139482.902779,6381346355.122143,7309130120.161323,5623030665.946241,6300212883.470633,7216662833.675872,7832277.736379166,88894799.0648973,344680997.7006618,5481876984.82107,6206208613.474227,7184904161.44675,69741802.96632491,80253983.77502918,93877936.56349711,5586285.21876065,60909798.65643272,245846341.31793952,298295.1176064302,2952044.215835207,17897241.772456113,1979843.774378868,23259684.010350443,86633918.6409611,3809232555.419497,4318185059.695227,4969754568.9707,56654472.58872682,239283857.5738719,822648581.030585,1402793600.9481492,1581100931.7979507,1802820458.8982258,30721053.158808798,35692704.12458961,40888114.66003333,19188340.383044258,25900695.265883863,38356761.81662279,16039322.060476724,18299840.501873225,21077903.155786444,88517757.79384233,166156707.4948755,413299752.54208595,5481876984.82107,6206208613.474227,7184904161.44675,88474581.4896953,164893119.13432992,413299752.54208595,0.0,0.0,196456.61139666502,8346612743.151312,10151719795.106781,12880227326.320007,8344009143.051258,10148885593.484549,12876568748.399977,313159.39881965285,2807511.624003239,9569550.951378072,8340525701.96538,10146312241.922451,12872994873.869387,1468097.8567084165,2506403.6467205402,4385423.156760249,222442.2734903683,1960645.8487489114,6489857.077061204,8815.064676816619,95530.55312619847,585035.7715366872,71149.0355379329,738123.2088950477,2397052.644013925,5894041501.780274,7048489650.341737,8888664493.31623,92371348.87488817,384708394.0889177,1292692580.811732,2117875653.321936,2602662393.8122034,3218371659.4773765,650785.3358136327,1099174.8071288152,2019701.5566418464,444008.3922162269,831231.41243153,1503235.5517144278,340645.5433053514,564962.3909021218,1025113.2676813863,19654780.139014103,21078449.61271023,22776265.374801293,27881.193915512857,331111.5857814717,1198947.4779632823,19078471.888712976,20649607.70627014,22334274.174708348,2123465.2797909793,2268816.2733824123,2447179.5291692205,4293.2,50849.0,193638.29999999993,2016300.3516543536,2211715.4771887665,2382938.5915517383,248061.0,276141.0,305660.89999999997,3354.2085531038206,3733.8981301479967,4133.057615382553,1641874.5234714795,1763482.9499237146,1907122.8403312394,0.0018158053705147489,0.02240129726339783,0.0830252598668534,0.9985583809783859,1.0,1.0,36912039.48139434,39383514.88122398,42393184.39626812,1,region_baseline
2048,5989453327.284289,6689197713.6935425,7647128710.031669,5902790308.6327095,6606601643.751875,7552103255.092722,8768191.084612705,100985322.27164532,393574955.5680444,5752277592.137946,6518248802.13512,7498072773.761245,71847091.88720202,82561836.55253303,96402613.41546191,6315869.315090236,69573127.22086604,280889374.9072139,256744.1280152659,2632069.7729965653,16503880.956980938,2251630.551875971,26524731.13477105,101862688.98393355,4024578216.748082,4564202023.847214,5261527737.1653805,43465669.70164694,199643004.17516118,736986675.570827,1478774748.911066,1670833779.8516726,1910000874.2259262,32056705.67130774,37244508.01931449,42665798.282880075,19191733.37774683,25923838.794668794,38470940.10885449,16736660.159470662,19095458.66698969,21994302.54361678,91766105.14160039,181082484.8429642,462284119.83984935,5752277592.137946,6518248802.13512,7498072773.761245,91766105.14160039,180427281.44487685,462284119.83984935,0.0,0.0,0.0,8808013077.532661,10648354012.351288,13437967215.343914,8805325836.821932,10644640715.217453,13436029857.565342,347809.59166717966,3155894.55445579,10771231.519189194,8801405778.571226,10641715068.583035,13428879198.32077,1507458.3860133109,2551400.8106038766,4458805.717555314,249967.81388593637,2225603.5476300614,7538527.086391,6746.192292892539,84578.84967381052,543512.0835698368,79962.07938529932,833872.6314408311,2716346.1025903984,6227522931.992618,7451834123.315266,9393654660.017967,69722038.96519062,321534656.0051841,1139891651.5077105,2225451175.290397,2747517347.7247915,3408883438.7279,679079.3875957639,1133743.1284039412,2089251.6417670078,444350.16897566005,828896.9652671702,1499058.1381156077,355455.7151258087,588099.5436222854,1055508.4487766204,19693003.643446114,21144208.471889995,22872011.438553017,29985.823124117636,356156.4200515672,1324357.8387176294,19117845.94110386,20682767.453312777,22371092.95649124,2308682.954034282,2467783.4323488846,2661852.74584059,5014.150000000001,58725.5,227093.69999999992,2183837.852310906,2401507.9984683106,2589344.768533332,248061.0,276141.0,305660.89999999997,3500.038745130098,3896.2360029144866,4312.749657831487,1642114.0446228327,1763874.6941863373,1907397.2801638597,0.0019496621135784533,0.024133609991218566,0.08953596660849224,1.0,1.0,1.0,38481949.31343392,41047291.616172865,44184049.876777016,1,region_baseline
2049,6281207401.360679,7006699397.852312,7974113389.8697405,6191993306.481531,6921724237.974688,7867150665.92964,9851395.345496664,113306512.63087706,447221966.54097086,6048584513.909993,6816114189.108482,7835824487.317817,73949112.73025106,84961995.99922207,98909171.44653288,7133305.799076434,79488674.6277835,320054458.3107558,204351.11060003846,2378730.072075242,15603942.67549022,2557754.5613888805,29962666.575661585,119603684.24820013,4233221300.888351,4815659620.578255,5560635556.983926,33011892.17866954,165243258.7225216,656241413.4803113,1555852420.3867354,1763950239.1461704,2021619329.2671323,33392357.223868545,38796310.79875247,44443480.62809936,19194199.503282323,25943063.089886338,38566896.08588881,17433997.75728527,19891076.260292593,22910701.27282766,95163519.22809692,198407957.88171646,517305030.74780136,6048584513.909993,6816114189.108482,7835824487.317817,95163519.22809692,195826599.2768877,517305030.74780136,0.0,0.0,0.0,9234882902.188868,11177750552.484924,14028481175.43932,9232064168.976469,11174583170.57734,14026534647.583063,386265.3242743324,3541847.0165303126,12165202.245122902,9213515375.367529,11171540000.82666,14018591793.164164,1546489.7681921686,2623334.176545089,4198877.530995958,280344.5359236909,2520026.367016067,8657178.472302444,5580.020111112547,74307.51022700401,504993.4345731449,89690.07936679476,940283.3286589612,3122966.1579793147,6565613800.008904,7835895946.66428,9908595264.431307,52072902.3092512,266489115.87729782,1015758867.1024809,2334286582.5389156,2896746843.664844,3597382415.926774,707373.4190428611,1180980.8509941704,1929015.1152925414,444617.6312894088,824774.27251597,1359300.5204143336,370265.8763021437,611024.5298876108,1015164.4910750428,19731302.20980009,21203101.53347654,22919945.81921505,32318.473052676236,384349.0947542024,1432386.0853104068,19071673.25141597,20720602.356512725,22405182.0023087,2504146.577586462,2682208.857938422,2891934.0040059974,5851.75,68354.5,265873.8999999999,2342794.0480381385,2605089.294115818,2811034.403561508,248061.0,276141.0,305660.89999999997,3645.868832347706,4058.573759008178,4492.441571135119,1672644.2844134874,1806323.0548535828,1964556.1651250408,0.00209338665107853,0.02564077834977118,0.09655726394294305,1.0,1.0,1.0,40044339.91018703,42743991.376499966,46010439.69729041,1,region_baseline
2050,6570050998.9243965,7331837614.378391,8310449553.1982765,6483509900.750751,7246738854.044901,8223384899.190928,11057002.973414488,127957684.45501551,506458463.38203347,6285585189.8553705,7120479200.717649,8158163461.177647,76048592.84677586,87301482.16271383,101400511.90932149,8033094.096986423,89196447.97561646,363671647.59727305,167994.43736572305,2103910.1367770215,14422521.544748567,2896970.9088307414,33838258.52171087,136658328.2212993,4431704096.980455,5066594191.904573,5857032254.576052,24967888.726357568,136269678.68558598,583754949.5803183,1629534544.2860518,1856409114.8955927,2128991350.1495793,34728007.814778164,40348112.46091328,46221161.69341122,19195991.98527899,25958433.790689293,38647538.488111556,18131334.85302616,20686693.28076151,23827099.342243757,98690591.58289054,214561569.51132864,578550589.45712,6285585189.8553705,7120479200.717649,8158163461.177647,98690591.58289054,213835901.73941708,578550589.45712,0.0,0.0,0.0,9625161833.623585,11668868580.819,14625501635.323717,9622710843.807587,11666986337.489311,14623502801.885204,428588.1964880654,3922839.255610752,13641215.01068148,9610613439.367018,11664007960.678547,14614827536.964733,1585241.8366036515,2696699.273057054,4309608.739309744,313568.016410459,2824308.8898337213,9540498.928193597,5082.195320853449,63453.773701696395,495620.8488969573,100331.20250321706,1061774.3994772634,3419813.1799549195,6878544118.144272,8188835562.880257,10421140261.830986,38744059.02046889,219602951.63397995,896660089.8900281,2454262565.787938,3050111401.4542313,3791742516.628398,735667.4301186355,1228218.5395738734,1985052.4463983725,444826.9439146817,816430.9840855524,1354473.134337648,385076.0268153613,635464.7114816585,1017294.0520261308,19769675.98630241,21264075.630254112,22965868.11944349,34823.07509679276,410662.3920376654,1567919.6128739258,18937434.138579834,20751554.2804144,22442174.164046988,2708645.6950727142,2905490.766028646,3141053.303793641,6805.2,79421.0,310246.9999999999,2531641.854234156,2818094.90521911,3040524.1460366887,248061.0,276141.0,305660.89999999997,3791.6988145696073,4220.911398220865,4672.133355062986,1672689.0152779215,1806640.4597961549,1964751.5989726116,0.0022477064427878606,0.027886195936659336,0.10412919657736357,1.0,1.0,1.0,41596825.006265216,44418408.82773711,47828231.92605586,1,region_baseline
2051,6876424464.639508,7677767411.147224,8693913691.60541,6788922121.313281,7585520720.322615,8604617930.691278,12397788.465853106,144791059.08708814,572549478.5897977,6483838587.052165,7424248186.352671,8499876000.578724,78146097.58085859,89692389.50667483,103879071.45168367,9023664.69300763,100814079.89754274,412200714.98941714,147074.32513257622,1858476.8485339256,13411838.878961695,3272934.5453407536,38014848.772411995,154163674.63838756,4617684607.121583,5307731905.7553,6158929870.632247,18812892.416327372,112007216.26452094,515756002.7385184,1691002274.5691392,1950216054.960599,2231495945.6047306,36063657.44231945,41899913.0038019,47998841.476530254,19197294.85764342,25970616.023069788,38715311.66511253,18828671.445796836,21482309.727373578,24743496.75068694,102597772.45738667,233726262.65156412,646649384.4508511,6483838587.052165,7424248186.352671,8499876000.578724,102597772.45738667,233726262.65156412,646649384.4508511,0.0,0.0,0.0,9971038873.63677,12175485925.816183,15273053056.375418,9968442116.684816,12172263185.770128,15269937326.8732,475083.8629763991,4429529.069238625,15297635.868798068,9955218290.337738,12165760056.344677,15261101878.996208,1623993.5298026637,2766044.6357227415,4372460.494733895,349866.71978675376,3155212.708739527,11018966.678966302,4614.578042438003,55841.065533549365,464526.42202280386,111959.06779282118,1162205.715597656,3988958.2841311065,7150934229.461589,8577506999.195253,10942035658.083569,28730922.146385625,180411018.9663883,797462548.1898044,2578917687.159141,3199371036.6252513,3986888896.2408915,763961.4207867117,1274610.428888179,2029676.7228028295,444990.75398373127,802543.9014174368,1346065.925132744,399886.16664642154,657679.2175285711,1041593.2609076992,19808125.121473074,21321256.980736837,23011883.625278033,37512.313822031116,442972.1579383251,1674573.4173600678,18830684.26952641,20767322.326849833,22469796.15261696,2922013.0290226727,3137273.24315745,3393341.9862081665,7889.450000000001,91285.5,362204.0499999998,2717317.1325284126,3035711.968090434,3278226.6920163203,248061.0,276141.0,305660.89999999997,3937.528691608323,4383.248920343843,4851.825009384072,1672734.9013346822,1806959.8228821456,1964948.4880591386,0.0024134025783919613,0.03039712578179512,0.11400491492210155,1.0,1.0,1.0,43141671.04780557,46075647.84288557,49685126.53983397,1,region_baseline
2052,7192796289.550878,8015048293.414656,9064910636.318035,7086980761.350843,7923036570.219086,8976058165.721424,13891068.651844079,162211889.88631785,646188461.7094487,6751080612.337677,7739449087.942133,8873422285.18885,80243945.42061353,92027582.57369411,106346896.51815222,10111730.879222196,114214338.39982715,466149707.9963477,132933.91004506024,1625481.604980024,12859761.550594093,3689017.2994970507,42641223.243867114,173397296.33816263,4812022454.931652,5550332060.232413,6455803132.887483,14126654.725370733,91621589.10007343,455557663.19396996,1760581898.6431148,2044207968.1368632,2341169374.115501,37399306.10477122,43451712.425418586,49776519.975165606,19198241.871246483,25980273.022501424,38772269.72984405,19526007.53469867,22277925.599103525,25659893.49697628,106113982.96595329,253224762.3102805,722295168.2999481,6751080612.337677,7739449087.942133,8873422285.18885,106113982.96595329,253224762.3102805,722295168.2999481,0.0,0.0,0.0,10392584156.822077,12677175388.517487,15871777739.210045,10390390431.324615,12674386970.94526,15868585691.972382,526055.5847832339,4836219.55961068,17271897.383467615,10387609946.958153,12664587716.636654,15858721142.676228,1662636.463685147,2822121.580360124,4488810.465502441,389470.2780863219,3482090.6422545407,12635490.085003406,3790.867931086187,48803.488005288236,433815.57503200567,125408.93124794876,1267266.6346356175,4613667.640634935,7482080954.376528,8970822217.237324,11441047841.344461,21243131.035273984,148159012.6951954,707476460.339677,2694892863.6651425,3352129082.1002607,4179118424.896233,789040.9112989827,1314121.1406153555,2104847.5510627464,445118.95683938713,793353.2914872407,1339604.9816405517,414696.29577623925,678029.8663828128,1080169.5658200686,19846649.764126297,21357081.5332487,23082818.0390744,40399.810849109715,478091.7800254389,1809355.7647111558,18777534.82301165,20764091.482064784,22500379.154173367,3143309.3967024586,3377077.026659592,3650809.177309141,9119.65,107063.5,427722.19999999995,2891968.9621577593,3256950.1489890716,3525911.32832351,248061.0,276141.0,305660.89999999997,4083.3584632759266,4545.586325167913,5031.5165338668185,1672782.417105636,1807281.620984476,1965147.3075131513,0.002591313731287969,0.03259067732372671,0.12373088150216609,1.0,1.0,1.0,44678879.094232835,47741418.79940647,51499028.27834203,1,region_baseline
2053,7484965872.403424,8345102195.866777,9450168937.11245,7376454955.258051,8255951749.158289,9361728706.73284,15546667.635382835,181512431.12021947,728128752.6777406,7023857288.921076,8050370261.34368,9244501839.571512,82347358.68258752,94391977.50619158,109008821.55430834,11341605.967324378,129126791.70975539,526070692.7174004,114559.91438329153,1424887.1727524316,12158028.108436013,4149318.9473744393,47833669.13748992,194620734.3610518,4998421341.93088,5793363749.072416,6752938152.275953,10574514.846883353,74877344.72742808,401479499.2546611,1810569950.582104,2134905970.7760615,2450859396.617784,38734953.80040815,45003510.7237588,51554197.18702097,19198930.234484866,25987929.67420715,38820138.86991141,20223343.118830867,23073540.894923612,26576289.579928014,110007804.79765482,274430564.416182,806241512.2197859,7023857288.921076,8050370261.34368,9244501839.571512,110007804.79765482,274430564.416182,806241512.2197859,0.0,0.0,0.0,10771407351.873938,13161784303.281818,16470239704.951641,10769048357.926151,13159579256.691036,16466806401.14394,581876.7596805409,5366757.644961455,19918616.525700577,10750901138.531965,13142017617.47549,16455423316.94345,1701114.8229717778,2895486.72353956,4530918.47163076,432662.1721924838,3856925.0330009256,14691046.879065396,3409.1134036953204,42508.13398883338,403934.2839126347,140965.09544958873,1411923.4804224335,5231094.031993825,7825212015.112645,9373504053.198812,11947333830.34415,15666355.104198914,121498394.1854377,626253867.0360571,2812043227.999572,3486579375.6085367,4371307862.35115,817220.0617887641,1361052.5694588106,2180018.324909948,445219.2950496438,792751.3929710921,1340846.2359964978,429506.4141856831,702244.4607945441,1104873.8443325595,19885638.843641356,21392966.38410365,23191459.51535166,43500.19454735919,507397.1808658916,1955261.3192242943,18728844.924546443,20758844.161306012,22529086.921603724,3372537.2977563655,3625704.756202843,3917244.8815499847,10513.6,123494.5,501092.79999999993,3070986.8330956297,3488906.561901071,3778254.5240551806,248061.0,276141.0,305660.89999999997,4229.188129384043,4707.923612483378,5211.207928279105,1672832.2404483836,1807606.5343187489,1965348.735800279,0.0027823404038789957,0.03471221567572483,0.13270733674546195,1.0,1.0,1.0,46208450.80553729,49413254.139645055,53304448.31074062,1,region_baseline
2054,7778200078.974436,8686324133.671913,9855680375.327137,7671775517.455261,8597040921.224232,9764858202.691036,17383395.158362955,203136904.93998903,819205177.4817512,7227360641.082838,8354617715.270323,9643104060.488564,84449860.09905823,96774070.21002704,111697544.71440679,12732519.754701728,146027145.00150073,592575032.0837184,100783.10651763326,1212186.55415452,11301827.976256398,4658051.707468531,53556210.17298606,218029439.06089514,5154478152.134725,6041151337.4682865,7049913247.198129,7892805.116695001,60980285.741921246,353108110.9069375,1851154454.6325238,2224407017.259465,2560532606.226907,40070600.52750083,46555307.89681328,53331873.109794624,19199430.598492686,25994001.456042033,38860369.70765974,20920678.197290525,23869155.613803677,27492684.998355605,114093476.18457621,301814020.964778,899323418.7293183,7227360641.082838,8354617715.270323,9643104060.488564,114093476.18457621,301814020.964778,899323418.7293183,0.0,0.0,0.0,11177422684.118408,13617323712.090958,17067798414.301558,11173876289.464016,13613943808.190704,17065537184.558008,642977.0545005876,5914104.620023602,22938513.38513842,11166354018.558786,13610845979.263826,17053461642.528517,1740721.5676516634,2969947.698754072,4646615.763806479,479769.9516545541,4270299.968772866,17049101.56694848,3061.337703390516,35994.543148092045,371369.0517685087,158146.66379587157,1579593.906565684,5920113.9008308025,8135059613.098513,9782490000.501188,12446224947.755627,11527708.383787971,99415743.4711938,553260871.284827,2922858077.692933,3625205472.8082743,4563418115.875875,845399.1918444488,1407983.9642699645,2236601.5244167675,445297.8269610299,789585.6446330957,1341876.5130800235,444316.52185557736,726459.0376470747,1142971.7633758383,19924802.932103693,21431439.096966848,23299557.43789316,46837.75796315849,546624.926448421,2112634.520888456,18627588.319771003,20788595.47086229,22569233.892195333,3609699.40672385,3883676.790001279,4192905.211123547,12090.4,140121.0,580178.2499999999,3254150.0389964893,3723172.267305362,4041301.6007442013,248061.0,276141.0,305660.89999999997,4375.017689743853,4870.260782080042,5390.89919238827,1672885.339700119,1807935.5335870981,1965553.7418670717,0.002987449485854925,0.03676823266160434,0.14233549658222294,1.0,1.0,1.0,47730959.68738497,51089982.373182915,55101387.9320115,1,region_baseline
2055,8075987562.490507,9025544483.805851,10273047235.656776,7970268684.604006,8931845900.868683,10174907102.316856,19418295.080816183,225886610.65546554,920329819.6720095,7438324590.953164,8647350438.607132,10039937079.974127,86551652.17659016,99134694.21769884,114384723.59632164,14269392.890716035,163291788.96369803,674033136.4724437,85502.32624758861,1053637.3648386092,10486453.797137948,5219760.53552278,59676025.894012734,243829489.0599759,5324471715.622248,6272357259.816732,7346982075.823366,5843119.138894239,49535097.35474483,310005576.7628914,1900823071.6465557,2314286566.839178,2670151695.4488497,41406246.28431572,48107103.94256792,55109547.7411793,19199794.313512895,25996686.195518352,38894181.29852247,21618012.76917256,24664769.754711084,28409079.751069643,118399264.01337631,328659253.04988694,1004932719.1083401,7438324590.953164,8647350438.607132,10039937079.974127,118399264.01337631,328659253.04988694,1004932719.1083401,0.0,0.0,0.0,11617645834.429075,14132073161.500488,17715443401.654423,11614017115.819927,14128911033.350895,17711588166.420734,709717.0169087143,6498076.318754863,26380394.036714647,11552927096.746912,14121589361.091492,17708289792.84969,1784400.6557486628,3026940.798195082,4762281.3812409,531070.7601104879,4742955.070632886,19697271.21465999,2488.4953689669014,30398.9982025231,340861.2964392091,177104.58441354096,1758542.9980002258,6688486.1146772,8369970933.597242,10175596704.201843,12939852274.082148,8466127.331719995,81187678.43489663,487915315.2278084,3019315459.741994,3768495162.5752306,4755406975.070755,873578.301429463,1445084.8711843123,2311152.6241369415,445359.29322046577,789669.6587434625,1342731.6759144678,459126.6187666996,748100.9519836436,1181069.6547429627,19964044.295735996,21473046.870999634,23391973.74118938,50428.618123588334,586608.7085654706,2282377.2085245275,18551298.247221768,20805731.653403156,22611043.07041021,3854798.651823746,4149145.961403038,4477793.606027741,13871.050000000001,157417.5,669656.2999999999,3420101.610182842,3966842.857668506,4315402.221133738,248061.0,276141.0,305660.89999999997,4520.847144166081,5032.597833747206,5570.59032596109,1672943.098168802,1808270.0044694245,1965763.7096321566,0.0032097052490831068,0.038913889834835666,0.15266271434947004,1.0,1.0,1.0,49246378.59905838,52764763.31718883,56897069.250063114,1,region_baseline
