state,year,total_energy_twh,electricity_energy_twh,gasoline_energy_twh,electricity_energy_share_pct,gasoline_energy_share_pct,ecav_or_eav_energy_twh,sti_energy_twh,icecav_energy_twh,ecav_or_eav_share_of_electricity_pct,sti_share_of_electricity_pct,icecav_share_of_gasoline_pct,low_carbon_or_renewable_grid_share_pct,fossil_grid_share_pct,low_carbon_or_renewable_electricity_twh,fossil_electricity_twh,gasoline_fuel_share_pct,total_co2_kt,electricity_co2_kt,gasoline_co2_kt,ecav_or_eav_co2_kt,sti_co2_kt,icecav_co2_kt,electricity_co2_share_pct,gasoline_co2_share_pct,ecav_or_eav_share_of_electricity_co2_pct,sti_share_of_electricity_co2_pct,total_co2_intensity_kt_per_twh,electricity_co2_intensity_kt_per_twh,gasoline_co2_intensity_kt_per_twh
California,2045,6.046230664387228,2.11870483344456,3.9275258309426673,35.04174668564826,64.95825331435174,0.5016598101617455,1.6170450232828146,3.9275258309426673,23.67766393141956,76.32233606858043,100.0,100.0,0.0,2.11870483344456,0.0,100.0,6543.978766058738,63.561145003336804,6480.417621055401,15.049794304852366,48.511350698484435,6480.417621055401,0.9712920422817626,99.02870795771823,23.677663931419563,76.32233606858044,1082.323703692498,30.0,1650.0
California,2075,4.779879676944212,4.779879676944212,0.0,100.0,0.0,2.97123011716593,1.8086495597782821,0.0,62.16119061527181,37.838809384728194,0.0,100.0,0.0,4.779879676944212,0.0,0.0,143.39639030832637,143.39639030832637,0.0,89.13690351497792,54.25948679334846,0.0,100.0,0.0,62.16119061527182,37.838809384728194,30.000000000000004,30.000000000000004,0.0
Ohio,2045,1.0622900376027933,0.3202167088426774,0.7420733287601159,30.14399999131042,69.85600000868958,0.009741010200405645,0.31047569864227176,0.7420733287601159,3.042005595401771,96.95799440459822,100.0,50.86795740007254,49.13204259992746,0.16288769904200748,0.15732900980066994,100.0,1307.9721283257866,83.5511358715952,1224.4209924541913,2.5416302282356624,81.00950564335955,1224.4209924541913,6.387837635236252,93.61216236476373,3.042005595401771,96.95799440459824,1231.2759058509193,260.9206002196591,1650.0
Ohio,2075,1.371209707088766,0.4206835251011145,0.9505261819876516,30.67973650757428,69.32026349242571,0.06786569866570571,0.35281782643540877,0.9505261819876516,16.13224540927617,83.86775459072382,100.0,100.0,0.0,0.4206835251011145,0.0,100.0,1580.9887060326587,12.620505753033433,1568.3682002796252,2.0359709599711713,10.584534793062263,1568.3682002796252,0.7982666609114114,99.20173333908859,16.132245409276173,83.86775459072383,1152.9882685772968,29.999999999999993,1650.0
